OBJECTID,NAME,CAPITAL,name_cn,地区国家,累计确诊,新增确诊,Shape_Length,Shape_Area
1,CHINA,BEIJING,中国,中国,440,149,248.8216693624411,958.1973887475898
2,JAPAN,TOKYO,日本,日本,1,0,81.93419085400431,38.97019479375141
3,"KOREA, REPUBLIC OF",SEOUL,韩国,韩国,1,0,16.01194866250559,8.870230280248608
4,THAILAND,BANGKOK,泰国,泰国,2,0,54.581789578607015,42.558096872050044
