OBJECTID,globe_OBJECTID,name_cn,globe_中文名,globe_Shape_Leng,gb_yq_20210912xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
1,1,中国,中国,260.042064225,222,中国,123544,66,5687,0,260.04206422474147,965.6285542020123
2,2,中非,中非,39.123866083,221,中非,11309,0,100,0,39.123866083048675,51.868558185838594
3,3,智利,智利,206.217212065,220,智利,1643630,474,37201,23,206.21721206455453,76.94303951148807
4,4,直布罗陀,直布罗陀,0.0138837797373,219,直布罗陀,5419,5,97,0,0.013883779737236826,6.97538115385218e-06
5,5,乍得,乍得,50.1882839726,218,乍得,5016,2,174,0,50.18828397262675,107.57261660981044
6,6,泽西岛,泽西岛,0.468045681608,217,泽西岛,9612,20,78,0,0.46804568160716375,0.010293215375969375
7,7,赞比亚,赞比亚,44.992230033,216,赞比亚,207836,140,3629,3,44.99223003303926,63.45705186734683
8,8,越南,越南,51.129595842,215,越南,601349,11932,15018,273,51.129595842029055,28.049825586585218
9,9,约旦,约旦,16.4457345707,214,约旦,806501,489,10542,11,16.44573457072095,8.174769097572026
10,10,英国,英国,79.9903954046,213,英国,7197666,28856,134144,156,79.99039540456778,32.91943771179002
11,11,印度尼西亚,印度尼西亚,332.897939671,212,印度尼西亚,4167511,3779,138889,188,332.89793967106874,150.2324304884168
12,12,印度,印度,131.090658474,211,印度,33236921,28591,442655,338,131.09065847419012,259.72588140084724
13,13,意大利,意大利,62.4436001036,210,意大利,4601749,5191,129885,57,62.44360010363238,33.478741916560494
14,14,以色列,以色列,8.29726235548,209,以色列,1168584,10183,7370,25,8.297262355484154,2.635821759653052
15,15,伊朗,伊朗,68.4016474288,208,伊朗,5275567,16654,113824,444,68.40164742880594,155.27545671985794
16,16,伊拉克,伊拉克,30.6606649068,207,伊拉克,1947211,3086,21445,51,30.660664906794203,41.78992464134522
17,17,也门,也门,33.5004417997,206,也门,8309,52,1562,8,33.50044179970094,35.874965221221984
18,18,亚美尼亚,亚美尼亚,9.90400007386,205,亚美尼亚,248850,453,5002,7,9.904000073855808,3.665524679494105
19,19,牙买加,牙买加,4.82798122279,204,牙买加,75297,652,1704,11,4.827981222792307,0.8247678758169106
20,20,叙利亚,叙利亚,20.6286198894,203,叙利亚,29220,137,2065,5,20.628619889358337,18.555305741023673
21,21,匈牙利,匈牙利,17.8172786283,202,匈牙利,814732,0,30086,0,17.81727862828512,10.96767898880457
22,22,新西兰,新西兰,58.3041653664,201,新西兰,3557,23,27,0,58.304165366366284,29.63120638720386
23,23,新喀里多尼亚,新喀里多尼亚,0.315384694174,200,新喀里多尼亚,701,300,1,0,0.3153846941739794,0.0043535203997104345
24,24,新加坡,新加坡,1.95533073363,199,新加坡,71167,555,58,0,1.9553307336349242,0.2523737098666097
25,25,希腊,希腊,58.4703424345,198,希腊,613838,2190,14141,39,58.47034243451138,12.923495647177484
26,27,西班牙,西班牙,55.1188411759,197,西班牙,4903021,0,85218,0,55.118841175901764,54.280343511511816
27,28,乌兹别克斯坦,乌兹别克斯坦,60.5666233837,196,乌兹别克斯坦,164364,594,1153,5,60.5666233837278,45.83407503762229
28,29,乌拉圭,乌拉圭,16.9417479676,195,乌拉圭,386410,152,6037,0,16.941747967566673,17.708958502391088
29,30,乌克兰,乌克兰,63.0581799997,194,乌克兰,2316619,2196,54342,22,63.05817999968692,73.69212728191064
30,31,乌干达,乌干达,19.6610128947,193,乌干达,99701,0,3031,0,19.661012894744616,18.979199764248577
31,32,文莱,文莱,4.61752042414,192,文莱,4035,141,17,1,4.61752042414165,0.4896262132202988
32,33,委内瑞拉,委内瑞拉,58.5555637342,191,委内瑞拉,345560,1263,4179,12,58.55556373422501,75.57584372702944
33,34,维尔京群岛,维尔京群岛,1.38853153158,190,维尔京群岛,2642,0,37,0,1.3885315315819444,0.020042683177038677
34,35,危地马拉,危地马拉,15.3555100892,189,危地马拉,509654,8814,12665,121,15.355510089228543,9.31605558714351
35,36,瓦努阿图,瓦努阿图,11.851157107,188,瓦努阿图,3,0,0,0,11.851157106954787,0.5959110387382458
36,230,瓦利斯群岛和富图纳群岛,瓦利斯群岛和富图纳群岛,0.545708928193,187,瓦利斯群岛和富图纳群岛,454,0,7,0,0.5457089281929385,0.008047407074154939
37,38,土耳其,土耳其,67.6334797887,186,土耳其,6636899,22923,59643,259,67.63347978872251,82.29688605646851
38,40,突尼斯,突尼斯,22.4586960373,185,突尼斯,685019,1319,24205,47,22.458696037337344,15.988278012532524
39,41,特立尼达和多巴哥,特立尼达和多巴哥,3.68062958695,184,特立尼达和多巴哥,46735,182,1359,9,3.680629586951003,0.4137188520633441
40,42,特克斯和凯科斯群岛,特克斯和凯科斯群岛,0.169079412401,183,特克斯和凯科斯群岛,2736,0,20,0,0.16907941240058638,0.0007785022642414073
41,44,坦桑尼亚,坦桑尼亚,42.0778900303,182,坦桑尼亚,1367,0,50,0,42.077890030347234,78.86090528003723
42,45,泰国,泰国,57.3460162138,181,泰国,1382173,14029,14353,180,57.346016213812554,43.62243168362355
43,46,塔吉克斯坦,塔吉克斯坦,28.0465573748,180,塔吉克斯坦,17475,11,125,0,28.046557374771083,14.28718752053117
44,47,索马里,索马里,48.1340930743,179,索马里,18373,100,1023,6,48.13409307429269,51.98141783234195
45,48,所罗门群岛,所罗门群岛,21.6451145093,178,所罗门群岛,20,0,0,0,21.645114509328284,1.6972362079395185
46,49,苏里南,苏里南,14.8467590956,177,苏里南,32764,575,756,4,14.84675909558034,11.428348254921412
47,50,苏丹,苏丹,63.3509706078,176,苏丹,37937,0,2791,0,63.35097060783581,158.0466263581876
48,51,斯威士兰,斯威士兰,4.59839442134,175,斯威士兰,44831,54,1169,2,4.598394421340223,1.3598776196135145
49,52,斯洛文尼亚,斯洛文尼亚,8.24158410335,174,斯洛文尼亚,275615,1085,4793,1,8.241584103350847,2.260139332641655
50,53,斯洛伐克,斯洛伐克,12.8173863889,173,斯洛伐克,398690,412,12558,0,12.817386388913786,6.015673484608724
51,54,斯里兰卡,斯里兰卡,10.8235668187,172,斯里兰卡,485922,2642,11296,144,10.823566818714909,5.654757879000185
52,55,圣文森特和格林纳丁斯,圣文森特和格林纳丁斯,0.529268597611,171,圣文森特和格林纳丁斯,2421,0,12,0,0.5292685976113046,0.013676869382214626
53,56,圣皮埃尔和密克隆,圣皮埃尔和密克隆,0.675331602379,170,圣皮埃尔和密克隆,31,0,0,0,0.6753316023787348,0.011671034933062678
54,57,圣马力诺,圣马力诺,1.13151506019,169,圣马力诺,5373,0,90,0,1.1315150601924215,0.05342853514833507
55,58,圣马丁,圣马丁,0.151591647442,168,圣马丁,7491,0,88,0,0.15159164744197645,0.0008890849820772644
56,59,圣卢西亚,圣卢西亚,0.770944229697,167,圣卢西亚,9527,124,132,4,0.7709442296968367,0.028303511668229614
57,60,圣基茨和尼维斯,圣基茨和尼维斯,0.796282006544,166,圣基茨和尼维斯,1390,0,6,0,0.7962820065434348,0.016710142022501075
58,62,圣多美和普林西比,圣多美和普林西比,0.601046113277,165,圣多美和普林西比,2814,27,39,0,0.6010461132765041,0.021451675002790604
59,63,圣巴托洛缪岛,圣巴托洛缪岛,0.0261080624106,164,圣巴托洛缪岛,1607,0,2,0,0.0261080624106342,2.9894488642148075e-05
