OBJECTID,globe_中文名,name_cn,gb_yq_20200309xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
1,阿尔巴尼亚,阿尔巴尼亚,1,阿尔巴尼亚,2,2,0,0,7.973839727970497,2.9615437393915847
2,阿尔及利亚,阿尔及利亚,2,阿尔及利亚,20,3,0,0,68.11289203523224,213.6824817901263
3,阿富汗,阿富汗,3,阿富汗,4,0,0,0,46.10315447724969,61.25874997452199
4,阿根廷,阿根廷,4,阿根廷,12,3,1,0,124.43384391102639,278.07097318538524
5,阿联酋,阿联酋,5,阿联酋,45,0,0,0,15.781914584221616,7.623950770634311
6,阿曼,阿曼,6,阿曼,16,0,0,0,30.60536529088686,26.863630254245184
7,阿塞拜疆,阿塞拜疆,7,阿塞拜疆,9,0,0,0,20.694081153422545,8.877991750422158
8,埃及,埃及,8,埃及,55,7,1,1,46.51183683093997,88.79406872386022
9,爱尔兰,爱尔兰,9,爱尔兰,21,2,0,0,25.60628985993701,9.67974515082728
10,爱沙尼亚,爱沙尼亚,10,爱沙尼亚,10,0,0,0,19.427155810421777,6.571056220254507
11,安道尔,安道尔,11,安道尔,1,0,0,0,1.148365581641772,0.048186015059485804
12,奥地利,奥地利,12,奥地利,112,10,0,0,19.785455433542936,9.894883715319143
13,澳大利亚,澳大利亚,13,澳大利亚,77,3,3,0,218.54706975542805,697.4668706949112
14,巴基斯坦,巴基斯坦,14,巴基斯坦,6,1,0,0,71.22729220349414,74.32325893852614
15,巴拉圭,巴拉圭,15,巴拉圭,1,1,0,0,29.507348534862906,35.36356063685132
16,巴林,巴林,16,巴林,79,23,0,0,0.7772869774829815,0.017878320008286028
17,巴西,巴西,17,巴西,25,6,0,0,203.68408592836326,713.6777002155402
18,白俄罗斯,白俄罗斯,18,白俄罗斯,6,0,0,0,26.620256515886354,29.22619005212672
19,保加利亚,保加利亚,21,保加利亚,4,2,0,0,18.486250579841048,12.036351750300607
20,比利时,比利时,22,比利时,200,31,0,0,9.590603160642818,3.8561271050731585
21,冰岛,冰岛,24,冰岛,55,10,0,0,44.847522370830106,19.530864421033492
22,波兰,波兰,26,波兰,11,5,0,0,29.423172375593367,41.04475511016577
