OBJECTID,globe_OBJECTID,name_cn,globe_中文名,globe_Shape_Leng,gb_yq_20201202xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
1,1,中国,中国,260.042064225,219,中国,93797,129,4751,1,260.04206422474147,965.6285542020123
2,2,中非,中非,39.123866083,218,中非,4918,0,63,0,39.123866083048675,51.868558185838594
3,3,智利,智利,206.217212065,217,智利,552864,1121,15430,20,206.21721206455453,76.94303951148807
4,4,直布罗陀,直布罗陀,0.0138837797373,216,直布罗陀,1020,6,5,0,0.013883779737236826,6.97538115385218e-06
5,5,乍得,乍得,50.1882839726,215,乍得,1700,12,102,1,50.18828397262675,107.57261660981044
6,6,泽西岛,泽西岛,0.468045681608,214,泽西岛,1008,85,32,0,0.46804568160716375,0.010293215375969375
7,7,赞比亚,赞比亚,44.992230033,213,赞比亚,17665,18,357,0,44.99223003303926,63.45705186734683
8,8,越南,越南,51.129595842,212,越南,1351,4,35,0,51.129595842029055,28.049825586585218
9,9,约旦,约旦,16.4457345707,211,约旦,223617,4187,2802,51,16.44573457072095,8.174769097572026
10,10,英国,英国,79.9903954046,210,英国,1643090,13429,59051,603,79.99039540456778,32.91943771179002
11,11,印度尼西亚,印度尼西亚,332.897939671,209,印度尼西亚,543975,5092,17081,136,332.89793967106874,150.2324304884168
12,12,印度,印度,131.090658474,208,印度,9499413,36604,138122,501,131.09065847419012,259.72588140084724
13,13,意大利,意大利,62.4436001036,207,意大利,1620901,19347,56361,785,62.44360010363238,33.478741916560494
14,14,以色列,以色列,8.29726235548,206,以色列,335919,0,2864,0,8.297262355484154,2.635821759653052
15,15,伊朗,伊朗,68.4016474288,205,伊朗,975951,13881,48628,382,68.40164742880594,155.27545671985794
16,16,伊拉克,伊拉克,30.6606649068,204,伊拉克,554767,2218,12306,48,30.660664906794203,41.78992464134522
17,17,也门,也门,33.5004417997,203,也门,2081,0,606,0,33.50044179970094,35.874965221221984
18,18,亚美尼亚,亚美尼亚,9.90400007386,202,亚美尼亚,137231,1264,2228,35,9.904000073855808,3.665524679494105
19,19,牙买加,牙买加,4.82798122279,201,牙买加,10810,47,258,1,4.827981222792307,0.8247678758169106
20,20,叙利亚,叙利亚,20.6286198894,200,叙利亚,7973,86,422,5,20.628619889358337,18.555305741023673
21,21,匈牙利,匈牙利,17.8172786283,199,匈牙利,225209,4136,5142,165,17.81727862828512,10.96767898880457
22,22,新西兰,新西兰,58.3041653664,198,新西兰,1704,1,25,0,58.304165366366284,29.63120638720386
23,23,新喀里多尼亚,新喀里多尼亚,0.315384694174,197,新喀里多尼亚,33,0,0,0,0.3153846941739794,0.0043535203997104345
24,24,新加坡,新加坡,1.95533073363,196,新加坡,58228,10,29,0,1.9553307336349242,0.2523737098666097
25,25,希腊,希腊,58.4703424345,195,希腊,107470,2199,2517,111,58.47034243451138,12.923495647177484
26,27,西班牙,西班牙,55.1188411759,194,西班牙,1656444,3643,45511,60,55.118841175901764,54.280343511511816
27,28,乌兹别克斯坦,乌兹别克斯坦,60.5666233837,193,乌兹别克斯坦,73276,182,611,1,60.5666233837278,45.83407503762229
28,29,乌拉圭,乌拉圭,16.9417479676,192,乌拉圭,5857,141,77,1,16.941747967566673,17.708958502391088
29,30,乌克兰,乌克兰,63.0581799997,191,乌克兰,758264,13141,12717,169,63.05817999968692,73.69212728191064
30,31,乌干达,乌干达,19.6610128947,190,乌干达,21035,576,205,0,19.661012894744616,18.979199764248577
31,32,文莱,文莱,4.61752042414,189,文莱,151,1,3,0,4.61752042414165,0.4896262132202988
32,33,委内瑞拉,委内瑞拉,58.5555637342,188,委内瑞拉,102394,354,897,3,58.55556373422501,75.57584372702944
33,34,维尔京群岛,维尔京群岛,1.38853153158,187,维尔京群岛,73,0,1,0,1.3885315315819444,0.020042683177038677
34,35,危地马拉,危地马拉,15.3555100892,186,危地马拉,122774,712,4178,7,15.355510089228543,9.31605558714351
35,36,瓦努阿图,瓦努阿图,11.851157107,185,瓦努阿图,1,0,0,0,11.851157106954787,0.5959110387382458
36,230,瓦利斯群岛和富图纳群岛,瓦利斯群岛和富图纳群岛,0.545708928193,184,瓦利斯群岛和富图纳群岛,3,0,0,0,0.5457089281929385,0.008047407074154939
37,38,土耳其,土耳其,67.6334797887,183,土耳其,506966,6101,13936,190,67.63347978872251,82.29688605646851
38,40,突尼斯,突尼斯,22.4586960373,182,突尼斯,96769,0,3260,0,22.458696037337344,15.988278012532524
39,41,特立尼达和多巴哥,特立尼达和多巴哥,3.68062958695,181,特立尼达和多巴哥,6669,9,120,0,3.680629586951003,0.4137188520633441
40,42,特克斯和凯科斯群岛,特克斯和凯科斯群岛,0.169079412401,180,特克斯和凯科斯群岛,748,0,6,0,0.16907941240058638,0.0007785022642414073
41,44,坦桑尼亚,坦桑尼亚,42.0778900303,179,坦桑尼亚,509,0,21,0,42.077890030347234,78.86090528003723
42,45,泰国,泰国,57.3460162138,178,泰国,4008,10,60,0,57.346016213812554,43.62243168362355
43,46,塔吉克斯坦,塔吉克斯坦,28.0465573748,177,塔吉克斯坦,12231,37,86,0,28.046557374771083,14.28718752053117
44,47,索马里,索马里,48.1340930743,176,索马里,4451,0,113,0,48.13409307429269,51.98141783234195
45,48,所罗门群岛,所罗门群岛,21.6451145093,175,所罗门群岛,17,0,0,0,21.645114509328284,1.6972362079395185
46,49,苏里南,苏里南,14.8467590956,174,苏里南,5312,0,117,0,14.84675909558034,11.428348254921412
47,50,苏丹,苏丹,63.3509706078,173,苏丹,18254,0,1265,0,63.35097060783581,158.0466263581876
48,51,斯威士兰,斯威士兰,4.59839442134,172,斯威士兰,6442,23,122,0,4.598394421340223,1.3598776196135145
49,52,斯洛文尼亚,斯洛文尼亚,8.24158410335,171,斯洛文尼亚,77135,1321,964,16,8.241584103350847,2.260139332641655
50,53,斯洛伐克,斯洛伐克,12.8173863889,170,斯洛伐克,107183,1254,868,29,12.817386388913786,6.015673484608724
51,54,斯里兰卡,斯里兰卡,10.8235668187,169,斯里兰卡,24532,1048,122,6,10.823566818714909,5.654757879000185
52,55,圣文森特和格林纳丁斯,圣文森特和格林纳丁斯,0.529268597611,168,圣文森特和格林纳丁斯,85,0,0,0,0.5292685976113046,0.013676869382214626
53,56,圣皮埃尔和密克隆,圣皮埃尔和密克隆,0.675331602379,167,圣皮埃尔和密克隆,14,0,0,0,0.6753316023787348,0.011671034933062678
54,57,圣马力诺,圣马力诺,1.13151506019,166,圣马力诺,1650,38,46,0,1.1315150601924215,0.05342853514833507
55,58,圣马丁,圣马丁,0.151591647442,165,圣马丁,1813,3,37,0,0.15159164744197645,0.0008890849820772644
56,59,圣卢西亚,圣卢西亚,0.770944229697,164,圣卢西亚,259,2,2,0,0.7709442296968367,0.028303511668229614
57,60,圣基茨和尼维斯,圣基茨和尼维斯,0.796282006544,163,圣基茨和尼维斯,22,0,0,0,0.7962820065434348,0.016710142022501075
58,62,圣多美和普林西比,圣多美和普林西比,0.601046113277,162,圣多美和普林西比,996,5,17,0,0.6010461132765041,0.021451675002790604
59,63,圣巴托洛缪岛,圣巴托洛缪岛,0.0261080624106,161,圣巴托洛缪岛,152,0,0,0,0.0261080624106342,2.9894488642148075e-05
60,64,沙特阿拉伯,沙特阿拉伯,65.9443738352,160,沙特阿拉伯,357623,263,5907,11,65.94437383515957,175.59795618430664
61,65,塞舌尔,塞舌尔,0.47403554337,159,塞舌尔,172,0,0,0,0.4740355433699547,0.00899665529781399
62,66,塞浦路斯,塞浦路斯,5.70454638202,158,塞浦路斯,10883,318,49,0,5.7045463820209115,0.9150667581822769
63,67,塞内加尔,塞内加尔,24.6871962052,157,塞内加尔,16107,18,333,0,24.687196205215827,15.868518139954155
64,68,塞拉利昂,塞拉利昂,12.6043577337,156,塞拉利昂,2413,1,74,0,12.604357733705958,5.919323523956169
65,69,塞尔维亚,塞尔维亚,16.158105262,155,塞尔维亚,183437,7999,1652,48,16.158105261964824,9.776125219837315
66,71,萨尔瓦多,萨尔瓦多,5.90355253893,154,萨尔瓦多,39130,725,1120,6,5.9035525389313515,1.8024637233044065
67,72,瑞士,瑞士,11.567842828,153,瑞士,329530,3760,4537,107,11.567842828022984,5.104879920475219
68,73,瑞典,瑞典,64.6263187198,152,瑞典,260758,3159,6798,24,64.62631871977895,77.22779649392618
69,74,日本,日本,104.789799202,151,日本,150386,1692,2172,33,104.78979920248702,38.62456043847649
70,75,其他,其他,0.437487833525,150,其他,712,0,13,0,0.437487833524811,0.011018707466883847
71,76,葡萄牙,葡萄牙,22.3887576553,149,葡萄牙,300462,2401,4577,72,22.388757655282383,9.403946300113345
72,77,挪威,挪威,267.899429816,148,挪威,36150,324,334,2,267.8994298156042,81.57468541459626
73,78,尼日利亚,尼日利亚,41.7821769131,147,尼日利亚,67838,281,1176,3,41.78217691309874,76.66049680286469
74,79,尼日尔,尼日尔,48.7049226451,146,尼日尔,1548,0,72,0,48.70492264514461,99.739093443444
75,80,尼加拉瓜,尼加拉瓜,15.025294999,144,尼加拉瓜,4671,42,161,1,15.025294999017735,10.71392260755255
76,81,尼泊尔,尼泊尔,20.2363090786,145,尼泊尔,234756,1304,1529,21,20.23630907856112,13.060309627616824
77,82,南苏丹,南苏丹,40.0229635181,143,南苏丹,3109,0,61,0,40.02296351814935,51.96847326829997
78,85,南非,南非,67.185139017,142,南非,792299,2295,21644,109,67.18513901699947,116.54854257558914
79,86,纳米比亚,纳米比亚,48.785478436,141,纳米比亚,14416,36,152,0,48.78547843601829,73.37887132917369
80,87,墨西哥,墨西哥,131.358609553,140,墨西哥,1113543,6472,105940,285,131.3586095527125,173.73554611987979
81,88,莫桑比克,莫桑比克,61.2977813756,139,莫桑比克,15770,69,131,0,61.297781375557676,63.82014500330873
82,89,摩纳哥,摩纳哥,0.852316115217,138,摩纳哥,617,8,3,0,0.8523161152170328,0.027462250009287616
83,90,摩洛哥,摩洛哥,35.6733960617,137,摩洛哥,359844,3509,5915,69,35.673396061731864,39.0925831357494
84,91,摩尔多瓦,摩尔多瓦,9.97692080398,136,摩尔多瓦,108863,1499,2323,19,9.976920803980223,3.8970990094261504
85,92,缅甸,缅甸,68.158911669,135,缅甸,90713,1227,1941,23,68.15891166902985,58.76459847928267
86,94,秘鲁,秘鲁,63.8239657232,34,秘鲁,963605,1075,35966,43,63.8239657232155,107.39829219089364
87,95,孟加拉国,孟加拉国,28.4160941704,134,孟加拉国,467225,2293,6675,31,28.416094170389727,11.668103308515434
88,96,蒙塞拉特岛,蒙塞拉特岛,0.301314572753,133,蒙塞拉特岛,13,0,1,0,0.30131457275239754,0.004275569856409628
89,97,蒙古,蒙古,79.9280784207,132,蒙古,801,10,0,0,79.92807842067936,185.73206105499986
90,98,美属维尔京群岛,美属维尔京群岛,0.660072348056,131,美属维尔京群岛,1550,6,23,0,0.6600723480559297,0.010213949793746761
91,100,美国,美国,527.358115728,130,美国,13385755,151204,266043,1235,527.3581157276379,1112.9050036308156
92,101,毛里塔尼亚,毛里塔尼亚,51.126979757,129,毛里塔尼亚,8424,0,172,0,51.12697975701829,92.62167488315926
93,102,毛里求斯,毛里求斯,1.39699387267,128,毛里求斯,505,1,10,0,1.3969938726654902,0.11273432997090928
94,103,马约特岛,马约特岛,0.594158657907,127,马约特岛,5181,0,49,0,0.5941586579074043,0.013146780036155232
95,104,马提尼克,马提尼克,1.12209006172,126,马提尼克,5486,0,40,0,1.1220900617151999,0.06328798788871559
96,231,马绍尔群岛,马绍尔群岛,22.9527684967,125,马绍尔群岛,4,0,0,0,22.952768496707257,0.24072665633726467
97,105,马里亚纳群岛,马里亚纳群岛,5.05299328121,124,马里亚纳群岛,106,0,2,0,5.0529932812067,0.09621417961534058
98,106,马里,马里,59.9414065057,123,马里,4762,74,160,8,59.941406505727436,105.49231858205978
99,107,马来西亚,马来西亚,49.8300174135,122,马来西亚,67169,1472,363,3,49.83001741353569,26.721544235033527
100,108,马拉维,马拉维,22.7176166551,121,马拉维,6028,0,185,0,22.71761665511468,7.855054864778618
101,109,马耳他,马耳他,0.635625771372,120,马耳他,9975,102,141,4,0.6356257713718652,0.022850810803200724
102,110,马尔维纳斯群岛（福克兰）,马尔维纳斯群岛（福克兰）,13.8418987767,119,马尔维纳斯群岛（福克兰）,17,0,0,0,13.84189877669277,1.413240367048662
103,111,马尔代夫,马尔代夫,4.26307277489,118,马尔代夫,13049,38,47,1,4.263072774894432,0.9783650323966299
104,112,马恩岛,马恩岛,0.971936597127,117,马恩岛,369,0,25,0,0.9719365971269702,0.04656292840229382
105,113,马达加斯加,马达加斯加,40.4199381048,116,马达加斯加,17513,172,255,4,40.419938104760654,49.63370971962616
106,114,罗马尼亚,罗马尼亚,26.454777955,115,罗马尼亚,479634,4272,11530,199,26.454777954956725,26.917526584737633
107,115,卢旺达,卢旺达,6.09644909266,114,卢旺达,5948,14,49,0,6.096449092656216,2.1025448251222034
108,116,卢森堡,卢森堡,2.22516643525,113,卢森堡,34678,140,321,9,2.225166435247802,0.33199722996221875
109,117,留尼汪,留尼汪,1.75003072924,112,留尼汪,8102,48,40,0,1.7500307292354234,0.173901524911532
110,118,列支敦士登,列支敦士登,0.553733850935,111,列支敦士登,1344,42,15,0,0.5537338509349466,0.014136864978603553
111,119,利比亚,利比亚,56.7502295604,109,利比亚,83417,608,1196,13,56.750229560444566,148.12031283507005
112,120,利比里亚,利比里亚,13.9514795451,108,利比里亚,1598,0,83,0,13.951479545146258,7.8579063602181005
113,121,立陶宛,立陶宛,13.7067362617,110,立陶宛,64621,2106,547,28,13.70673626173672,9.209607774088758
114,122,黎巴嫩,黎巴嫩,4.39685773645,107,黎巴嫩,129414,1511,1033,15,4.3968577364534935,0.9857291017588082
115,123,老挝,老挝,32.1187936772,105,老挝,39,0,0,0,32.11879367718464,18.94525851603373
116,124,莱索托,莱索托,6.67038493778,106,莱索托,2109,0,44,0,6.670384937776274,2.852629859858386
117,125,拉脱维亚,拉脱维亚,17.6744751469,104,拉脱维亚,17687,612,210,4,17.674475146876787,8.498445404999151
118,126,库拉索,库拉索,1.0267602865,103,库拉索,2379,15,4,0,1.0267602865036105,0.018749631827507413
119,127,肯尼亚,肯尼亚,32.6445320772,102,肯尼亚,84169,551,1474,5,32.64453207718531,46.05800391098552
120,128,克罗地亚,克罗地亚,27.8329378486,101,克罗地亚,131342,2900,1861,75,27.832937848644814,6.697720489730894
121,129,科威特,科威特,7.77366666116,99,科威特,142992,357,881,1,7.773666661161529,1.8230353152445502
