OBJECTID,globe_中文名,name_cn,gb_yq_20200321xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
33,赤道几内亚,赤道几内亚,40,赤道几内亚,4,0,0,0,8.117197849601027,2.4481406002445376
34,丹麦,丹麦,41,丹麦,1255,123,9,3,26.661887386371166,6.24551876266293
35,德国,德国,42,德国,18323,7324,45,25,43.899459389523734,46.496000691781006
36,东帝汶,东帝汶,43,东帝汶,1,1,0,0,6.727455188594198,1.2596039661908156
37,多哥,多哥,44,多哥,9,0,0,0,12.905585097384508,4.596587935937527
38,多米尼加,多米尼加,45,多米尼加,72,38,2,0,11.055731619200202,4.114215997556154
39,俄罗斯,俄罗斯,46,俄罗斯,253,54,0,0,1086.6226050090904,2913.4201356909866
40,厄瓜多尔,厄瓜多尔,47,厄瓜多尔,367,168,5,2,31.184868452122494,20.283979588690894
41,法国,法国,48,法国,12475,1598,450,78,65.84948177344266,66.25266750373707
42,法属圭亚那,法属圭亚那,51,法属圭亚那,15,0,0,0,12.489485824908574,7.400661348997434
43,梵蒂冈,梵蒂冈,52,梵蒂冈,1,0,0,0,0.7842750336300661,0.014991910040506387
44,菲律宾,菲律宾,53,菲律宾,230,13,18,1,104.06761462124311,23.03913329305567
45,芬兰,芬兰,55,芬兰,450,81,0,0,54.27434433195834,62.15277280808904
46,佛得角,佛得角,56,佛得角,1,1,0,0,5.28072962671278,0.10443916008448687
47,冈比亚,冈比亚,59,冈比亚,1,0,0,0,6.839600022087903,0.9524190650590083
48,刚果（布）,刚果（布）,57,刚果（布）,3,0,0,0,33.95356808269201,26.898727715137518
49,刚果（金）,刚果（金）,58,刚果（金）,14,0,0,0,76.61868841342908,190.0706197243542
50,哥伦比亚,哥伦比亚,60,哥伦比亚,145,37,0,0,61.59567021749172,92.59563807972012
51,哥斯达黎加,哥斯达黎加,61,哥斯达黎加,113,26,2,1,12.5587484329418,4.506711944937891
52,格陵兰,格陵兰,62,格陵兰,2,0,0,0,524.1608440928724,671.69119717424
53,格鲁吉亚,格鲁吉亚,63,格鲁吉亚,43,5,0,0,15.20674687353579,7.632983375562627
54,古巴,古巴,65,古巴,16,5,1,0,31.39364180663001,9.419455764334339
55,瓜德罗普,瓜德罗普,66,瓜德罗普,51,6,0,0,0.8915983816403168,0.04435794730802925
56,关岛,关岛,67,关岛,14,2,0,0,0.9921547949026102,0.057939969908538
57,圭亚那,圭亚那,68,圭亚那,5,0,1,0,23.471985101083078,16.922442814384237
58,哈萨克斯坦,哈萨克斯坦,69,哈萨克斯坦,53,7,0,0,134.03289397384557,323.84800501333945
59,海地,海地,70,海地,2,2,0,0,10.742145566003723,2.2668577654258373
60,韩国,韩国,71,韩国,8799,147,102,8,17.98289336983087,9.888493694113702
61,阿鲁巴,阿鲁巴,6,阿鲁巴,5,0,0,0,0.5011279974658756,0.005806866656265818
62,库拉索,库拉索,91,库拉索,3,0,0,0,1.0267602865036105,0.018749631827507413
63,黑山,黑山,73,黑山,14,4,0,0,5.5204601865777025,1.3685671163827444
64,洪都拉斯,洪都拉斯,74,洪都拉斯,24,12,0,0,15.959010772843044,9.467039963324687
65,吉布提,吉布提,75,吉布提,1,0,0,0,7.321132164427671,1.9696939954665187
66,吉尔吉斯斯坦,吉尔吉斯斯坦,76,吉尔吉斯斯坦,6,3,0,0,30.688005248496406,19.771808082609148
67,几内亚,几内亚,80,几内亚,2,0,0,0,26.23962135605981,21.418330695591816
68,加拿大,加拿大,77,加拿大,846,110,9,0,1539.468150466872,1671.6081244929162
69,加纳,加纳,78,加纳,16,5,0,0,20.85129287889863,20.099997197909595
70,加蓬,加蓬,79,加蓬,3,0,1,1,27.0405892544518,20.540080925034847
71,柬埔寨,柬埔寨,81,柬埔寨,51,4,0,0,18.63402528346828,15.451451733370222
72,捷克,捷克,82,捷克,904,210,0,0,15.818643910981182,9.585600844794435
73,津巴布韦,津巴布韦,83,津巴布韦,1,1,0,0,24.014565161190962,33.489217774594756
74,喀麦隆,喀麦隆,85,喀麦隆,22,7,0,0,38.62394925249105,38.73945937697286
75,卡塔尔,卡塔尔,84,卡塔尔,460,8,0,0,4.7873525990949535,1.1415420848891193
76,开曼群岛,开曼群岛,86,开曼群岛,3,0,1,0,0.7550701551738679,0.018478842263955558
77,科特迪瓦,科特迪瓦,87,科特迪瓦,9,0,0,0,27.200269676136642,26.51686093435276
78,科威特,科威特,88,科威特,159,11,0,0,7.773666661161529,1.8230353152445502
79,克罗地亚,克罗地亚,89,克罗地亚,126,45,1,1,27.832937848644814,6.697720489730894
80,肯尼亚,肯尼亚,90,肯尼亚,7,0,0,0,32.64453207718531,46.05800391098552
81,拉脱维亚,拉脱维亚,92,拉脱维亚,111,25,0,0,17.674475146876787,8.498445404999151
82,黎巴嫩,黎巴嫩,93,黎巴嫩,163,14,4,0,4.3968577364534935,0.9857291017588082
83,立陶宛,立陶宛,95,立陶宛,69,33,1,1,13.70673626173672,9.209607774088758
84,利比里亚,利比里亚,94,利比里亚,2,0,0,0,13.951479545146258,7.8579063602181005
85,列支敦士登,列支敦士登,96,列支敦士登,34,9,0,0,0.5537338509349466,0.014136864978603553
86,留尼汪,留尼汪,97,留尼汪,28,13,0,0,1.7500307292354234,0.173901524911532
87,卢森堡,卢森堡,98,卢森堡,484,139,5,1,2.225166435247802,0.33199722996221875
88,卢旺达,卢旺达,99,卢旺达,11,0,0,0,6.096449092656216,2.1025448251222034
89,罗马尼亚,罗马尼亚,100,罗马尼亚,308,48,0,0,26.454777954956725,26.917526584737633
90,马来西亚,马来西亚,104,马来西亚,1030,130,3,1,49.83001741353569,26.721544235033527
91,北马其顿,北马其顿,27,北马其顿,70,22,0,0,7.2354519205800685,3.017952795752632
92,毛里求斯,毛里求斯,107,毛里求斯,12,5,0,0,1.3969938726654902,0.11273432997090928
93,毛里塔尼亚,毛里塔尼亚,108,毛里塔尼亚,2,0,0,0,51.12697975701829,92.62167488315926
94,美国,美国,109,美国,15219,4777,201,51,527.3581157276379,1112.9050036308156
95,蒙古,蒙古,111,蒙古,6,0,0,0,79.92807842067936,185.73206105499986
96,孟加拉国,孟加拉国,113,孟加拉国,17,0,1,0,28.416094170389727,11.668103308515434
97,秘鲁,秘鲁,32,秘鲁,234,0,2,2,63.8239657232155,107.39829219089364
98,摩尔多瓦,摩尔多瓦,114,摩尔多瓦,66,17,1,1,9.976920803980223,3.8970990094261504
99,摩洛哥,摩洛哥,115,摩洛哥,74,13,3,1,35.673396061731864,39.0925831357494
100,摩纳哥,摩纳哥,116,摩纳哥,12,3,0,0,0.8523161152170328,0.027462250009287616
101,墨西哥,墨西哥,117,墨西哥,164,46,1,0,131.3586095527125,173.73554611987979
102,纳米比亚,纳米比亚,118,纳米比亚,3,0,0,0,48.78547843601829,73.37887132917369
103,南非,南非,119,南非,205,55,0,0,67.18513901699947,116.54854257558914
104,尼泊尔,尼泊尔,121,尼泊尔,1,0,0,0,20.23630907856112,13.060309627616824
105,尼加拉瓜,尼加拉瓜,120,尼加拉瓜,1,0,0,0,15.025294999017735,10.71392260755255
106,尼日尔,尼日尔,122,尼日尔,1,0,0,0,48.70492264514461,99.739093443444
107,尼日利亚,尼日利亚,123,尼日利亚,12,0,0,0,41.78217691309874,76.66049680286469
108,挪威,挪威,124,挪威,1742,190,7,1,267.8994298156042,81.57468541459626
109,葡萄牙,葡萄牙,125,葡萄牙,1020,235,6,3,22.388757655282383,9.403946300113345
110,日本,日本,127,日本,996,46,35,2,104.78979920248702,38.62456043847649
111,瑞典,瑞典,128,瑞典,1623,200,16,13,64.62631871977895,77.22779649392618
112,瑞士,瑞士,129,瑞士,4840,977,43,10,11.567842828022984,5.104879920475219
113,萨尔瓦多,萨尔瓦多,130,萨尔瓦多,1,0,0,0,5.9035525389313515,1.8024637233044065
114,塞尔维亚,塞尔维亚,131,塞尔维亚,135,12,1,1,16.158105261964824,9.776125219837315
115,塞内加尔,塞内加尔,132,塞内加尔,38,0,0,0,24.687196205215827,15.868518139954155
116,塞浦路斯,塞浦路斯,133,塞浦路斯,67,9,0,0,5.7045463820209115,0.9150667581822769
117,沙特阿拉伯,沙特阿拉伯,135,沙特阿拉伯,274,36,0,0,65.94437383515957,175.59795618430664
118,圣马力诺,圣马力诺,139,圣马力诺,151,25,14,0,1.1315150601924215,0.05342853514833507
119,斯里兰卡,斯里兰卡,141,斯里兰卡,59,0,0,0,10.823566818714909,5.654757879000185
120,斯洛伐克,斯洛伐克,142,斯洛伐克,137,14,0,0,12.817386388913786,6.015673484608724
121,斯洛文尼亚,斯洛文尼亚,143,斯洛文尼亚,341,22,1,0,8.241584103350847,2.260139332641655
122,斯威士兰,斯威士兰,144,斯威士兰,1,0,0,0,4.598394421340223,1.3598776196135145
123,苏丹,苏丹,145,苏丹,1,0,1,0,63.35097060783581,158.0466263581876
124,苏里南,苏里南,146,苏里南,2,1,0,0,14.84675909558034,11.428348254921412
125,索马里,索马里,147,索马里,1,0,0,0,48.13409307429269,51.98141783234195
126,泰国,泰国,148,泰国,322,0,1,0,57.346016213812554,43.62243168362355
127,坦桑尼亚,坦桑尼亚,149,坦桑尼亚,6,0,0,0,42.077890030347234,78.86090528003723
128,特立尼达和多巴哥,特立尼达和多巴哥,150,特立尼达和多巴哥,9,0,0,0,3.680629586951003,0.4137188520633441
129,突尼斯,突尼斯,151,突尼斯,54,15,1,1,22.458696037337344,15.988278012532524
130,土耳其,土耳其,152,土耳其,670,479,9,7,67.63347978872251,82.29688605646851
131,危地马拉,危地马拉,153,危地马拉,12,3,1,0,15.355510089228543,9.31605558714351
132,委内瑞拉,委内瑞拉,154,委内瑞拉,36,0,0,0,58.55556373422501,75.57584372702944
133,文莱,文莱,155,文莱,78,5,0,0,4.61752042414165,0.4896262132202988
134,乌克兰,乌克兰,156,乌克兰,26,10,3,1,63.05817999968692,73.69212728191064
135,乌拉圭,乌拉圭,157,乌拉圭,94,15,0,0,16.941747967566673,17.708958502391088
136,乌兹别克斯坦,乌兹别克斯坦,158,乌兹别克斯坦,33,12,0,0,60.5666233837278,45.83407503762229
137,西班牙,西班牙,159,西班牙,19980,2833,1002,235,55.118841175901764,54.280343511511816
138,希腊,希腊,160,希腊,495,77,8,3,58.47034243451138,12.923495647177484
139,新加坡,新加坡,161,新加坡,385,40,0,0,1.9553307336349242,0.2523737098666097
140,新喀里多尼亚,新喀里多尼亚,162,新喀里多尼亚,2,0,0,0,0.3153846941739794,0.0043535203997104345
141,新西兰,新西兰,163,新西兰,53,14,0,0,58.304165366366284,29.63120638720386
142,匈牙利,匈牙利,164,匈牙利,85,12,4,3,17.81727862828512,10.96767898880457
143,牙买加,牙买加,165,牙买加,16,1,1,0,4.827981222792307,0.8247678758169106
144,亚美尼亚,亚美尼亚,166,亚美尼亚,136,14,0,0,9.904000073855808,3.665524679494105
145,伊拉克,伊拉克,167,伊拉克,193,16,14,2,30.660664906794203,41.78992464134522
146,伊朗,伊朗,168,伊朗,19644,1237,1433,149,68.40164742880594,155.27545671985794
147,以色列,以色列,169,以色列,712,183,1,1,8.297262355484245,2.635821759653155
148,意大利,意大利,170,意大利,47021,5986,4032,625,62.44360010363238,33.478741916560494
149,印度,印度,171,印度,195,0,4,0,131.09065847419012,259.72588140084724
150,印度尼西亚,印度尼西亚,172,印度尼西亚,369,60,32,7,332.89793967106874,150.2324304884168
151,英国,英国,173,英国,3983,706,177,33,80.6012340838105,32.931884776853764
152,约旦,约旦,174,约旦,69,13,0,0,16.44573457072095,8.174769097572026
153,越南,越南,175,越南,91,6,0,0,51.129595842029055,28.049825586585218
154,赞比亚,赞比亚,176,赞比亚,2,0,0,0,44.99223003303926,63.45705186734683
155,乍得,乍得,178,乍得,1,0,0,0,50.18828397262675,107.57261660981044
156,智利,智利,180,智利,434,92,0,0,206.21721206455453,76.94303951148807
157,中非,中非,181,中非,1,0,0,0,39.123866083048675,51.868558185838594
158,中国,中国,182,中国,81498,82,3267,6,260.04206422474147,965.6285542020123
159,其他,其他,126,其他,712,0,7,0,0.4374878337223012,0.011018707453039386
160,被占巴勒斯坦领土,被占巴勒斯坦领土,28,被占巴勒斯坦领土,48,1,0,0,2.9335410717863564,0.16990022406385694
161,波黑,波黑,35,波黑,44,0,0,0,8.895300903470677,3.9014952814945154
162,圣马丁,圣马丁,138,圣马丁,5,0,0,0,0.15159164717977763,0.0008890849768216117
163,直布罗陀,直布罗陀,179,直布罗陀,10,0,0,0,0.013883779104465492,6.97538032364115e-06
164,圣巴托洛缪岛,圣巴托洛缪岛,136,圣巴托洛缪岛,3,0,0,0,0.026108061968111107,2.9894487100654525e-05
165,马提尼克,马提尼克,105,马提尼克,32,0,0,0,1.1220900627897885,0.06328798803366831
166,法罗群岛,法罗群岛,49,法罗群岛,80,8,0,0,0.6757866154412179,0.019108692039151057
167,马耳他,马耳他,103,马耳他,64,11,0,0,0.6356257724797016,0.02285081089681814
168,马尔代夫,马尔代夫,102,马尔代夫,13,0,0,0,4.263072774911731,0.9783650324045342
169,根西,根西,64,根西,1,0,0,0,0.40007693778177467,0.006160076129954475
170,法属波利尼西亚,法属波利尼西亚,50,法属波利尼西亚,11,0,0,0,1.2676477383094853,0.08405644534004428
171,泽西岛,泽西岛,177,泽西岛,12,7,0,0,0.46804568234372024,0.01029321544508937
172,圣文森特和格林纳丁斯,圣文森特和格林纳丁斯,140,圣文森特和格林纳丁斯,1,0,0,0,0.529268597618696,0.013676869394688674
173,安提瓜和巴布达,安提瓜和巴布达,14,安提瓜和巴布达,1,0,0,0,0.5246293974916661,0.016659382357320156
174,马约特岛,马约特岛,106,马约特岛,4,0,0,0,0.5941586590987837,0.013146780122935929
175,美属维尔京群岛,美属维尔京群岛,110,美属维尔京群岛,3,0,0,0,0.660072348421674,0.010213949759593633
176,圣卢西亚,圣卢西亚,137,圣卢西亚,2,0,0,0,0.7709442288375159,0.028303511556656634
177,塞舌尔,塞舌尔,134,塞舌尔,6,0,0,0,0.4740355432504909,0.008996655303766232
178,荷兰,荷兰,72,荷兰,2994,534,106,30,16.128406649809563,4.0342437462577285
179,蒙塞拉特岛,蒙塞拉特岛,112,蒙塞拉特岛,1,0,0,0,0.3013145722660937,0.00427556984376005
