OBJECTID,name_cn,globe_中文名,gb_yq_20200513xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
1,中国,中国,214,中国,84464,6,4644,0,260.0420642247383,965.6285542020121
2,中非,中非,213,中非,179,0,0,0,39.123866083047595,51.868558185838914
3,智利,智利,212,智利,31721,1658,335,12,206.21721206455481,76.94303951148804
4,直布罗陀,直布罗陀,211,直布罗陀,147,1,0,0,0.013883779737298728,6.9753811538143086e-06
5,乍得,乍得,210,乍得,357,35,40,9,50.18828397262692,107.57261660981025
6,泽西岛,泽西岛,209,泽西岛,294,0,25,0,0.4680456816075591,0.010293215375997679
7,赞比亚,赞比亚,208,赞比亚,441,174,7,0,44.99223003303979,63.45705186734672
8,越南,越南,207,越南,288,0,0,0,51.12959584202981,28.049825586585435
9,约旦,约旦,206,约旦,576,14,9,0,16.44573457072088,8.174769097572032
10,英国,英国,205,英国,226467,3403,32692,627,79.9903954045675,32.91943771178979
11,印度尼西亚,印度尼西亚,204,印度尼西亚,14749,484,1007,16,332.8979396710687,150.2324304884161
12,印度,印度,203,印度,74281,3525,2415,122,131.09065847419114,259.7258814008479
13,意大利,意大利,202,意大利,221216,1402,30911,172,62.443600103632996,33.47874191656079
14,以色列,以色列,201,以色列,16539,13,262,4,8.297262355484367,2.635821759653274
15,伊朗,伊朗,200,伊朗,110767,1481,6733,48,68.40164742880606,155.2754567198577
16,伊拉克,伊拉克,199,伊拉克,2913,95,112,2,30.660664906794505,41.789924641345294
17,也门,也门,198,也门,67,9,11,1,33.50044179970079,35.87496522122228
18,亚美尼亚,亚美尼亚,197,亚美尼亚,3718,180,48,1,9.904000073855858,3.665524679494062
19,牙买加,牙买加,196,牙买加,505,3,9,0,4.827981222792327,0.8247678758169521
20,叙利亚,叙利亚,195,叙利亚,47,0,3,0,20.62861988935827,18.55530574102352
21,匈牙利,匈牙利,194,匈牙利,3341,28,430,5,17.817278628285067,10.967678988804597
22,新西兰,新西兰,193,新西兰,1147,0,21,0,58.304165366366014,29.631206387203225
23,新喀里多尼亚,新喀里多尼亚,192,新喀里多尼亚,18,0,0,0,0.31538469417421466,0.004353520399718735
24,新加坡,新加坡,191,新加坡,24671,849,21,0,1.9553307336349741,0.25237370986662855
25,希腊,希腊,190,希腊,2744,18,152,1,58.47034243451079,12.92349564717751
26,西班牙,西班牙,189,西班牙,228030,594,26920,176,55.11884117590186,54.28034351151165
27,乌兹别克斯坦,乌兹别克斯坦,188,乌兹别克斯坦,2598,89,10,0,60.566623383728384,45.83407503762211
28,乌拉圭,乌拉圭,187,乌拉圭,711,4,19,0,16.94174796756671,17.708958502391425
29,乌克兰,乌克兰,186,乌克兰,16425,402,439,14,63.05817999968566,73.69212728191071
30,乌干达,乌干达,185,乌干达,126,4,0,0,19.66101289474454,18.979199764248666
31,文莱,文莱,184,文莱,141,0,1,0,4.61752042414142,0.4896262132202135
32,委内瑞拉,委内瑞拉,183,委内瑞拉,422,8,10,0,58.555563734225444,75.57584372702979
33,维尔京群岛,维尔京群岛,182,维尔京群岛,7,0,1,0,1.388531531582004,0.020042683177033064
34,危地马拉,危地马拉,181,危地马拉,1114,62,26,0,15.355510089228881,9.316055587143682
35,土耳其,土耳其,180,土耳其,141475,1704,3894,53,67.6334797887219,82.29688605646889
36,突尼斯,突尼斯,179,突尼斯,1032,0,45,0,22.45869603733724,15.988278012532687
37,特立尼达和多巴哥,特立尼达和多巴哥,178,特立尼达和多巴哥,116,0,8,0,3.6806295869510457,0.41371885206333986
38,特克斯和凯科斯群岛,特克斯和凯科斯群岛,177,特克斯和凯科斯群岛,12,0,1,0,0.16907941240067453,0.0007785022642430304
39,坦桑尼亚,坦桑尼亚,176,坦桑尼亚,509,0,21,0,42.0778900303477,78.86090528003739
40,泰国,泰国,175,泰国,3017,0,56,0,57.34601621381301,43.622431683623525
41,塔吉克斯坦,塔吉克斯坦,174,塔吉克斯坦,729,68,23,2,28.046557374770885,14.287187520531072
42,索马里,索马里,173,索马里,1170,81,52,0,48.134093074293155,51.981417832342586
43,苏里南,苏里南,172,苏里南,10,0,1,0,14.846759095580548,11.428348254921477
44,苏丹,苏丹,171,苏丹,1660,134,80,6,63.35097060783615,158.0466263581875
45,斯威士兰,斯威士兰,170,斯威士兰,184,9,2,0,4.598394421340182,1.359877619613463
46,斯洛文尼亚,斯洛文尼亚,169,斯洛文尼亚,1461,1,102,0,8.241584103351055,2.260139332641656
47,斯洛伐克,斯洛伐克,168,斯洛伐克,1465,8,27,1,12.817386388913626,6.015673484608492
48,斯里兰卡,斯里兰卡,167,斯里兰卡,889,20,9,0,10.823566818714717,5.6547578790002735
49,圣文森特和格林纳丁斯,圣文森特和格林纳丁斯,166,圣文森特和格林纳丁斯,17,0,0,0,0.5292685976111337,0.013676869382207524
50,圣皮埃尔和密克隆,圣皮埃尔和密克隆,165,圣皮埃尔和密克隆,1,0,0,0,0.6753316023788365,0.011671034933068479
51,圣马力诺,圣马力诺,164,圣马力诺,647,0,41,0,1.1315150601924537,0.053428535148338854
52,圣马丁,圣马丁,163,圣马丁,116,0,18,0,0.15159164744217332,0.0008890849820801385
53,圣卢西亚,圣卢西亚,162,圣卢西亚,18,0,0,0,0.7709442296969025,0.028303511668235432
54,圣基茨和尼维斯,圣基茨和尼维斯,161,圣基茨和尼维斯,15,0,0,0,0.7962820065435684,0.016710142022505477
55,圣多美和普林西比,圣多美和普林西比,160,圣多美和普林西比,165,0,4,0,0.6010461132765064,0.021451675002792155
56,圣巴托洛缪岛,圣巴托洛缪岛,159,圣巴托洛缪岛,6,0,0,0,0.026108062410553995,2.9894488641715255e-05
57,沙特阿拉伯,沙特阿拉伯,158,沙特阿拉伯,42925,1911,264,9,65.94437383515975,175.59795618430638
58,塞舌尔,塞舌尔,157,塞舌尔,11,0,0,0,0.474035543369871,0.008996655297809459
59,塞浦路斯,塞浦路斯,156,塞浦路斯,903,2,23,1,5.704546382021097,0.9150667581823533
60,塞内加尔,塞内加尔,155,塞内加尔,1995,109,19,0,24.687196205215947,15.868518139954286
61,塞拉利昂,塞拉利昂,154,塞拉利昂,338,0,20,1,12.60435773370677,5.919323523956352
62,塞尔维亚,塞尔维亚,153,塞尔维亚,10243,67,220,2,16.158105261963865,9.776125219837244
63,萨尔瓦多,萨尔瓦多,152,萨尔瓦多,998,40,18,1,5.903552538931276,1.8024637233042697
64,瑞士,瑞士,151,瑞士,30297,36,1560,18,11.567842828022886,5.104879920475372
65,瑞典,瑞典,150,瑞典,27272,602,3313,57,64.62631871977871,77.22779649392695
66,日本,日本,149,日本,16024,150,668,25,104.78979920248611,38.6245604384768
67,其他,其他,148,其他,712,0,13,0,0.4374878335246604,0.011018707466873966
68,葡萄牙,葡萄牙,147,葡萄牙,27913,234,1163,19,22.388757655282816,9.403946300113338
69,挪威,挪威,146,挪威,8135,29,228,4,267.8994298156009,81.5746854145941
70,尼日利亚,尼日利亚,145,尼日利亚,4787,146,158,8,41.78217691309813,76.66049680286514
71,尼日尔,尼日尔,144,尼日尔,854,22,47,1,48.70492264514408,99.73909344344415
72,尼加拉瓜,尼加拉瓜,142,尼加拉瓜,16,0,5,0,15.02529499901808,10.713922607552801
73,尼泊尔,尼泊尔,143,尼泊尔,217,26,0,0,20.23630907856142,13.060309627617007
74,南苏丹,南苏丹,141,南苏丹,174,0,0,0,40.022963518148636,51.96847326829974
75,南非,南非,140,南非,11350,698,206,0,67.18513901699886,116.54854257558902
76,纳米比亚,纳米比亚,139,纳米比亚,16,0,0,0,48.785478436018494,73.37887132917362
77,墨西哥,墨西哥,138,墨西哥,36327,1305,3573,108,131.358609552713,173.73554611987944
78,莫桑比克,莫桑比克,137,莫桑比克,104,1,0,0,61.29778137555783,63.82014500330906
79,摩纳哥,摩纳哥,136,摩纳哥,96,0,1,0,0.8523161152170411,0.02746225000931171
80,摩洛哥,摩洛哥,135,摩洛哥,6418,58,188,0,35.6733960617318,39.09258313574913
81,摩尔多瓦,摩尔多瓦,134,摩尔多瓦,5154,159,182,3,9.976920803980313,3.8970990094260927
82,缅甸,缅甸,133,缅甸,180,0,6,0,68.15891166902856,58.76459847928221
83,秘鲁,秘鲁,34,秘鲁,68822,1515,1961,72,63.82396572321608,107.39829219089371
84,孟加拉国,孟加拉国,132,孟加拉国,16660,969,250,11,28.41609417039054,11.66810330851551
85,蒙塞拉特岛,蒙塞拉特岛,131,蒙塞拉特岛,11,0,1,0,0.3013145727525658,0.004275569856415917
86,蒙古,蒙古,130,蒙古,42,0,0,0,79.9280784206789,185.73206105499946
87,美属维尔京群岛,美属维尔京群岛,129,美属维尔京群岛,69,0,5,0,0.6600723480560536,0.010213949793748518
88,美国,美国,128,美国,1322054,23767,79634,982,527.3581157276383,1112.9050036308156
89,毛里塔尼亚,毛里塔尼亚,127,毛里塔尼亚,8,0,1,0,51.12697975701862,92.621674883159
90,毛里求斯,毛里求斯,126,毛里求斯,332,0,10,0,1.3969938726654658,0.11273432997091014
91,马约特岛,马约特岛,125,马约特岛,1095,34,12,0,0.5941586579074284,0.01314678003616037
92,马提尼克,马提尼克,124,马提尼克,187,0,14,0,1.122090061715181,0.06328798788871343
93,马里亚纳群岛,马里亚纳群岛,123,马里亚纳群岛,19,0,2,0,5.052993281206864,0.09621417961534802
94,马里,马里,122,马里,730,18,40,1,59.941406505727656,105.49231858205916
95,马来西亚,马来西亚,121,马来西亚,6742,16,109,0,49.83001741353516,26.72154423503361
96,马拉维,马拉维,120,马拉维,58,1,3,0,22.71761665511548,7.855054864778357
97,马耳他,马耳他,119,马耳他,503,0,5,0,0.6356257713717046,0.022850810803181534
98,马尔维纳斯群岛（福克兰）,马尔维纳斯群岛（福克兰）,118,马尔维纳斯群岛（福克兰）,13,0,0,0,13.841898776692645,1.4132403670486962
99,马尔代夫,马尔代夫,117,马尔代夫,904,7,3,0,4.263072774894659,0.9783650323967109
100,马恩岛,马恩岛,116,马恩岛,330,0,23,0,0.9719365971267176,0.04656292840224973
101,马达加斯加,马达加斯加,115,马达加斯加,192,6,0,0,40.4199381047602,49.633709719626076
102,罗马尼亚,罗马尼亚,114,罗马尼亚,15778,190,1002,30,26.4547779549565,26.91752658473789
103,卢旺达,卢旺达,113,卢旺达,286,1,0,0,6.096449092656217,2.102544825122178
104,卢森堡,卢森堡,112,卢森堡,3894,6,102,1,2.225166435247727,0.3319972299621789
