OBJECTID,globe_OBJECTID,name_cn,globe_中文名,globe_Shape_Leng,gb_yq_20220103xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
1,1,中国,中国,260.042064225,225,中国,132692,213,5699,0,260.04206422474147,965.6285542020123
2,2,中非,中非,39.123866083,224,中非,12163,0,101,0,39.123866083048675,51.868558185838594
3,3,智利,智利,206.217212065,223,智利,1810302,1904,39162,22,206.21721206455453,76.94303951148807
4,4,直布罗陀,直布罗陀,0.0138837797373,222,直布罗陀,8821,27,100,0,0.013883779737236826,6.97538115385218e-06
5,5,乍得,乍得,50.1882839726,221,乍得,6185,0,184,0,50.18828397262675,107.57261660981044
6,6,泽西岛,泽西岛,0.468045681608,220,泽西岛,19422,0,89,0,0.46804568160716375,0.010293215375969375
7,7,赞比亚,赞比亚,44.992230033,219,赞比亚,259677,1729,3743,3,44.99223003303926,63.45705186734683
8,8,越南,越南,51.129595842,218,越南,1763040,16948,32831,221,51.129595842029055,28.049825586585218
9,9,约旦,约旦,16.4457345707,217,约旦,1065571,1294,12710,26,16.44573457072095,8.174769097572026
10,10,英国,英国,79.9903954046,216,英国,13265061,148962,148851,73,79.99039540456778,32.91943771179002
11,11,印度尼西亚,印度尼西亚,332.897939671,215,印度尼西亚,4263433,265,144102,5,332.89793967106874,150.2324304884168
12,12,印度,印度,131.090658474,214,印度,34922882,33750,481893,123,131.09065847419012,259.72588140084724
13,13,意大利,意大利,62.4436001036,213,意大利,6328076,61137,137646,133,62.44360010363238,33.478741916560494
14,14,以色列,以色列,8.29726235548,212,以色列,1397375,6597,8245,0,8.297262355484154,2.635821759653052
15,15,伊朗,伊朗,68.4016474288,211,伊朗,6196913,1510,131680,41,68.40164742880594,155.27545671985794
16,16,伊拉克,伊拉克,30.6606649068,210,伊拉克,2094097,206,24167,4,30.660664906794203,41.78992464134522
17,17,也门,也门,33.5004417997,209,也门,10130,3,1984,0,33.50044179970094,35.874965221221984
18,18,亚美尼亚,亚美尼亚,9.90400007386,208,亚美尼亚,345036,29,7983,6,9.904000073855808,3.665524679494105
19,19,牙买加,牙买加,4.82798122279,207,牙买加,95177,528,2476,0,4.827981222792307,0.8247678758169106
20,20,叙利亚,叙利亚,20.6286198894,206,叙利亚,50337,27,2905,4,20.628619889358337,18.555305741023673
21,21,匈牙利,匈牙利,17.8172786283,205,匈牙利,1262280,5865,39434,248,17.81727862828512,10.96767898880457
22,22,新西兰,新西兰,58.3041653664,204,新西兰,13932,49,51,0,58.304165366366284,29.63120638720386
