OBJECTID,globe_中文名,name_cn,gb_yq_20200312xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
1,阿尔巴尼亚,阿尔巴尼亚,1,阿尔巴尼亚,10,0,0,0,7.973839727970497,2.9615437393915847
2,阿尔及利亚,阿尔及利亚,2,阿尔及利亚,25,5,1,1,68.11289203523224,213.6824817901263
3,阿富汗,阿富汗,3,阿富汗,7,3,0,0,46.10315447724969,61.25874997452199
4,阿根廷,阿根廷,4,阿根廷,19,2,1,0,124.43384391102639,278.07097318538524
5,阿联酋,阿联酋,5,阿联酋,74,0,0,0,15.781914584221616,7.623950770634311
6,阿曼,阿曼,6,阿曼,18,0,0,0,30.60536529088686,26.863630254245184
7,阿塞拜疆,阿塞拜疆,7,阿塞拜疆,9,0,0,0,20.694081153422545,8.877991750422158
8,埃及,埃及,8,埃及,67,8,1,0,46.51183683093997,88.79406872386022
9,爱尔兰,爱尔兰,9,爱尔兰,43,9,1,1,25.60628985993701,9.67974515082728
10,爱沙尼亚,爱沙尼亚,10,爱沙尼亚,13,0,0,0,19.427155810421777,6.571056220254507
11,安道尔,安道尔,11,安道尔,1,0,0,0,1.148365581641772,0.048186015059485804
12,奥地利,奥地利,12,奥地利,302,120,0,0,19.785455433542936,9.894883715319143
13,澳大利亚,澳大利亚,13,澳大利亚,122,10,3,0,218.54706975542805,697.4668706949112
14,巴基斯坦,巴基斯坦,14,巴基斯坦,19,3,0,0,71.22729220349414,74.32325893852614
15,巴拉圭,巴拉圭,15,巴拉圭,5,0,0,0,29.507348534862906,35.36356063685132
16,巴林,巴林,16,巴林,189,79,0,0,0.7772869774829815,0.017878320008286028
17,巴拿马,巴拿马,17,巴拿马,10,2,1,0,21.354909305120373,6.231212989740699
18,巴西,巴西,18,巴西,52,18,0,0,203.68408592836326,713.6777002155402
19,白俄罗斯,白俄罗斯,19,白俄罗斯,12,3,0,0,26.620256515886354,29.22619005212672
20,保加利亚,保加利亚,22,保加利亚,7,1,1,1,18.486250579841048,12.036351750300607
21,比利时,比利时,23,比利时,314,47,0,0,9.590603160642818,3.8561271050731585
22,冰岛,冰岛,25,冰岛,61,0,0,0,44.847522370830106,19.530864421033492
23,波兰,波兰,27,波兰,44,22,0,0,29.423172375593367,41.04475511016577
24,玻利维亚,玻利维亚,28,玻利维亚,2,0,0,0,49.648701517101635,90.23410133435924
25,不丹,不丹,29,不丹,1,0,0,0,8.209429426612896,3.265604484775075
26,布基纳法索,布基纳法索,30,布基纳法索,2,0,0,0,24.998218258751336,22.92749673022636
27,丹麦,丹麦,31,丹麦,615,353,0,0,26.661887386371166,6.24551876266293
28,德国,德国,32,德国,1567,271,3,1,43.899459389523734,46.496000691781006
29,多哥,多哥,33,多哥,1,0,0,0,12.905585097384508,4.596587935937527
30,多米尼加,多米尼加,34,多米尼加,5,0,0,0,11.055731619200202,4.114215997556154
31,俄罗斯,俄罗斯,35,俄罗斯,20,13,0,0,1086.6226050090904,2913.4201356909866
32,厄瓜多尔,厄瓜多尔,36,厄瓜多尔,17,2,0,0,31.184868452122494,20.283979588690894
33,法国,法国,37,法国,2269,495,48,15,65.84948177344266,66.25266750373707
34,法属圭亚那,法属圭亚那,40,法属圭亚那,5,0,0,0,12.489485824908574,7.400661348997434
35,梵蒂冈,梵蒂冈,41,梵蒂冈,1,0,0,0,0.7842750336300661,0.014991910040506387
36,菲律宾,菲律宾,42,菲律宾,52,3,2,1,104.06761462124311,23.03913329305567
37,芬兰,芬兰,43,芬兰,40,0,0,0,54.27434433195834,62.15277280808904
38,刚果（金）,刚果（金）,44,刚果（金）,1,0,0,0,76.61868841342908,190.0706197243542
39,哥伦比亚,哥伦比亚,45,哥伦比亚,9,6,0,0,61.59567021749172,92.59563807972012
40,哥斯达黎加,哥斯达黎加,46,哥斯达黎加,13,0,0,0,12.5587484329418,4.506711944937891
41,格鲁吉亚,格鲁吉亚,47,格鲁吉亚,23,0,0,0,15.20674687353579,7.632983375562627
42,韩国,韩国,49,韩国,7869,114,66,6,17.98289336983087,9.888493694113702
43,荷兰,荷兰,50,荷兰,503,121,5,1,18.333355500570594,4.0540087645325915
44,洪都拉斯,洪都拉斯,51,洪都拉斯,2,2,0,0,15.959010772843044,9.467039963324687
45,加拿大,加拿大,52,加拿大,93,0,1,0,1539.468150466872,1671.6081244929162
46,柬埔寨,柬埔寨,53,柬埔寨,3,0,0,0,18.63402528346828,15.451451733370222
47,捷克,捷克,54,捷克,94,33,0,0,15.818643910981182,9.585600844794435
48,喀麦隆,喀麦隆,56,喀麦隆,2,0,0,0,38.62394925249105,38.73945937697286
49,卡塔尔,卡塔尔,55,卡塔尔,262,238,0,0,4.7873525990949535,1.1415420848891193
50,科特迪瓦,科特迪瓦,57,科特迪瓦,1,1,0,0,27.200269676136642,26.51686093435276
51,科威特,科威特,58,科威特,80,11,0,0,7.773666661161529,1.8230353152445502
52,克罗地亚,克罗地亚,59,克罗地亚,16,0,0,0,27.832937848644814,6.697720489730894
53,拉脱维亚,拉脱维亚,60,拉脱维亚,16,8,0,0,17.674475146876787,8.498445404999151
54,黎巴嫩,黎巴嫩,61,黎巴嫩,66,25,3,2,4.3968577364534935,0.9857291017588082
55,立陶宛,立陶宛,62,立陶宛,3,2,0,0,13.70673626173672,9.209607774088758
56,列支敦士登,列支敦士登,63,列支敦士登,1,0,0,0,0.5537338509349466,0.014136864978603553
57,卢森堡,卢森堡,64,卢森堡,17,12,0,0,2.225166435247802,0.33199722996221875
58,罗马尼亚,罗马尼亚,65,罗马尼亚,48,23,0,0,26.454777954956725,26.917526584737633
59,马来西亚,马来西亚,68,马来西亚,129,0,0,0,49.83001741353569,26.721544235033527
60,北马其顿,北马其顿,20,北马其顿,7,0,0,0,7.2354519205800685,3.017952795752632
61,美国,美国,70,美国,987,291,29,4,527.3581157276379,1112.9050036308156
62,蒙古,蒙古,71,蒙古,1,0,0,0,79.92807842067936,185.73206105499986
63,孟加拉国,孟加拉国,72,孟加拉国,3,0,0,0,28.416094170389727,11.668103308515434
64,秘鲁,秘鲁,24,秘鲁,17,6,0,0,63.8239657232155,107.39829219089364
65,摩尔多瓦,摩尔多瓦,73,摩尔多瓦,4,1,0,0,9.976920803980223,3.8970990094261504
66,摩洛哥,摩洛哥,74,摩洛哥,5,2,1,0,35.673396061731864,39.0925831357494
67,摩纳哥,摩纳哥,75,摩纳哥,1,0,0,0,0.8523161152170328,0.027462250009287616
68,墨西哥,墨西哥,76,墨西哥,11,4,0,0,131.3586095527125,173.73554611987979
69,南非,南非,77,南非,13,6,0,0,67.18513901699947,116.54854257558914
70,尼泊尔,尼泊尔,78,尼泊尔,1,0,0,0,20.23630907856112,13.060309627616824
71,尼日利亚,尼日利亚,79,尼日利亚,2,0,0,0,41.78217691309874,76.66049680286469
72,挪威,挪威,80,挪威,277,0,0,0,267.8994298156042,81.57468541459626
73,葡萄牙,葡萄牙,81,葡萄牙,41,0,0,0,22.388757655282383,9.403946300113345
74,日本,日本,83,日本,620,52,15,3,104.78979920248702,38.62456043847649
75,瑞典,瑞典,84,瑞典,461,135,0,0,64.62631871977895,77.22779649392618
76,瑞士,瑞士,85,瑞士,645,154,4,1,11.567842828022984,5.104879920475219
77,塞尔维亚,塞尔维亚,86,塞尔维亚,19,7,0,0,16.158105261964824,9.776125219837315
78,塞内加尔,塞内加尔,87,塞内加尔,4,0,0,0,24.687196205215827,15.868518139954155
79,塞浦路斯,塞浦路斯,88,塞浦路斯,6,4,0,0,5.7045463820209115,0.9150667581822769
80,沙特阿拉伯,沙特阿拉伯,89,沙特阿拉伯,21,1,0,0,65.94437383515957,175.59795618430664
81,圣马力诺,圣马力诺,92,圣马力诺,63,0,2,0,1.1315150601924215,0.05342853514833507
82,斯里兰卡,斯里兰卡,93,斯里兰卡,2,1,0,0,10.823566818714909,5.654757879000185
83,斯洛伐克,斯洛伐克,94,斯洛伐克,10,3,0,0,12.817386388913786,6.015673484608724
84,斯洛文尼亚,斯洛文尼亚,95,斯洛文尼亚,57,26,0,0,8.241584103350847,2.260139332641655
85,泰国,泰国,96,泰国,70,11,1,0,57.346016213812554,43.62243168362355
86,突尼斯,突尼斯,97,突尼斯,6,0,0,0,22.458696037337344,15.988278012532524
87,土耳其,土耳其,98,土耳其,1,1,0,0,67.63347978872251,82.29688605646851
88,文莱,文莱,99,文莱,12,11,0,0,4.61752042414165,0.4896262132202988
89,乌克兰,乌克兰,100,乌克兰,1,0,0,0,63.05817999968692,73.69212728191064
90,西班牙,西班牙,101,西班牙,2140,501,48,12,55.118841175901764,54.280343511511816
91,希腊,希腊,102,希腊,98,9,1,1,58.47034243451138,12.923495647177484
92,新加坡,新加坡,103,新加坡,178,12,0,0,1.9553307336349242,0.2523737098666097
93,新西兰,新西兰,104,新西兰,5,0,0,0,58.304165366366284,29.63120638720386
94,匈牙利,匈牙利,105,匈牙利,13,0,0,0,17.81727862828512,10.96767898880457
95,牙买加,牙买加,106,牙买加,1,0,0,0,4.827981222792307,0.8247678758169106
96,亚美尼亚,亚美尼亚,107,亚美尼亚,1,0,0,0,9.904000073855808,3.665524679494105
97,伊拉克,伊拉克,108,伊拉克,70,9,7,1,30.660664906794203,41.78992464134522
98,伊朗,伊朗,109,伊朗,9000,958,354,63,68.40164742880594,155.27545671985794
99,以色列,以色列,110,以色列,75,0,0,0,8.297262355484154,2.635821759653052
100,意大利,意大利,111,意大利,12462,2313,827,196,62.44360010363238,33.478741916560494
101,印度,印度,112,印度,73,13,0,0,131.09065847419012,259.72588140084724
102,印度尼西亚,印度尼西亚,113,印度尼西亚,34,7,1,0,332.89793967106874,150.2324304884168
103,英国,英国,114,英国,460,87,6,0,80.6012340838105,32.931884776853764
104,约旦,约旦,115,约旦,1,0,0,0,16.44573457072095,8.174769097572026
105,越南,越南,116,越南,39,4,0,0,51.129595842029055,28.049825586585218
106,智利,智利,118,智利,23,6,0,0,206.21721206455453,76.94303951148807
