OBJECTID,globe_中文名,name_cn,gb_yq_20200315xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
117,亚美尼亚,亚美尼亚,131,亚美尼亚,8,0,0,0,9.904000073855808,3.665524679494105
118,伊拉克,伊拉克,132,伊拉克,93,0,9,0,30.660664906794203,41.78992464134522
119,伊朗,伊朗,133,伊朗,12729,1365,608,94,68.40164742880594,155.27545671985794
120,以色列,以色列,134,以色列,178,78,0,0,8.297262355484154,2.635821759653052
121,意大利,意大利,135,意大利,21157,3497,1441,173,62.44360010363238,33.478741916560494
122,印度,印度,136,印度,107,25,2,0,131.09065847419012,259.72588140084724
123,印度尼西亚,印度尼西亚,137,印度尼西亚,117,48,4,1,332.89793967106874,150.2324304884168
124,英国,英国,138,英国,1144,342,21,11,80.6012340838105,32.931884776853764
125,约旦,约旦,139,约旦,1,0,0,0,16.44573457072095,8.174769097572026
126,越南,越南,140,越南,53,5,0,0,51.129595842029055,28.049825586585218
127,智利,智利,143,智利,61,18,0,0,206.21721206455453,76.94303951148807
128,中非,中非,144,中非,1,1,0,0,39.123866083048675,51.868558185838594
129,中国,中国,145,中国,81077,29,3218,14,260.04206422474147,965.6285542020123
130,其他,其他,101,其他,697,0,7,0,0.47041055884463034,0.013365553414913307
131,被占巴勒斯坦领土,被占巴勒斯坦领土,23,被占巴勒斯坦领土,38,3,0,0,3.0997752598773176,0.26056252278409275
132,波黑,波黑,29,波黑,18,7,0,0,8.895300903470677,3.9014952814945154
133,圣马丁,圣马丁,110,圣马丁,2,0,0,0,0.15159164717977763,0.0008890849768216117
134,直布罗陀,直布罗陀,142,直布罗陀,1,0,0,0,0.013883779104465492,6.97538032364115e-06
135,圣巴托洛缪岛,圣巴托洛缪岛,109,圣巴托洛缪岛,1,0,0,0,0.026108061968111107,2.9894487100654525e-05
136,马提尼克,马提尼克,85,马提尼克,10,4,0,0,1.1220900627897885,0.06328798803366831
137,法罗群岛,法罗群岛,42,法罗群岛,9,6,0,0,0.6757866154412179,0.019108692039151057
138,马耳他,马耳他,83,马耳他,12,0,0,0,0.6356257724797016,0.02285081089681814
139,马尔代夫,马尔代夫,82,马尔代夫,10,1,0,0,4.263072774911731,0.9783650324045342
140,根西,根西,53,根西,1,0,0,0,0.40007693778177467,0.006160076129954475
141,法属波利尼西亚,法属波利尼西亚,43,法属波利尼西亚,3,2,0,0,1.2676477383094853,0.08405644534004428
142,泽西岛,泽西岛,141,泽西岛,2,0,0,0,0.46804568234372024,0.01029321544508937
143,圣文森特和格林纳丁斯,圣文森特和格林纳丁斯,112,圣文森特和格林纳丁斯,1,0,0,0,0.529268597618696,0.013676869394688674
144,安提瓜和巴布达,安提瓜和巴布达,13,安提瓜和巴布达,1,0,0,0,0.5246293974916661,0.016659382357320156
145,马约特岛,马约特岛,86,马约特岛,1,1,0,0,0.5941586590987837,0.013146780122935929
