OBJECTID,globe_OBJECTID,name_cn,globe_中文名,globe_Shape_Leng,gb_yq_20220710xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
1,1,中国,中国,260.042064225,229,中国,4651281,28487,22264,73,260.04206422474147,965.6285542020123
2,2,中非,中非,39.123866083,228,中非,14675,0,113,0,39.123866083048675,51.868558185838594
3,3,智利,智利,206.217212065,227,智利,4055693,0,58717,0,206.21721206455453,76.94303951148807
4,4,直布罗陀,直布罗陀,0.0138837797373,226,直布罗陀,19633,0,104,0,0.013883779737236826,6.97538115385218e-06
5,5,乍得,乍得,50.1882839726,225,乍得,7426,0,193,0,50.18828397262675,107.57261660981044
6,6,泽西岛,泽西岛,0.468045681608,224,泽西岛,55473,0,131,0,0.46804568160716375,0.010293215375969375
7,7,赞比亚,赞比亚,44.992230033,223,赞比亚,326794,0,4008,0,44.99223003303926,63.45705186734683
8,8,越南,越南,51.129595842,222,越南,10754348,1406,43089,0,51.129595842029055,28.049825586585218
9,9,约旦,约旦,16.4457345707,221,约旦,1700526,0,14068,0,16.44573457072095,8.174769097572026
10,10,英国,英国,79.9903954046,220,英国,22884446,0,180718,0,79.99039540456778,32.91943771179002
11,11,印度尼西亚,印度尼西亚,332.897939671,219,印度尼西亚,6111305,2576,156791,6,332.89793967106874,150.2324304884168
12,12,印度,印度,131.090658474,218,印度,43622651,18257,525428,42,131.09065847419012,259.72588140084724
13,13,意大利,意大利,62.4436001036,217,意大利,19357938,98901,169062,93,62.44360010363238,33.478741916560494
14,14,以色列,以色列,8.29726235548,216,以色列,4444630,5679,11068,2,8.297262355484154,2.635821759653052
15,15,伊朗,伊朗,68.4016474288,215,伊朗,7242919,0,141413,0,68.40164742880594,155.27545671985794
16,16,伊拉克,伊拉克,30.6606649068,214,伊拉克,2369272,0,25249,0,30.660664906794203,41.78992464134522
17,17,也门,也门,33.5004417997,213,也门,11832,0,2149,0,33.50044179970094,35.874965221221984
18,18,亚美尼亚,亚美尼亚,9.90400007386,212,亚美尼亚,423417,0,8626,0,9.904000073855808,3.665524679494105
19,19,牙买加,牙买加,4.82798122279,211,牙买加,143610,0,3148,0,4.827981222792307,0.8247678758169106
20,20,叙利亚,叙利亚,20.6286198894,210,叙利亚,55940,0,3150,0,20.628619889358337,18.555305741023673
21,21,匈牙利,匈牙利,17.8172786283,209,匈牙利,1932788,0,46661,0,17.81727862828512,10.96767898880457
22,22,新西兰,新西兰,58.3041653664,208,新西兰,1420932,7495,1611,8,58.304165366366284,29.63120638720386
23,23,新喀里多尼亚,新喀里多尼亚,0.315384694174,207,新喀里多尼亚,65407,0,313,0,0.3153846941739794,0.0043535203997104345
24,24,新加坡,新加坡,1.95533073363,206,新加坡,1523881,8659,1428,2,1.9553307336349242,0.2523737098666097
25,25,希腊,希腊,58.4703424345,205,希腊,3829836,18214,30448,26,58.47034243451138,12.923495647177484
26,27,西班牙,西班牙,55.1188411759,204,西班牙,12973615,0,108730,0,55.118841175901764,54.280343511511816
27,28,乌兹别克斯坦,乌兹别克斯坦,60.5666233837,203,乌兹别克斯坦,241655,89,1637,0,60.5666233837278,45.83407503762229
28,29,乌拉圭,乌拉圭,16.9417479676,202,乌拉圭,962251,0,7351,0,16.941747967566673,17.708958502391088
29,30,乌克兰,乌克兰,63.0581799997,201,乌克兰,5019125,0,108671,0,63.05817999968692,73.69212728191064
30,31,乌干达,乌干达,19.6610128947,200,乌干达,167183,0,3621,0,19.661012894744616,18.979199764248577
31,32,文莱,文莱,4.61752042414,199,文莱,175231,1536,171,0,4.61752042414165,0.4896262132202988
32,33,委内瑞拉,委内瑞拉,58.5555637342,198,委内瑞拉,527347,0,5738,0,58.55556373422501,75.57584372702944
33,34,维尔京群岛,维尔京群岛,1.38853153158,197,维尔京群岛,6941,0,63,0,1.3885315315819444,0.020042683177038677
34,35,危地马拉,危地马拉,15.3555100892,196,危地马拉,927473,0,18648,0,15.355510089228543,9.31605558714351
35,36,瓦努阿图,瓦努阿图,11.851157107,195,瓦努阿图,11588,0,14,0,11.851157106954787,0.5959110387382458
36,230,瓦利斯群岛和富图纳群岛,瓦利斯群岛和富图纳群岛,0.545708928193,194,瓦利斯群岛和富图纳群岛,456,0,7,0,0.5457089281929385,0.008047407074154939
37,38,土耳其,土耳其,67.6334797887,193,土耳其,15180444,0,99057,0,67.63347978872251,82.29688605646851
38,39,图瓦卢,图瓦卢,1.00725578166,192,图瓦卢,3,0,0,0,1.0072557816646557,0.0320906198725856
39,40,突尼斯,突尼斯,22.4586960373,191,突尼斯,1066127,0,28748,0,22.458696037337344,15.988278012532524
40,41,特立尼达和多巴哥,特立尼达和多巴哥,3.68062958695,190,特立尼达和多巴哥,167780,0,4020,0,3.680629586951003,0.4137188520633441
41,42,特克斯和凯科斯群岛,特克斯和凯科斯群岛,0.169079412401,189,特克斯和凯科斯群岛,6234,0,36,0,0.16907941240058638,0.0007785022642414073
42,43,汤加,汤加,0.104607117127,188,汤加,12382,0,12,0,0.10460711712712757,0.0005001888838667302
43,44,坦桑尼亚,坦桑尼亚,42.0778900303,187,坦桑尼亚,36174,0,841,0,42.077890030347234,78.86090528003723
44,45,泰国,泰国,57.3460162138,186,泰国,4545043,2004,30835,22,57.346016213812554,43.62243168362355
45,46,塔吉克斯坦,塔吉克斯坦,28.0465573748,185,塔吉克斯坦,17786,0,125,0,28.046557374771083,14.28718752053117
46,47,索马里,索马里,48.1340930743,184,索马里,26803,0,1361,0,48.13409307429269,51.98141783234195
47,48,所罗门群岛,所罗门群岛,21.6451145093,183,所罗门群岛,21544,0,153,0,21.645114509328284,1.6972362079395185
48,49,苏里南,苏里南,14.8467590956,182,苏里南,80890,0,1376,0,14.84675909558034,11.428348254921412
49,50,苏丹,苏丹,63.3509706078,181,苏丹,62745,0,4952,0,63.35097060783581,158.0466263581876
50,51,斯威士兰,斯威士兰,4.59839442134,180,斯威士兰,73213,8,1417,0,4.598394421340223,1.3598776196135145
51,52,斯洛文尼亚,斯洛文尼亚,8.24158410335,179,斯洛文尼亚,1047765,0,7835,0,8.241584103350847,2.260139332641655
52,53,斯洛伐克,斯洛伐克,12.8173863889,178,斯洛伐克,1801038,365,20160,1,12.817386388913786,6.015673484608724
53,54,斯里兰卡,斯里兰卡,10.8235668187,177,斯里兰卡,664273,17,16525,0,10.823566818714909,5.654757879000185
54,55,圣文森特和格林纳丁斯,圣文森特和格林纳丁斯,0.529268597611,176,圣文森特和格林纳丁斯,9083,0,114,0,0.5292685976113046,0.013676869382214626
55,56,圣皮埃尔和密克隆,圣皮埃尔和密克隆,0.675331602379,175,圣皮埃尔和密克隆,2857,0,1,0,0.6753316023787348,0.011671034933062678
56,57,圣马力诺,圣马力诺,1.13151506019,174,圣马力诺,18711,0,116,0,1.1315150601924215,0.05342853514833507
57,58,圣马丁,圣马丁,0.151591647442,173,圣马丁,21662,0,133,0,0.15159164744197645,0.0008890849820772644
58,59,圣卢西亚,圣卢西亚,0.770944229697,172,圣卢西亚,27204,0,385,0,0.7709442296968367,0.028303511668229614
59,60,圣基茨和尼维斯,圣基茨和尼维斯,0.796282006544,171,圣基茨和尼维斯,6254,0,43,0,0.7962820065434348,0.016710142022501075
60,62,圣多美和普林西比,圣多美和普林西比,0.601046113277,170,圣多美和普林西比,6064,0,74,0,0.6010461132765041,0.021451675002790604
61,63,圣巴托洛缪岛,圣巴托洛缪岛,0.0261080624106,169,圣巴托洛缪岛,4740,0,5,0,0.0261080624106342,2.9894488642148075e-05
62,64,沙特阿拉伯,沙特阿拉伯,65.9443738352,168,沙特阿拉伯,798474,0,9215,0,65.94437383515957,175.59795618430664
63,65,塞舌尔,塞舌尔,0.47403554337,167,塞舌尔,45000,0,167,0,0.4740355433699547,0.00899665529781399
64,66,塞浦路斯,塞浦路斯,5.70454638202,166,塞浦路斯,530510,0,1079,0,5.7045463820209115,0.9150667581822769
65,67,塞内加尔,塞内加尔,24.6871962052,165,塞内加尔,86481,26,1968,0,24.687196205215827,15.868518139954155
66,68,塞拉利昂,塞拉利昂,12.6043577337,164,塞拉利昂,7718,5,125,0,12.604357733705958,5.919323523956169
67,69,塞尔维亚,塞尔维亚,16.158105262,163,塞尔维亚,2040227,1281,16147,1,16.158105261964824,9.776125219837315
68,70,萨摩亚,萨摩亚,2.57134096919,162,萨摩亚,15052,0,29,0,2.5713409691851385,0.146305169069401
