OBJECTID,globe_OBJECTID,name_cn,globe_中文名,globe_Shape_Leng,gb_yq_20211110xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
1,1,中国,中国,260.042064225,224,中国,126908,72,5697,0,260.04206422474147,965.6285542020123
2,2,中非,中非,39.123866083,223,中非,11579,0,100,0,39.123866083048675,51.868558185838594
3,3,智利,智利,206.217212065,222,智利,1713188,1746,37883,4,206.21721206455453,76.94303951148807
4,4,直布罗陀,直布罗陀,0.0138837797373,221,直布罗陀,6206,38,98,0,0.013883779737236826,6.97538115385218e-06
5,5,乍得,乍得,50.1882839726,220,乍得,5107,0,175,0,50.18828397262675,107.57261660981044
6,6,泽西岛,泽西岛,0.468045681608,219,泽西岛,11617,69,80,0,0.46804568160716375,0.010293215375969375
7,7,赞比亚,赞比亚,44.992230033,218,赞比亚,209918,10,3664,0,44.99223003303926,63.45705186734683
8,8,越南,越南,51.129595842,217,越南,984805,8133,22686,88,51.129595842029055,28.049825586585218
9,9,约旦,约旦,16.4457345707,216,约旦,880943,2577,11156,11,16.44573457072095,8.174769097572026
10,10,英国,英国,79.9903954046,215,英国,9366680,32785,142124,262,79.99039540456778,32.91943771179002
11,11,印度尼西亚,印度尼西亚,332.897939671,214,印度尼西亚,4249323,480,143592,14,332.89793967106874,150.2324304884168
12,12,印度,印度,131.090658474,213,印度,34388579,11466,461849,460,131.09065847419012,259.72588140084724
13,13,意大利,意大利,62.4436001036,212,意大利,4818705,6114,132491,68,62.44360010363238,33.478741916560494
14,14,以色列,以色列,8.29726235548,211,以色列,1335375,458,8130,1,8.297262355484154,2.635821759653052
15,15,伊朗,伊朗,68.4016474288,210,伊朗,6004460,8305,127551,112,68.40164742880594,155.27545671985794
16,16,伊拉克,伊拉克,30.6606649068,209,伊拉克,2065127,1116,23399,27,30.660664906794203,41.78992464134522
17,17,也门,也门,33.5004417997,208,也门,9891,8,1915,6,33.50044179970094,35.874965221221984
18,18,亚美尼亚,亚美尼亚,9.90400007386,207,亚美尼亚,324039,1675,6831,69,9.904000073855808,3.665524679494105
19,19,牙买加,牙买加,4.82798122279,206,牙买加,89788,42,2293,6,4.827981222792307,0.8247678758169106
20,20,叙利亚,叙利亚,20.6286198894,205,叙利亚,45468,184,2637,7,20.628619889358337,18.555305741023673
