OBJECTID,globe_中文名,name_cn,gb_yq_20200322xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
1,阿尔巴尼亚,阿尔巴尼亚,1,阿尔巴尼亚,76,6,2,0,7.973839727970497,2.9615437393915847
2,阿尔及利亚,阿尔及利亚,2,阿尔及利亚,94,0,15,5,68.11289203523224,213.6824817901263
3,阿富汗,阿富汗,3,阿富汗,24,0,0,0,46.10315447724969,61.25874997452199
4,阿根廷,阿根廷,4,阿根廷,158,30,3,0,124.43384391102639,278.07097318538524
5,阿联酋,阿联酋,5,阿联酋,153,13,2,2,15.781914584221616,7.623950770634311
6,阿曼,阿曼,7,阿曼,52,4,0,0,30.60536529088686,26.863630254245184
7,阿塞拜疆,阿塞拜疆,8,阿塞拜疆,53,9,1,0,20.694081153422545,8.877991750422158
8,埃及,埃及,9,埃及,285,29,8,1,46.51183683093997,88.79406872386022
9,埃塞俄比亚,埃塞俄比亚,10,埃塞俄比亚,9,0,0,0,43.97351072336223,93.69755942008183
10,爱尔兰,爱尔兰,11,爱尔兰,785,102,3,0,25.60628985993701,9.67974515082728
11,爱沙尼亚,爱沙尼亚,12,爱沙尼亚,306,23,0,0,19.427155810421777,6.571056220254507
12,安道尔,安道尔,13,安道尔,88,13,0,0,1.148365581641772,0.048186015059485804
13,安哥拉,安哥拉,14,安哥拉,2,2,0,0,57.32636066901143,104.60375782398734
14,奥地利,奥地利,16,奥地利,3024,375,8,2,19.785455433542936,9.894883715319143
15,澳大利亚,澳大利亚,17,澳大利亚,1081,208,7,0,218.54706975542805,697.4668706949112
16,巴巴多斯,巴巴多斯,18,巴巴多斯,5,0,0,0,0.6844309242774945,0.019499622491432354
17,巴布亚新几内亚,巴布亚新几内亚,19,巴布亚新几内亚,1,0,0,0,77.82782546054348,37.67034661422462
18,巴哈马,巴哈马,20,巴哈马,4,0,0,0,23.878201820394388,1.1782859882294523
19,巴基斯坦,巴基斯坦,21,巴基斯坦,495,34,3,1,71.22729220349414,74.32325893852614
20,巴拉圭,巴拉圭,22,巴拉圭,18,5,1,1,29.507348534862906,35.36356063685132
21,巴林,巴林,23,巴林,306,21,1,0,0.7772869774829815,0.017878320008286028
22,巴拿马,巴拿马,24,巴拿马,137,0,1,0,21.354909305120373,6.231212989740699
23,巴西,巴西,25,巴西,904,283,11,7,203.68408592836326,713.6777002155402
24,白俄罗斯,白俄罗斯,26,白俄罗斯,76,19,0,0,26.620256515886354,29.22619005212672
25,保加利亚,保加利亚,31,保加利亚,163,36,3,0,18.486250579841048,12.036351750300607
26,贝宁,贝宁,30,贝宁,2,0,0,0,17.007586183265026,10.201565074342176
27,比利时,比利时,32,比利时,2815,558,67,30,9.590603160642818,3.8561271050731585
28,冰岛,冰岛,34,冰岛,473,64,1,0,44.847522370830106,19.530864421033492
29,波多黎各,波多黎各,35,波多黎各,21,7,1,1,4.370298525952583,0.7359221104986653
30,波兰,波兰,37,波兰,536,111,5,0,29.423172375593367,41.04475511016577
31,玻利维亚,玻利维亚,38,玻利维亚,19,3,0,0,49.648701517101635,90.23410133435924
32,不丹,不丹,39,不丹,2,0,0,0,8.209429426612896,3.265604484775075
33,布基纳法索,布基纳法索,40,布基纳法索,72,32,3,2,24.998218258751336,22.92749673022636
34,赤道几内亚,赤道几内亚,41,赤道几内亚,6,2,0,0,8.117197849601027,2.4481406002445376
35,丹麦,丹麦,42,丹麦,1326,71,13,4,26.661887386371166,6.24551876266293
36,德国,德国,43,德国,21463,3140,67,22,43.899459389523734,46.496000691781006
37,东帝汶,东帝汶,44,东帝汶,1,0,0,0,6.727455188594198,1.2596039661908156
38,多哥,多哥,45,多哥,15,6,0,0,12.905585097384508,4.596587935937527
39,多米尼加,多米尼加,46,多米尼加,72,0,2,0,11.055731619200202,4.114215997556154
40,俄罗斯,俄罗斯,47,俄罗斯,306,53,0,0,1086.6226050090904,2913.4201356909866
41,厄瓜多尔,厄瓜多尔,48,厄瓜多尔,506,139,7,2,31.184868452122494,20.283979588690894
42,厄立特里亚,厄立特里亚,49,厄立特里亚,1,1,0,0,22.071733292904415,10.373414452655537
43,法国,法国,50,法国,14296,1821,562,112,65.84948177344266,66.25266750373707
44,法属圭亚那,法属圭亚那,53,法属圭亚那,15,0,0,0,12.489485824908574,7.400661348997434
45,梵蒂冈,梵蒂冈,54,梵蒂冈,1,0,0,0,0.7842750336300661,0.014991910040506387
46,菲律宾,菲律宾,55,菲律宾,307,77,19,1,104.06761462124311,23.03913329305567
47,斐济,斐济,56,斐济,2,1,0,0,10.038326159203173,1.3592394278714621
48,芬兰,芬兰,57,芬兰,521,71,1,1,54.27434433195834,62.15277280808904
49,佛得角,佛得角,58,佛得角,3,2,0,0,5.28072962671278,0.10443916008448687
50,冈比亚,冈比亚,61,冈比亚,1,0,0,0,6.839600022087903,0.9524190650590083
51,刚果（布）,刚果（布）,59,刚果（布）,4,1,0,0,33.95356808269201,26.898727715137518
52,刚果（金）,刚果（金）,60,刚果（金）,23,9,1,1,76.61868841342908,190.0706197243542
53,哥伦比亚,哥伦比亚,62,哥伦比亚,196,51,0,0,61.59567021749172,92.59563807972012
54,哥斯达黎加,哥斯达黎加,63,哥斯达黎加,113,0,2,0,12.5587484329418,4.506711944937891
55,格陵兰,格陵兰,64,格陵兰,2,0,0,0,524.1608440928724,671.69119717424
56,格鲁吉亚,格鲁吉亚,65,格鲁吉亚,49,6,0,0,15.20674687353579,7.632983375562627
57,古巴,古巴,67,古巴,16,0,1,0,31.39364180663001,9.419455764334339
58,瓜德罗普,瓜德罗普,68,瓜德罗普,51,0,0,0,0.8915983816403168,0.04435794730802925
59,关岛,关岛,69,关岛,15,1,0,0,0.9921547949026102,0.057939969908538
60,圭亚那,圭亚那,70,圭亚那,5,0,1,0,23.471985101083078,16.922442814384237
61,哈萨克斯坦,哈萨克斯坦,71,哈萨克斯坦,56,3,0,0,134.03289397384557,323.84800501333945
62,海地,海地,72,海地,2,0,0,0,10.742145566003723,2.2668577654258373
63,韩国,韩国,73,韩国,8897,98,104,2,17.98289336983087,9.888493694113702
64,阿鲁巴,阿鲁巴,6,阿鲁巴,5,0,0,0,0.5011279974658756,0.005806866656265818
65,库拉索,库拉索,93,库拉索,3,0,1,1,1.0267602865036105,0.018749631827507413
66,黑山,黑山,75,黑山,14,0,0,0,5.5204601865777025,1.3685671163827444
67,洪都拉斯,洪都拉斯,76,洪都拉斯,24,0,0,0,15.959010772843044,9.467039963324687
68,吉布提,吉布提,77,吉布提,1,0,0,0,7.321132164427671,1.9696939954665187
69,吉尔吉斯斯坦,吉尔吉斯斯坦,78,吉尔吉斯斯坦,14,8,0,0,30.688005248496406,19.771808082609148
70,几内亚,几内亚,82,几内亚,2,0,0,0,26.23962135605981,21.418330695591816
