OBJECTID,globe_中文名,name_cn,gb_yq_20200320xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
1,阿尔巴尼亚,阿尔巴尼亚,1,阿尔巴尼亚,70,11,2,0,7.973839727970497,2.9615437393915847
2,阿尔及利亚,阿尔及利亚,2,阿尔及利亚,82,10,7,1,68.11289203523224,213.6824817901263
3,阿富汗,阿富汗,3,阿富汗,22,0,0,0,46.10315447724969,61.25874997452199
4,阿根廷,阿根廷,4,阿根廷,97,0,2,0,124.43384391102639,278.07097318538524
5,阿联酋,阿联酋,5,阿联酋,140,27,0,0,15.781914584221616,7.623950770634311
6,阿曼,阿曼,7,阿曼,39,6,0,0,30.60536529088686,26.863630254245184
7,阿塞拜疆,阿塞拜疆,8,阿塞拜疆,34,0,1,0,20.694081153422545,8.877991750422158
8,埃及,埃及,9,埃及,210,14,6,0,46.51183683093997,88.79406872386022
9,埃塞俄比亚,埃塞俄比亚,10,埃塞俄比亚,9,3,0,0,43.97351072336223,93.69755942008183
10,爱尔兰,爱尔兰,11,爱尔兰,557,265,3,1,25.60628985993701,9.67974515082728
11,爱沙尼亚,爱沙尼亚,12,爱沙尼亚,267,9,0,0,19.427155810421777,6.571056220254507
12,安道尔,安道尔,13,安道尔,75,36,0,0,1.148365581641772,0.048186015059485804
13,奥地利,奥地利,15,奥地利,1843,197,5,1,19.785455433542936,9.894883715319143
14,澳大利亚,澳大利亚,16,澳大利亚,709,199,6,0,218.54706975542805,697.4668706949112
15,巴巴多斯,巴巴多斯,17,巴巴多斯,2,0,0,0,0.6844309242774945,0.019499622491432354
16,巴哈马,巴哈马,18,巴哈马,3,0,0,0,23.878201820394388,1.1782859882294523
17,巴基斯坦,巴基斯坦,19,巴基斯坦,302,61,2,2,71.22729220349414,74.32325893852614
18,巴拉圭,巴拉圭,20,巴拉圭,11,0,0,0,29.507348534862906,35.36356063685132
19,巴林,巴林,21,巴林,269,13,1,0,0.7772869774829815,0.017878320008286028
20,巴拿马,巴拿马,22,巴拿马,109,23,1,0,21.354909305120373,6.231212989740699
21,巴西,巴西,23,巴西,428,137,4,3,203.68408592836326,713.6777002155402
22,白俄罗斯,白俄罗斯,24,白俄罗斯,46,0,0,0,26.620256515886354,29.22619005212672
23,保加利亚,保加利亚,29,保加利亚,94,2,3,1,18.486250579841048,12.036351750300607
24,贝宁,贝宁,28,贝宁,2,1,0,0,17.007586183265026,10.201565074342176
25,比利时,比利时,30,比利时,1795,309,14,0,9.590603160642818,3.8561271050731585
26,冰岛,冰岛,32,冰岛,330,80,0,0,44.847522370830106,19.530864421033492
27,波多黎各,波多黎各,33,波多黎各,6,1,0,0,4.370298525952583,0.7359221104986653
28,波兰,波兰,35,波兰,325,38,5,0,29.423172375593367,41.04475511016577
29,玻利维亚,玻利维亚,36,玻利维亚,15,3,0,0,49.648701517101635,90.23410133435924
30,不丹,不丹,37,不丹,2,1,0,0,8.209429426612896,3.265604484775075
31,布基纳法索,布基纳法索,38,布基纳法索,40,14,1,0,24.998218258751336,22.92749673022636
32,赤道几内亚,赤道几内亚,39,赤道几内亚,4,1,0,0,8.117197849601027,2.4481406002445376
33,丹麦,丹麦,40,丹麦,1132,88,6,2,26.661887386371166,6.24551876266293
34,德国,德国,41,德国,10999,2801,20,8,43.899459389523734,46.496000691781006
35,多哥,多哥,42,多哥,9,8,0,0,12.905585097384508,4.596587935937527
36,多米尼加,多米尼加,43,多米尼加,34,13,2,1,11.055731619200202,4.114215997556154
37,俄罗斯,俄罗斯,44,俄罗斯,199,52,0,0,1086.6226050090904,2913.4201356909866
38,厄瓜多尔,厄瓜多尔,45,厄瓜多尔,199,44,3,1,31.184868452122494,20.283979588690894
39,法国,法国,46,法国,10877,1834,372,128,65.84948177344266,66.25266750373707
40,法属圭亚那,法属圭亚那,49,法属圭亚那,15,4,0,0,12.489485824908574,7.400661348997434
41,梵蒂冈,梵蒂冈,50,梵蒂冈,1,0,0,0,0.7842750336300661,0.014991910040506387
42,菲律宾,菲律宾,51,菲律宾,217,30,17,3,104.06761462124311,23.03913329305567
43,芬兰,芬兰,53,芬兰,369,10,0,0,54.27434433195834,62.15277280808904
44,冈比亚,冈比亚,56,冈比亚,1,0,0,0,6.839600022087903,0.9524190650590083
45,刚果（布）,刚果（布）,54,刚果（布）,3,0,0,0,33.95356808269201,26.898727715137518
46,刚果（金）,刚果（金）,55,刚果（金）,14,7,0,0,76.61868841342908,190.0706197243542
47,哥伦比亚,哥伦比亚,57,哥伦比亚,108,15,0,0,61.59567021749172,92.59563807972012
48,哥斯达黎加,哥斯达黎加,58,哥斯达黎加,87,37,1,0,12.5587484329418,4.506711944937891
49,格陵兰,格陵兰,59,格陵兰,2,0,0,0,524.1608440928724,671.69119717424
50,格鲁吉亚,格鲁吉亚,60,格鲁吉亚,38,4,0,0,15.20674687353579,7.632983375562627
51,古巴,古巴,62,古巴,11,1,1,0,31.39364180663001,9.419455764334339
52,瓜德罗普,瓜德罗普,63,瓜德罗普,45,12,0,0,0.8915983816403168,0.04435794730802925
53,关岛,关岛,64,关岛,12,7,0,0,0.9921547949026102,0.057939969908538
54,圭亚那,圭亚那,65,圭亚那,5,0,1,0,23.471985101083078,16.922442814384237
55,哈萨克斯坦,哈萨克斯坦,66,哈萨克斯坦,46,10,0,0,134.03289397384557,323.84800501333945
56,韩国,韩国,67,韩国,8652,239,94,10,17.98289336983087,9.888493694113702
57,阿鲁巴,阿鲁巴,6,阿鲁巴,5,1,0,0,0.5011279974658756,0.005806866656265818
58,库拉索,库拉索,86,库拉索,3,0,0,0,1.0267602865036105,0.018749631827507413
59,黑山,黑山,69,黑山,10,8,0,0,5.5204601865777025,1.3685671163827444
60,洪都拉斯,洪都拉斯,70,洪都拉斯,12,3,0,0,15.959010772843044,9.467039963324687
61,吉布提,吉布提,71,吉布提,1,0,0,0,7.321132164427671,1.9696939954665187
62,吉尔吉斯斯坦,吉尔吉斯斯坦,72,吉尔吉斯斯坦,3,0,0,0,30.688005248496406,19.771808082609148
63,几内亚,几内亚,76,几内亚,2,1,0,0,26.23962135605981,21.418330695591816
64,加拿大,加拿大,73,加拿大,736,167,9,0,1539.468150466872,1671.6081244929162
65,加纳,加纳,74,加纳,11,2,0,0,20.85129287889863,20.099997197909595
66,加蓬,加蓬,75,加蓬,3,0,0,0,27.0405892544518,20.540080925034847
67,柬埔寨,柬埔寨,77,柬埔寨,47,12,0,0,18.63402528346828,15.451451733370222
68,捷克,捷克,78,捷克,694,172,0,0,15.818643910981182,9.585600844794435
69,喀麦隆,喀麦隆,80,喀麦隆,15,5,0,0,38.62394925249105,38.73945937697286
70,卡塔尔,卡塔尔,79,卡塔尔,452,10,0,0,4.7873525990949535,1.1415420848891193
71,开曼群岛,开曼群岛,81,开曼群岛,3,2,1,0,0.7550701551738679,0.018478842263955558
72,科特迪瓦,科特迪瓦,82,科特迪瓦,9,0,0,0,27.200269676136642,26.51686093435276
73,科威特,科威特,83,科威特,148,6,0,0,7.773666661161529,1.8230353152445502
74,克罗地亚,克罗地亚,84,克罗地亚,81,0,0,0,27.832937848644814,6.697720489730894
75,肯尼亚,肯尼亚,85,肯尼亚,7,0,0,0,32.64453207718531,46.05800391098552
76,拉脱维亚,拉脱维亚,87,拉脱维亚,86,15,0,0,17.674475146876787,8.498445404999151
77,黎巴嫩,黎巴嫩,88,黎巴嫩,149,29,4,0,4.3968577364534935,0.9857291017588082
78,立陶宛,立陶宛,90,立陶宛,36,10,0,0,13.70673626173672,9.209607774088758
79,利比里亚,利比里亚,89,利比里亚,2,0,0,0,13.951479545146258,7.8579063602181005
80,列支敦士登,列支敦士登,91,列支敦士登,25,0,0,0,0.5537338509349466,0.014136864978603553
81,留尼汪,留尼汪,92,留尼汪,15,3,0,0,1.7500307292354234,0.173901524911532
82,卢森堡,卢森堡,93,卢森堡,345,135,4,2,2.225166435247802,0.33199722996221875
83,卢旺达,卢旺达,94,卢旺达,11,0,0,0,6.096449092656216,2.1025448251222034
84,罗马尼亚,罗马尼亚,95,罗马尼亚,260,14,0,0,26.454777954956725,26.917526584737633
85,马来西亚,马来西亚,98,马来西亚,900,227,2,0,49.83001741353569,26.721544235033527
86,北马其顿,北马其顿,26,北马其顿,48,17,0,0,7.2354519205800685,3.017952795752632
87,毛里求斯,毛里求斯,101,毛里求斯,7,4,0,0,1.3969938726654902,0.11273432997090928
88,毛里塔尼亚,毛里塔尼亚,102,毛里塔尼亚,2,0,0,0,51.12697975701829,92.62167488315926
89,美国,美国,103,美国,10442,3355,150,50,527.3581157276379,1112.9050036308156
90,蒙古,蒙古,105,蒙古,6,1,0,0,79.92807842067936,185.73206105499986
