OBJECTID,globe_中文名,name_cn,gb_yq_20200327xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
179,圣马丁,圣马丁,153,圣马丁,13,0,0,0,0.15159164717977763,0.0008890849768216117
180,直布罗陀,直布罗陀,198,直布罗陀,35,9,0,0,0.013883779104465492,6.97538032364115e-06
181,圣巴托洛缪岛,圣巴托洛缪岛,150,圣巴托洛缪岛,3,0,0,0,0.026108061968111107,2.9894487100654525e-05
182,马提尼克,马提尼克,117,马提尼克,66,0,1,0,1.1220900627897885,0.06328798803366831
183,法罗群岛,法罗群岛,54,法罗群岛,140,8,0,0,0.6757866154412179,0.019108692039151057
184,马耳他,马耳他,114,马耳他,134,5,0,0,0.6356257724797016,0.02285081089681814
185,马尔代夫,马尔代夫,113,马尔代夫,13,0,0,0,4.263072774911731,0.9783650324045342
186,根西,根西,70,根西,34,4,0,0,0.40007693778177467,0.006160076129954475
187,法属波利尼西亚,法属波利尼西亚,55,法属波利尼西亚,30,5,0,0,1.2676477383094853,0.08405644534004428
188,泽西岛,泽西岛,196,泽西岛,32,14,1,1,0.46804568234372024,0.01029321544508937
189,圣文森特和格林纳丁斯,圣文森特和格林纳丁斯,155,圣文森特和格林纳丁斯,1,0,0,0,0.529268597618696,0.013676869394688674
190,安提瓜和巴布达,安提瓜和巴布达,16,安提瓜和巴布达,3,0,0,0,0.5246293974916661,0.016659382357320156
191,马约特岛,马约特岛,118,马约特岛,50,15,0,0,0.5941586590987837,0.013146780122935929
192,美属维尔京群岛,美属维尔京群岛,122,美属维尔京群岛,17,0,0,0,0.660072348421674,0.010213949759593633
193,圣卢西亚,圣卢西亚,152,圣卢西亚,3,0,0,0,0.7709442288375159,0.028303511556656634
194,塞舌尔,塞舌尔,148,塞舌尔,7,0,0,0,0.4740355432504909,0.008996655303766232
195,荷兰,荷兰,78,荷兰,7431,1019,434,78,16.128406649809563,4.0342437462577285
196,蒙塞拉特岛,蒙塞拉特岛,124,蒙塞拉特岛,2,0,0,0,0.3013145722660937,0.00427556984376005
197,百慕大,百慕大,28,百慕大,7,0,0,0,0.4560482455737721,0.0041720644285479815
198,马恩岛,马恩岛,112,马恩岛,26,3,0,0,0.9719365972677767,0.04656292839406764
199,科索沃,科索沃,96,科索沃,79,8,1,0,3.3702170125740487,0.4792918254558225
200,特克斯和凯科斯群岛,特克斯和凯科斯群岛,165,特克斯和凯科斯群岛,2,1,0,0,0.16907941261774248,0.0007785022682617098
201,圣基茨和尼维斯,圣基茨和尼维斯,151,圣基茨和尼维斯,2,0,0,0,0.7962820065434348,0.016710142022501075
