OBJECTID,globe_中文名,name_cn,gb_yq_20200319xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
1,阿尔巴尼亚,阿尔巴尼亚,1,阿尔巴尼亚,59,2,2,1,7.973839727970497,2.9615437393915847
2,阿尔及利亚,阿尔及利亚,2,阿尔及利亚,72,12,6,2,68.11289203523224,213.6824817901263
3,阿富汗,阿富汗,3,阿富汗,22,0,0,0,46.10315447724969,61.25874997452199
4,阿根廷,阿根廷,4,阿根廷,79,14,2,0,124.43384391102639,278.07097318538524
5,阿联酋,阿联酋,5,阿联酋,113,15,0,0,15.781914584221616,7.623950770634311
6,阿曼,阿曼,7,阿曼,33,9,0,0,30.60536529088686,26.863630254245184
7,阿塞拜疆,阿塞拜疆,8,阿塞拜疆,34,13,1,1,20.694081153422545,8.877991750422158
8,埃及,埃及,9,埃及,196,30,6,2,46.51183683093997,88.79406872386022
9,埃塞俄比亚,埃塞俄比亚,10,埃塞俄比亚,6,1,0,0,43.97351072336223,93.69755942008183
10,爱尔兰,爱尔兰,11,爱尔兰,292,0,2,0,25.60628985993701,9.67974515082728
11,爱沙尼亚,爱沙尼亚,12,爱沙尼亚,258,33,0,0,19.427155810421777,6.571056220254507
12,安道尔,安道尔,13,安道尔,39,23,0,0,1.148365581641772,0.048186015059485804
13,奥地利,奥地利,15,奥地利,1646,314,4,1,19.785455433542936,9.894883715319143
14,澳大利亚,澳大利亚,16,澳大利亚,510,96,6,1,218.54706975542805,697.4668706949112
15,巴巴多斯,巴巴多斯,17,巴巴多斯,2,2,0,0,0.6844309242774945,0.019499622491432354
16,巴哈马,巴哈马,18,巴哈马,3,2,0,0,23.878201820394388,1.1782859882294523
17,巴基斯坦,巴基斯坦,19,巴基斯坦,241,54,0,0,71.22729220349414,74.32325893852614
18,巴拉圭,巴拉圭,20,巴拉圭,11,2,0,0,29.507348534862906,35.36356063685132
19,巴林,巴林,21,巴林,256,5,1,0,0.7772869774829815,0.017878320008286028
20,巴拿马,巴拿马,22,巴拿马,86,17,1,0,21.354909305120373,6.231212989740699
21,巴西,巴西,23,巴西,291,57,1,1,203.68408592836326,713.6777002155402
22,白俄罗斯,白俄罗斯,24,白俄罗斯,46,10,0,0,26.620256515886354,29.22619005212672
23,保加利亚,保加利亚,28,保加利亚,92,11,2,0,18.486250579841048,12.036351750300607
24,贝宁,贝宁,27,贝宁,1,0,0,0,17.007586183265026,10.201565074342176
25,比利时,比利时,29,比利时,1486,0,14,0,9.590603160642818,3.8561271050731585
26,冰岛,冰岛,31,冰岛,250,25,0,0,44.847522370830106,19.530864421033492
27,波多黎各,波多黎各,32,波多黎各,5,2,0,0,4.370298525952583,0.7359221104986653
28,波兰,波兰,34,波兰,287,0,5,0,29.423172375593367,41.04475511016577
29,玻利维亚,玻利维亚,35,玻利维亚,12,1,0,0,49.648701517101635,90.23410133435924
30,不丹,不丹,36,不丹,1,0,0,0,8.209429426612896,3.265604484775075
31,布基纳法索,布基纳法索,37,布基纳法索,26,6,1,1,24.998218258751336,22.92749673022636
32,赤道几内亚,赤道几内亚,38,赤道几内亚,3,2,0,0,8.117197849601027,2.4481406002445376
33,丹麦,丹麦,39,丹麦,1044,67,4,0,26.661887386371166,6.24551876266293
34,德国,德国,40,德国,8198,1042,13,0,43.899459389523734,46.496000691781006
35,多哥,多哥,41,多哥,1,0,0,0,12.905585097384508,4.596587935937527
36,多米尼加,多米尼加,42,多米尼加,21,0,1,0,11.055731619200202,4.114215997556154
37,俄罗斯,俄罗斯,43,俄罗斯,147,54,0,0,1086.6226050090904,2913.4201356909866
38,厄瓜多尔,厄瓜多尔,44,厄瓜多尔,155,97,2,0,31.184868452122494,20.283979588690894
39,法国,法国,45,法国,9043,0,244,0,65.84948177344266,66.25266750373707
40,法属圭亚那,法属圭亚那,48,法属圭亚那,11,4,0,0,12.489485824908574,7.400661348997434
41,梵蒂冈,梵蒂冈,49,梵蒂冈,1,0,0,0,0.7842750336300661,0.014991910040506387
42,菲律宾,菲律宾,50,菲律宾,187,0,14,2,104.06761462124311,23.03913329305567
43,芬兰,芬兰,51,芬兰,359,40,0,0,54.27434433195834,62.15277280808904
44,冈比亚,冈比亚,54,冈比亚,1,1,0,0,6.839600022087903,0.9524190650590083
45,刚果（布）,刚果（布）,52,刚果（布）,3,2,0,0,33.95356808269201,26.898727715137518
46,刚果（金）,刚果（金）,53,刚果（金）,7,4,0,0,76.61868841342908,190.0706197243542
47,哥伦比亚,哥伦比亚,55,哥伦比亚,93,48,0,0,61.59567021749172,92.59563807972012
48,哥斯达黎加,哥斯达黎加,56,哥斯达黎加,50,9,0,0,12.5587484329418,4.506711944937891
49,格陵兰,格陵兰,57,格陵兰,2,0,0,0,524.1608440928724,671.69119717424
50,格鲁吉亚,格鲁吉亚,58,格鲁吉亚,38,4,0,0,15.20674687353579,7.632983375562627
51,古巴,古巴,60,古巴,10,5,1,0,31.39364180663001,9.419455764334339
52,瓜德罗普,瓜德罗普,61,瓜德罗普,33,15,0,0,0.8915983816403168,0.04435794730802925
53,关岛,关岛,62,关岛,5,2,0,0,0.9921547949026102,0.057939969908538
54,圭亚那,圭亚那,63,圭亚那,4,1,1,0,23.471985101083078,16.922442814384237
55,哈萨克斯坦,哈萨克斯坦,64,哈萨克斯坦,36,3,0,0,134.03289397384557,323.84800501333945
56,韩国,韩国,65,韩国,8413,93,84,3,17.98289336983087,9.888493694113702
57,阿鲁巴,阿鲁巴,6,阿鲁巴,4,2,0,0,0.5011279974658756,0.005806866656265818
58,库拉索,库拉索,84,库拉索,3,0,0,0,1.0267602865036105,0.018749631827507413
59,黑山,黑山,67,黑山,2,0,0,0,5.5204601865777025,1.3685671163827444
60,洪都拉斯,洪都拉斯,68,洪都拉斯,9,1,0,0,15.959010772843044,9.467039963324687
61,吉布提,吉布提,69,吉布提,1,1,0,0,7.321132164427671,1.9696939954665187
62,吉尔吉斯斯坦,吉尔吉斯斯坦,70,吉尔吉斯斯坦,3,3,0,0,30.688005248496406,19.771808082609148
63,几内亚,几内亚,74,几内亚,1,0,0,0,26.23962135605981,21.418330695591816
64,加拿大,加拿大,71,加拿大,569,145,8,7,1539.468150466872,1671.6081244929162
65,加纳,加纳,72,加纳,9,1,0,0,20.85129287889863,20.099997197909595
66,加蓬,加蓬,73,加蓬,3,2,0,0,27.0405892544518,20.540080925034847
67,柬埔寨,柬埔寨,75,柬埔寨,35,11,0,0,18.63402528346828,15.451451733370222
68,捷克,捷克,76,捷克,522,30,0,0,15.818643910981182,9.585600844794435
69,喀麦隆,喀麦隆,78,喀麦隆,10,5,0,0,38.62394925249105,38.73945937697286
70,卡塔尔,卡塔尔,77,卡塔尔,442,0,0,0,4.7873525990949535,1.1415420848891193
71,开曼群岛,开曼群岛,79,开曼群岛,1,0,1,0,0.7550701551738679,0.018478842263955558
72,科特迪瓦,科特迪瓦,80,科特迪瓦,9,3,0,0,27.200269676136642,26.51686093435276
73,科威特,科威特,81,科威特,142,12,0,0,7.773666661161529,1.8230353152445502
74,克罗地亚,克罗地亚,82,克罗地亚,81,16,0,0,27.832937848644814,6.697720489730894
75,肯尼亚,肯尼亚,83,肯尼亚,7,4,0,0,32.64453207718531,46.05800391098552
76,拉脱维亚,拉脱维亚,85,拉脱维亚,71,11,0,0,17.674475146876787,8.498445404999151
77,黎巴嫩,黎巴嫩,86,黎巴嫩,133,13,4,1,4.3968577364534935,0.9857291017588082
78,立陶宛,立陶宛,88,立陶宛,26,1,0,0,13.70673626173672,9.209607774088758
79,利比里亚,利比里亚,87,利比里亚,2,1,0,0,13.951479545146258,7.8579063602181005
80,列支敦士登,列支敦士登,89,列支敦士登,25,18,0,0,0.5537338509349466,0.014136864978603553
81,留尼汪,留尼汪,90,留尼汪,12,3,0,0,1.7500307292354234,0.173901524911532
82,卢森堡,卢森堡,91,卢森堡,210,63,2,1,2.225166435247802,0.33199722996221875
