OBJECTID,NAME,CAPITAL,name_cn,OBJECTID1,地区国家,累计确诊,新增确诊,Shape_Length,Shape_Area
1,AFGHANISTAN,KABUL,阿富汗,1,阿富汗,1,1,44.39791672042403,61.77838504385045
2,AUSTRALIA,CANBERRA,澳大利亚,5,澳大利亚,22,0,206.4865949311044,697.1114800574247
3,BELGIUM,BRUSSELS,比利时,7,比利时,1,0,9.726358516656175,3.4906112792500434
4,CAMBODIA,PHNOM PENH,柬埔寨,15,柬埔寨,1,0,17.283266000242786,15.09745870404986
5,CANADA,OTTAWA,加拿大,14,加拿大,10,1,1555.8759270941462,1647.7500982682654
6,CHINA,BEIJING,中国,35,中国,78190,411,248.8216693624411,958.1973887475898
7,EGYPT,CAIRO,埃及,4,埃及,1,0,49.65185598660022,91.19834555634189
8,FINLAND,HELSINKI,芬兰,12,芬兰,1,0,49.60063770424547,62.02673094352433
9,FRANCE,PARIS,法国,10,法国,12,0,52.88291275416734,65.77613102716322
10,GERMANY,BERLIN,德国,8,德国,16,0,40.21621537581479,46.02332184825026
11,INDIA,NEW DELHI,印度,32,印度,3,0,139.9762158568565,279.551567762552
12,IRAN,TEHRAN,伊朗,29,伊朗,61,18,64.97647898598436,156.9243202616742
13,IRAQ,BAGHDAD,伊拉克,28,伊拉克,1,1,30.75412137504154,43.00595817705017
14,ISRAEL,JERUSALEM,以色列,30,以色列,2,1,9.788229380472943,2.315831294035185
15,ITALY,ROME,意大利,31,意大利,229,105,58.821775343843065,33.8576392138523
16,JAPAN,TOKYO,日本,22,日本,157,13,81.93419085400431,38.97019479375141
17,"KOREA, REPUBLIC OF",SEOUL,韩国,13,韩国,977,214,16.01194866250559,8.870230280248608
18,KUWAIT,KUWAIT,科威特,16,科威特,8,5,6.643082132156529,1.5868963288747104
19,LEBANON,BEYROUTH,黎巴嫩,17,黎巴嫩,1,0,4.281005656459998,0.757334093875028
20,MALAYSIA,KUALA LUMPUR,马来西亚,18,马来西亚,22,0,49.79989904781451,27.106260339720556
21,NEPAL,KATHMANDU,尼泊尔,20,尼泊尔,1,0,20.02563636391712,13.656719692751231
22,OMAN,MUSCAT,阿曼,3,阿曼,2,2,26.02143315594352,28.39426364676298
23,PHILIPPINES,MANILA,菲律宾,11,菲律宾,3,0,78.00998268593636,22.26058326517528
24,RUSSIAN FEDERATION,MOSCOW,俄罗斯,9,俄罗斯,2,0,1018.4494722665427,2909.6137863925564
25,SPAIN,MADRID,西班牙,26,西班牙,2,0,39.510725651688084,52.655416386525594
26,SRI LANKA,COLOMBO,斯里兰卡,24,斯里兰卡,1,0,12.089329830229625,4.790627305949876
27,SWEDEN,STOCKHOLM,瑞典,23,瑞典,1,0,60.65674147183005,77.7613184096759
28,THAILAND,BANGKOK,泰国,25,泰国,37,2,54.581789578607015,42.558096872050044
29,UNITED ARAB EMIRATES,ABU DHABI,阿联酋,2,阿联酋,13,0,17.674853161960147,8.42085123990175
30,UNITED KINGDOM,LONDON,英国,33,英国,13,0,66.53107646064396,30.733379083350727
31,UNITED STATES,WASHINGTON,美国,19,美国,53,18,480.499004202442,1109.0039059704707
32,VIETNAM,HA NOI,越南,34,越南,16,0,49.97056195189593,27.025888705025615
33,Singapore,,新加坡,27,新加坡,90,1,1.2689056078172032,0.10466184494510426
34,,,其他,21,其他,691,0,0.47041055884463034,0.013365553414913307
