OBJECTID,name_cn,globe_中文名,gb_yq_20201006xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
1,中国,中国,216,中国,91188,18,4746,0,260.0420642247383,965.6285542020121
2,中非,中非,215,中非,4850,5,62,0,39.123866083047595,51.868558185838914
3,智利,智利,214,智利,471746,1567,13037,58,206.21721206455481,76.94303951148804
4,直布罗陀,直布罗陀,213,直布罗陀,432,4,0,0,0.013883779737298728,6.9753811538143086e-06
5,乍得,乍得,212,乍得,1223,6,86,0,50.18828397262692,107.57261660981025
6,泽西岛,泽西岛,211,泽西岛,421,0,32,0,0.4680456816075591,0.010293215375997679
7,赞比亚,赞比亚,210,赞比亚,15089,37,334,1,44.99223003303979,63.45705186734672
8,越南,越南,209,越南,1097,1,35,0,51.12959584202981,28.049825586585435
9,约旦,约旦,208,约旦,17464,1824,110,9,16.44573457072088,8.174769097572032
10,英国,英国,207,英国,515575,12593,42369,19,79.9903954045675,32.91943771178979
11,印度尼西亚,印度尼西亚,206,印度尼西亚,307120,3622,11253,102,332.8979396710687,150.2324304884161
12,印度,印度,205,印度,6685082,61267,103569,884,131.09065847419114,259.7258814008479
13,意大利,意大利,204,意大利,327586,2257,36002,16,62.443600103632996,33.47874191656079
14,以色列,以色列,203,以色列,264805,0,1685,0,8.297262355484367,2.635821759653274
15,伊朗,伊朗,202,伊朗,475674,3902,27192,235,68.40164742880606,155.2754567198577
16,伊拉克,伊拉克,201,伊拉克,382949,3808,9464,65,30.660664906794505,41.789924641345294
17,也门,也门,200,也门,2045,0,593,1,33.50044179970079,35.87496522122228
18,亚美尼亚,亚美尼亚,199,亚美尼亚,53083,406,990,6,9.904000073855858,3.665524679494062
19,牙买加,牙买加,198,牙买加,7012,117,120,0,4.827981222792327,0.8247678758169521
20,叙利亚,叙利亚,197,叙利亚,4411,45,207,2,20.62861988935827,18.55530574102352
21,匈牙利,匈牙利,196,匈牙利,32298,818,853,20,17.817278628285067,10.967678988804597
22,新西兰,新西兰,195,新西兰,1502,3,25,0,58.304165366366014,29.631206387203225
23,新喀里多尼亚,新喀里多尼亚,194,新喀里多尼亚,27,0,0,0,0.31538469417421466,0.004353520399718735
24,新加坡,新加坡,193,新加坡,57819,7,27,0,1.9553307336349741,0.25237370986662855
25,希腊,希腊,192,希腊,20142,300,417,8,58.47034243451079,12.92349564717751
26,西班牙,西班牙,191,西班牙,789932,0,32086,0,55.11884117590186,54.28034351151165
27,乌兹别克斯坦,乌兹别克斯坦,190,乌兹别克斯坦,59197,338,487,4,60.566623383728384,45.83407503762211
28,乌拉圭,乌拉圭,189,乌拉圭,2145,23,48,0,16.94174796756671,17.708958502391425
29,乌克兰,乌克兰,188,乌克兰,234584,4348,4520,90,63.05817999968566,73.69212728191071
30,乌干达,乌干达,187,乌干达,8965,157,82,1,19.66101289474454,18.979199764248666
31,文莱,文莱,186,文莱,146,0,3,0,4.61752042414142,0.4896262132202135
32,委内瑞拉,委内瑞拉,185,委内瑞拉,78434,788,653,4,58.555563734225444,75.57584372702979
33,维尔京群岛,维尔京群岛,184,维尔京群岛,71,0,1,0,1.388531531582004,0.020042683177033064
34,危地马拉,危地马拉,183,危地马拉,94182,219,3302,9,15.355510089228881,9.316055587143682
35,土耳其,土耳其,182,土耳其,326046,1603,8498,57,67.6334797887219,82.29688605646889
36,突尼斯,突尼斯,181,突尼斯,23453,0,321,0,22.45869603733724,15.988278012532687
37,特立尼达和多巴哥,特立尼达和多巴哥,180,特立尼达和多巴哥,4766,25,81,0,3.6806295869510457,0.41371885206333986
38,特克斯和凯科斯群岛,特克斯和凯科斯群岛,179,特克斯和凯科斯群岛,695,0,6,0,0.16907941240067453,0.0007785022642430304
39,坦桑尼亚,坦桑尼亚,178,坦桑尼亚,509,0,21,0,42.0778900303477,78.86090528003739
40,泰国,泰国,177,泰国,3600,10,59,0,57.34601621381301,43.622431683623525
41,塔吉克斯坦,塔吉克斯坦,176,塔吉克斯坦,9974,39,78,0,28.046557374770885,14.287187520531072
42,索马里,索马里,175,索马里,3745,0,99,0,48.134093074293155,51.981417832342586
43,所罗门群岛,所罗门群岛,174,所罗门群岛,1,0,0,0,21.645114509328373,1.697236207939546
44,苏里南,苏里南,173,苏里南,4941,17,106,0,14.846759095580548,11.428348254921477
45,苏丹,苏丹,172,苏丹,13653,0,836,0,63.35097060783615,158.0466263581875
46,斯威士兰,斯威士兰,171,斯威士兰,5579,10,112,1,4.598394421340182,1.359877619613463
47,斯洛文尼亚,斯洛文尼亚,170,斯洛文尼亚,6574,76,140,0,8.241584103351055,2.260139332641656
48,斯洛伐克,斯洛伐克,169,斯洛伐克,13492,353,55,0,12.817386388913626,6.015673484608492
49,斯里兰卡,斯里兰卡,168,斯里兰卡,3733,262,13,0,10.823566818714717,5.6547578790002735
50,圣文森特和格林纳丁斯,圣文森特和格林纳丁斯,167,圣文森特和格林纳丁斯,64,0,0,0,0.5292685976111337,0.013676869382207524
51,圣皮埃尔和密克隆,圣皮埃尔和密克隆,166,圣皮埃尔和密克隆,16,0,0,0,0.6753316023788365,0.011671034933068479
52,圣马力诺,圣马力诺,165,圣马力诺,751,1,42,0,1.1315150601924537,0.053428535148338854
53,圣马丁,圣马丁,164,圣马丁,1091,11,30,0,0.15159164744217332,0.0008890849820801385
54,圣卢西亚,圣卢西亚,163,圣卢西亚,27,0,0,0,0.7709442296969025,0.028303511668235432
