OBJECTID,globe_中文名,name_cn,gb_yq_20200326xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
1,阿尔巴尼亚,阿尔巴尼亚,1,阿尔巴尼亚,174,28,5,0,7.973839727970497,2.9615437393915847
2,阿尔及利亚,阿尔及利亚,2,阿尔及利亚,264,0,17,0,68.11289203523224,213.6824817901263
3,阿富汗,阿富汗,3,阿富汗,80,6,2,1,46.10315447724969,61.25874997452199
4,阿根廷,阿根廷,4,阿根廷,387,86,6,2,124.43384391102639,278.07097318538524
5,阿联酋,阿联酋,5,阿联酋,333,85,2,0,15.781914584221616,7.623950770634311
6,阿曼,阿曼,7,阿曼,99,0,0,0,30.60536529088686,26.863630254245184
7,阿塞拜疆,阿塞拜疆,8,阿塞拜疆,93,6,2,1,20.694081153422545,8.877991750422158
8,埃及,埃及,9,埃及,456,54,21,1,46.51183683093997,88.79406872386022
9,埃塞俄比亚,埃塞俄比亚,10,埃塞俄比亚,12,0,0,0,43.97351072336223,93.69755942008183
10,爱尔兰,爱尔兰,11,爱尔兰,1564,235,9,2,25.60628985993701,9.67974515082728
11,爱沙尼亚,爱沙尼亚,12,爱沙尼亚,404,35,1,1,19.427155810421777,6.571056220254507
12,安道尔,安道尔,13,安道尔,213,25,3,2,1.148365581641772,0.048186015059485804
13,安哥拉,安哥拉,14,安哥拉,2,0,0,0,57.32636066901143,104.60375782398734
14,奥地利,奥地利,16,奥地利,5888,606,34,4,19.785455433542936,9.894883715319143
15,澳大利亚,澳大利亚,17,澳大利亚,2799,547,11,3,218.54706975542805,697.4668706949112
16,巴巴多斯,巴巴多斯,18,巴巴多斯,18,0,0,0,0.6844309242774945,0.019499622491432354
17,巴布亚新几内亚,巴布亚新几内亚,19,巴布亚新几内亚,1,0,0,0,77.82782546054348,37.67034661422462
18,巴哈马,巴哈马,20,巴哈马,5,1,0,0,23.878201820394388,1.1782859882294523
19,巴基斯坦,巴基斯坦,21,巴基斯坦,1057,66,8,1,71.22729220349414,74.32325893852614
20,巴拉圭,巴拉圭,22,巴拉圭,41,14,3,1,29.507348534862906,35.36356063685132
21,巴林,巴林,23,巴林,419,27,4,1,0.7772869774829815,0.017878320008286028
22,巴拿马,巴拿马,24,巴拿马,558,213,8,2,21.354909305120373,6.231212989740699
23,巴西,巴西,25,巴西,2433,232,57,11,203.68408592836326,713.6777002155402
24,白俄罗斯,白俄罗斯,26,白俄罗斯,86,5,0,0,26.620256515886354,29.22619005212672
25,保加利亚,保加利亚,31,保加利亚,242,22,3,0,18.486250579841048,12.036351750300607
26,贝宁,贝宁,30,贝宁,5,0,0,0,17.007586183265026,10.201565074342176
27,比利时,比利时,32,比利时,4937,668,178,56,9.590603160642818,3.8561271050731585
28,冰岛,冰岛,34,冰岛,737,89,2,0,44.847522370830106,19.530864421033492
29,波多黎各,波多黎各,35,波多黎各,51,12,2,0,4.370298525952583,0.7359221104986653
30,波兰,波兰,37,波兰,1051,150,14,4,29.423172375593367,41.04475511016577
31,玻利维亚,玻利维亚,38,玻利维亚,39,11,0,0,49.648701517101635,90.23410133435924
32,伯利兹,伯利兹,39,伯利兹,2,1,0,0,7.306004157341449,2.064137182040594
33,不丹,不丹,40,不丹,2,0,0,0,8.209429426612896,3.265604484775075
34,布基纳法索,布基纳法索,41,布基纳法索,146,32,3,0,24.998218258751336,22.92749673022636
35,赤道几内亚,赤道几内亚,42,赤道几内亚,6,0,0,0,8.117197849601027,2.4481406002445376
36,丹麦,丹麦,43,丹麦,1724,133,34,2,26.661887386371166,6.24551876266293
37,德国,德国,44,德国,36508,4954,198,49,43.899459389523734,46.496000691781006
38,东帝汶,东帝汶,45,东帝汶,1,0,0,0,6.727455188594198,1.2596039661908156
39,多哥,多哥,46,多哥,23,3,0,0,12.905585097384508,4.596587935937527
40,多米尼加,多米尼加,47,多米尼加,392,80,10,4,11.055731619200202,4.114215997556154
41,多米尼克,多米尼克,48,多米尼克,7,5,0,0,0.9165300698184753,0.03803228906601025
42,俄罗斯,俄罗斯,49,俄罗斯,840,182,2,2,1086.6226050090904,2913.4201356909866
43,厄瓜多尔,厄瓜多尔,50,厄瓜多尔,1211,162,29,2,31.184868452122494,20.283979588690894
44,厄立特里亚,厄立特里亚,51,厄立特里亚,4,3,0,0,22.071733292904415,10.373414452655537
45,法国,法国,52,法国,24920,2895,1331,231,65.84948177344266,66.25266750373707
46,法属圭亚那,法属圭亚那,55,法属圭亚那,28,5,0,0,12.489485824908574,7.400661348997434
47,梵蒂冈,梵蒂冈,56,梵蒂冈,4,3,0,0,0.7842750336300661,0.014991910040506387
48,菲律宾,菲律宾,57,菲律宾,636,84,38,3,104.06761462124311,23.03913329305567
49,斐济,斐济,58,斐济,5,1,0,0,10.038326159203173,1.3592394278714621
50,芬兰,芬兰,59,芬兰,880,88,3,2,54.27434433195834,62.15277280808904
51,佛得角,佛得角,60,佛得角,3,0,0,0,5.28072962671278,0.10443916008448687
52,冈比亚,冈比亚,63,冈比亚,2,0,0,0,6.839600022087903,0.9524190650590083
53,刚果（布）,刚果（布）,61,刚果（布）,4,0,0,0,33.95356808269201,26.898727715137518
54,刚果（金）,刚果（金）,62,刚果（金）,51,6,3,1,76.61868841342908,190.0706197243542
55,哥伦比亚,哥伦比亚,64,哥伦比亚,470,164,4,1,61.59567021749172,92.59563807972012
56,哥斯达黎加,哥斯达黎加,65,哥斯达黎加,201,24,2,0,12.5587484329418,4.506711944937891
57,格林纳达,格林纳达,66,格林纳达,1,0,0,0,0.5389204410902086,0.011831310053282345
58,格陵兰,格陵兰,67,格陵兰,5,1,0,0,524.1608440928724,671.69119717424
59,格鲁吉亚,格鲁吉亚,68,格鲁吉亚,77,4,0,0,15.20674687353579,7.632983375562627
60,古巴,古巴,70,古巴,57,9,1,0,31.39364180663001,9.419455764334339
61,瓜德罗普,瓜德罗普,71,瓜德罗普,76,3,0,0,0.8915983816403168,0.04435794730802925
62,关岛,关岛,72,关岛,37,5,1,0,0.9921547949026102,0.057939969908538
63,圭亚那,圭亚那,73,圭亚那,5,0,1,0,23.471985101083078,16.922442814384237
64,哈萨克斯坦,哈萨克斯坦,74,哈萨克斯坦,97,18,0,0,134.03289397384557,323.84800501333945
65,海地,海地,75,海地,8,1,0,0,10.742145566003723,2.2668577654258373
66,韩国,韩国,76,韩国,9241,104,131,5,17.98289336983087,9.888493694113702
67,阿鲁巴,阿鲁巴,6,阿鲁巴,19,7,0,0,0.5011279974658756,0.005806866656265818
68,库拉索,库拉索,98,库拉索,6,0,1,0,1.0267602865036105,0.018749631827507413
69,黑山,黑山,78,黑山,52,23,1,1,5.5204601865777025,1.3685671163827444
70,洪都拉斯,洪都拉斯,79,洪都拉斯,52,22,0,0,15.959010772843044,9.467039963324687
71,吉布提,吉布提,80,吉布提,12,9,0,0,7.321132164427671,1.9696939954665187
72,吉尔吉斯斯坦,吉尔吉斯斯坦,81,吉尔吉斯斯坦,44,2,0,0,30.688005248496406,19.771808082609148
73,几内亚,几内亚,85,几内亚,4,0,0,0,26.23962135605981,21.418330695591816
74,几内亚比绍,几内亚比绍,86,几内亚比绍,2,2,0,0,12.294015676967836,2.4913868196675657
75,加拿大,加拿大,82,加拿大,3409,1670,35,10,1539.468150466872,1671.6081244929162
76,加纳,加纳,83,加纳,68,15,2,0,20.85129287889863,20.099997197909595
77,加蓬,加蓬,84,加蓬,6,0,1,0,27.0405892544518,20.540080925034847
78,柬埔寨,柬埔寨,87,柬埔寨,96,5,0,0,18.63402528346828,15.451451733370222
79,捷克,捷克,88,捷克,1654,260,6,3,15.818643910981182,9.585600844794435
80,津巴布韦,津巴布韦,89,津巴布韦,2,0,1,0,24.014565161190962,33.489217774594756
81,喀麦隆,喀麦隆,91,喀麦隆,70,0,1,0,38.62394925249105,38.73945937697286
82,卡塔尔,卡塔尔,90,卡塔尔,537,11,0,0,4.7873525990949535,1.1415420848891193
83,开曼群岛,开曼群岛,92,开曼群岛,8,3,1,0,0.7550701551738679,0.018478842263955558
84,科特迪瓦,科特迪瓦,93,科特迪瓦,80,8,0,0,27.200269676136642,26.51686093435276
85,科威特,科威特,94,科威特,208,13,0,0,7.773666661161529,1.8230353152445502
86,克罗地亚,克罗地亚,96,克罗地亚,418,36,1,0,27.832937848644814,6.697720489730894
87,肯尼亚,肯尼亚,97,肯尼亚,25,0,0,0,32.64453207718531,46.05800391098552
88,拉脱维亚,拉脱维亚,99,拉脱维亚,221,24,0,0,17.674475146876787,8.498445404999151
89,老挝,老挝,100,老挝,3,1,0,0,32.11879367718464,18.94525851603373
90,黎巴嫩,黎巴嫩,101,黎巴嫩,333,29,4,0,4.3968577364534935,0.9857291017588082
91,立陶宛,立陶宛,104,立陶宛,274,65,4,2,13.70673626173672,9.209607774088758
92,利比里亚,利比里亚,102,利比里亚,3,0,0,0,13.951479545146258,7.8579063602181005
93,利比亚,利比亚,103,利比亚,1,0,0,0,56.750229560444566,148.12031283507005
94,列支敦士登,列支敦士登,105,列支敦士登,51,4,0,0,0.5537338509349466,0.014136864978603553
95,留尼汪,留尼汪,106,留尼汪,94,11,0,0,1.7500307292354234,0.173901524911532
96,卢森堡,卢森堡,107,卢森堡,1333,234,8,0,2.225166435247802,0.33199722996221875
97,卢旺达,卢旺达,108,卢旺达,41,1,0,0,6.096449092656216,2.1025448251222034
98,罗马尼亚,罗马尼亚,109,罗马尼亚,906,144,13,2,26.454777954956725,26.917526584737633
99,马达加斯加,马达加斯加,110,马达加斯加,19,0,0,0,40.419938104760654,49.63370971962616
