OBJECTID,name_cn,globe_中文名,gb_yq_20201014xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
1,中国,中国,216,中国,91399,11,4746,0,260.0420642247383,965.6285542020121
2,中非,中非,215,中非,4855,0,62,0,39.123866083047595,51.868558185838914
3,智利,智利,214,智利,484280,1392,13396,17,206.21721206455481,76.94303951148804
4,直布罗陀,直布罗陀,213,直布罗陀,486,1,0,0,0.013883779737298728,6.9753811538143086e-06
5,乍得,乍得,212,乍得,1321,13,92,0,50.18828397262692,107.57261660981025
6,泽西岛,泽西岛,211,泽西岛,479,30,32,0,0.4680456816075591,0.010293215375997679
7,赞比亚,赞比亚,210,赞比亚,15549,0,344,0,44.99223003303979,63.45705186734672
8,越南,越南,209,越南,1113,3,35,0,51.12959584202981,28.049825586585435
9,约旦,约旦,208,约旦,28127,2054,225,18,16.44573457072088,8.174769097572032
10,英国,英国,207,英国,634924,17232,43018,143,79.9903954045675,32.91943771178979
11,印度尼西亚,印度尼西亚,206,印度尼西亚,340622,3906,12027,92,332.8979396710687,150.2324304884161
12,印度,印度,205,印度,7239389,63509,110586,730,131.09065847419114,259.7258814008479
13,意大利,意大利,204,意大利,365467,5898,36246,41,62.443600103632996,33.47874191656079
14,以色列,以色列,203,以色列,291625,0,1995,0,8.297262355484367,2.635821759653274
15,伊朗,伊朗,202,伊朗,508389,4108,29070,254,68.40164742880606,155.2754567198577
16,伊拉克,伊拉克,201,伊拉克,409358,3921,9970,58,30.660664906794505,41.789924641345294
17,也门,也门,200,也门,2057,1,597,0,33.50044179970079,35.87496522122228
18,亚美尼亚,亚美尼亚,199,亚美尼亚,58624,1058,1039,7,9.904000073855858,3.665524679494062
19,牙买加,牙买加,198,牙买加,7910,97,146,0,4.827981222792327,0.8247678758169521
20,叙利亚,叙利亚,197,叙利亚,4826,52,231,3,20.62861988935827,18.55530574102352
21,匈牙利,匈牙利,196,匈牙利,40782,920,1023,27,17.817278628285067,10.967678988804597
22,新西兰,新西兰,195,新西兰,1518,2,25,0,58.304165366366014,29.631206387203225
23,新喀里多尼亚,新喀里多尼亚,194,新喀里多尼亚,27,0,0,0,0.31538469417421466,0.004353520399718735
24,新加坡,新加坡,193,新加坡,57884,4,28,0,1.9553307336349741,0.25237370986662855
25,希腊,希腊,192,希腊,23060,408,462,6,58.47034243451079,12.92349564717751
26,西班牙,西班牙,191,西班牙,861112,0,32929,0,55.11884117590186,54.28034351151165
27,乌兹别克斯坦,乌兹别克斯坦,190,乌兹别克斯坦,61859,325,512,2,60.566623383728384,45.83407503762211
28,乌拉圭,乌拉圭,189,乌拉圭,2313,19,51,1,16.94174796756671,17.708958502391425
29,乌克兰,乌克兰,188,乌克兰,276177,5590,5229,107,63.05817999968566,73.69212728191071
30,乌干达,乌干达,187,乌干达,9945,81,95,1,19.66101289474454,18.979199764248666
31,文莱,文莱,186,文莱,146,0,3,0,4.61752042414142,0.4896262132202135
32,委内瑞拉,委内瑞拉,185,委内瑞拉,83756,619,704,7,58.555563734225444,75.57584372702979
33,维尔京群岛,维尔京群岛,184,维尔京群岛,71,0,1,0,1.388531531582004,0.020042683177033064
34,危地马拉,危地马拉,183,危地马拉,98380,554,3410,23,15.355510089228881,9.316055587143682
35,土耳其,土耳其,182,土耳其,338779,1632,8957,62,67.6334797887219,82.29688605646889
36,突尼斯,突尼斯,181,突尼斯,32556,0,478,0,22.45869603733724,15.988278012532687
37,特立尼达和多巴哥,特立尼达和多巴哥,180,特立尼达和多巴哥,5116,15,92,2,3.6806295869510457,0.41371885206333986
38,特克斯和凯科斯群岛,特克斯和凯科斯群岛,179,特克斯和凯科斯群岛,696,0,6,0,0.16907941240067453,0.0007785022642430304
39,坦桑尼亚,坦桑尼亚,178,坦桑尼亚,509,0,21,0,42.0778900303477,78.86090528003739
40,泰国,泰国,177,泰国,3652,9,59,0,57.34601621381301,43.622431683623525
41,塔吉克斯坦,塔吉克斯坦,176,塔吉克斯坦,10297,37,79,0,28.046557374770885,14.287187520531072
42,索马里,索马里,175,索马里,3864,0,99,0,48.134093074293155,51.981417832342586
43,所罗门群岛,所罗门群岛,174,所罗门群岛,2,0,0,0,21.645114509328373,1.697236207939546
44,苏里南,苏里南,173,苏里南,5058,7,107,0,14.846759095580548,11.428348254921477
45,苏丹,苏丹,172,苏丹,13691,0,836,0,63.35097060783615,158.0466263581875
46,斯威士兰,斯威士兰,171,斯威士兰,5696,13,114,1,4.598394421340182,1.359877619613463
47,斯洛文尼亚,斯洛文尼亚,170,斯洛文尼亚,9231,399,147,3,8.241584103351055,2.260139332641656
48,斯洛伐克,斯洛伐克,169,斯洛伐克,20886,531,61,0,12.817386388913626,6.015673484608492
49,斯里兰卡,斯里兰卡,168,斯里兰卡,5038,194,13,0,10.823566818714717,5.6547578790002735
50,圣文森特和格林纳丁斯,圣文森特和格林纳丁斯,167,圣文森特和格林纳丁斯,64,0,0,0,0.5292685976111337,0.013676869382207524
51,圣皮埃尔和密克隆,圣皮埃尔和密克隆,166,圣皮埃尔和密克隆,16,0,0,0,0.6753316023788365,0.011671034933068479
52,圣马力诺,圣马力诺,165,圣马力诺,772,6,42,0,1.1315150601924537,0.053428535148338854
53,圣马丁,圣马丁,164,圣马丁,1176,0,30,0,0.15159164744217332,0.0008890849820801385
54,圣卢西亚,圣卢西亚,163,圣卢西亚,29,0,0,0,0.7709442296969025,0.028303511668235432
55,圣基茨和尼维斯,圣基茨和尼维斯,162,圣基茨和尼维斯,19,0,0,0,0.7962820065435684,0.016710142022505477
56,圣多美和普林西比,圣多美和普林西比,161,圣多美和普林西比,929,0,15,0,0.6010461132765064,0.021451675002792155
57,圣巴托洛缪岛,圣巴托洛缪岛,160,圣巴托洛缪岛,65,0,0,0,0.026108062410553995,2.9894488641715255e-05
58,沙特阿拉伯,沙特阿拉伯,159,沙特阿拉伯,340089,474,5087,19,65.94437383515975,175.59795618430638
59,塞舌尔,塞舌尔,158,塞舌尔,147,0,0,0,0.474035543369871,0.008996655297809459
60,塞浦路斯,塞浦路斯,157,塞浦路斯,2047,0,25,0,5.704546382021097,0.9150667581823533
61,塞内加尔,塞内加尔,156,塞内加尔,15307,15,315,0,24.687196205215947,15.868518139954286
62,塞拉利昂,塞拉利昂,155,塞拉利昂,2309,3,72,0,12.60435773370677,5.919323523956352
63,塞尔维亚,塞尔维亚,154,塞尔维亚,35006,152,767,2,16.158105261963865,9.776125219837244
64,萨尔瓦多,萨尔瓦多,153,萨尔瓦多,30480,284,899,5,5.903552538931276,1.8024637233042697
65,瑞士,瑞士,152,瑞士,65726,1439,1807,7,11.567842828022886,5.104879920475372
66,瑞典,瑞典,151,瑞典,100654,0,5899,0,64.62631871977871,77.22779649392695
67,日本,日本,150,日本,90140,467,1638,4,104.78979920248611,38.6245604384768
68,其他,其他,149,其他,712,0,13,0,0.4374878335246604,0.011018707466873966
69,葡萄牙,葡萄牙,148,葡萄牙,89121,1208,2110,16,22.388757655282816,9.403946300113338
70,挪威,挪威,147,挪威,15639,115,277,1,267.8994298156009,81.5746854145941
71,尼日利亚,尼日利亚,146,尼日利亚,60655,225,1116,1,41.78217691309813,76.66049680286514
72,尼日尔,尼日尔,145,尼日尔,1201,0,69,0,48.70492264514408,99.73909344344415
73,尼加拉瓜,尼加拉瓜,143,尼加拉瓜,4297,72,154,1,15.02529499901808,10.713922607552801
74,尼泊尔,尼泊尔,144,尼泊尔,115358,3556,663,18,20.23630907856142,13.060309627617007
75,南苏丹,南苏丹,142,南苏丹,2798,0,55,0,40.022963518148636,51.96847326829974
76,南非,南非,141,南非,694537,1178,18028,165,67.18513901699886,116.54854257558902
77,纳米比亚,纳米比亚,140,纳米比亚,12000,11,129,0,48.785478436018494,73.37887132917362
78,墨西哥,墨西哥,139,墨西哥,821045,3542,83945,164,131.358609552713,173.73554611987944
79,莫桑比克,莫桑比克,138,莫桑比克,10258,170,73,1,61.29778137555783,63.82014500330906
80,摩纳哥,摩纳哥,137,摩纳哥,241,2,2,0,0.8523161152170411,0.02746225000931171
81,摩洛哥,摩洛哥,136,摩洛哥,156946,3185,2685,49,35.6733960617318,39.09258313574913
82,摩尔多瓦,摩尔多瓦,135,摩尔多瓦,63275,657,1495,17,9.976920803980313,3.8970990094260927
83,缅甸,缅甸,134,缅甸,30437,1123,693,29,68.15891166902856,58.76459847928221
84,秘鲁,秘鲁,34,秘鲁,851171,1800,33357,52,63.82396572321608,107.39829219089371
85,孟加拉国,孟加拉国,133,孟加拉国,381275,1537,5577,22,28.41609417039054,11.66810330851551
86,蒙塞拉特岛,蒙塞拉特岛,132,蒙塞拉特岛,13,0,1,0,0.3013145727525658,0.004275569856415917
87,蒙古,蒙古,131,蒙古,320,2,0,0,79.9280784206789,185.73206105499946
88,美属维尔京群岛,美属维尔京群岛,130,美属维尔京群岛,1325,0,20,0,0.6600723480560536,0.010213949793748518
89,美国,美国,129,美国,7728436,46308,213626,335,527.3581157276383,1112.9050036308156
90,毛里塔尼亚,毛里塔尼亚,128,毛里塔尼亚,7565,11,163,0,51.12697975701862,92.621674883159
91,毛里求斯,毛里求斯,127,毛里求斯,404,0,10,0,1.3969938726654658,0.11273432997091014
92,马约特岛,马约特岛,126,马约特岛,4030,0,43,0,0.5941586579074284,0.01314678003616037
93,马提尼克,马提尼克,125,马提尼克,1851,0,22,0,1.122090061715181,0.06328798788871343
94,马里亚纳群岛,马里亚纳群岛,124,马里亚纳群岛,77,0,2,0,5.052993281206864,0.09621417961534802
95,马里,马里,123,马里,3297,1,132,0,59.941406505727656,105.49231858205916
96,马来西亚,马来西亚,122,马来西亚,16880,660,163,4,49.83001741353516,26.72154423503361
97,马拉维,马拉维,121,马拉维,5827,3,181,1,22.71761665511548,7.855054864778357
98,马耳他,马耳他,120,马耳他,3937,93,44,1,0.6356257713717046,0.022850810803181534
99,马尔维纳斯群岛（福克兰）,马尔维纳斯群岛（福克兰）,119,马尔维纳斯群岛（福克兰）,13,0,0,0,13.841898776692645,1.4132403670486962
100,马尔代夫,马尔代夫,118,马尔代夫,10993,50,35,0,4.263072774894659,0.9783650323967109
101,马恩岛,马恩岛,117,马恩岛,346,0,24,0,0.9719365971267176,0.04656292840224973
102,马达加斯加,马达加斯加,116,马达加斯加,16754,28,237,0,40.4199381047602,49.633709719626076
103,罗马尼亚,罗马尼亚,115,罗马尼亚,160461,3109,5535,68,26.4547779549565,26.91752658473789
104,卢旺达,卢旺达,114,卢旺达,4908,3,32,0,6.096449092656217,2.102544825122178
105,卢森堡,卢森堡,113,卢森堡,9840,109,133,0,2.225166435247727,0.3319972299621789
106,留尼汪,留尼汪,112,留尼汪,4624,0,17,0,1.7500307292354147,0.17390152491151134
107,列支敦士登,列支敦士登,111,列支敦士登,155,6,1,0,0.5537338509349256,0.014136864978593625
108,利比亚,利比亚,109,利比亚,44985,1164,656,12,56.750229560444666,148.12031283507056
