OBJECTID,globe_OBJECTID,name_cn,globe_中文名,globe_Shape_Leng,gb_yq_20220421xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
1,1,中国,中国,260.042064225,228,中国,549764,5309,14742,37,260.04206422474147,965.6285542020123
2,2,中非,中非,39.123866083,227,中非,14354,0,113,0,39.123866083048675,51.868558185838594
3,3,智利,智利,206.217212065,226,智利,3535534,2885,57283,8,206.21721206455453,76.94303951148807
4,4,直布罗陀,直布罗陀,0.0138837797373,225,直布罗陀,17494,0,101,0,0.013883779737236826,6.97538115385218e-06
5,5,乍得,乍得,50.1882839726,224,乍得,7396,0,193,0,50.18828397262675,107.57261660981044
6,6,泽西岛,泽西岛,0.468045681608,223,泽西岛,49228,125,123,1,0.46804568160716375,0.010293215375969375
7,7,赞比亚,赞比亚,44.992230033,222,赞比亚,318640,0,3973,0,44.99223003303926,63.45705186734683
8,8,越南,越南,51.129595842,221,越南,10502590,13271,42982,7,51.129595842029055,28.049825586585218
9,9,约旦,约旦,16.4457345707,220,约旦,1695432,0,14059,0,16.44573457072095,8.174769097572026
10,10,英国,英国,79.9903954046,219,英国,21890041,15945,172386,24,79.99039540456778,32.91943771179002
11,11,印度尼西亚,印度尼西亚,332.897939671,218,印度尼西亚,6042595,585,156015,41,332.89793967106874,150.2324304884168
12,12,印度,印度,131.090658474,217,印度,43049974,2380,522062,56,131.09065847419012,259.72588140084724
13,13,意大利,意大利,62.4436001036,216,意大利,15858442,100440,162098,205,62.44360010363238,33.478741916560494
14,14,以色列,以色列,8.29726235548,215,以色列,4046938,4054,10658,0,8.297262355484154,2.635821759653052
15,15,伊朗,伊朗,68.4016474288,214,伊朗,7212395,1607,140896,19,68.40164742880594,155.27545671985794
16,16,伊拉克,伊拉克,30.6606649068,213,伊拉克,2323707,199,25201,1,30.660664906794203,41.78992464134522
17,17,也门,也门,33.5004417997,212,也门,11818,0,2148,0,33.50044179970094,35.874965221221984
18,18,亚美尼亚,亚美尼亚,9.90400007386,211,亚美尼亚,422805,6,8622,0,9.904000073855808,3.665524679494105
19,19,牙买加,牙买加,4.82798122279,210,牙买加,129347,35,2936,4,4.827981222792307,0.8247678758169106
20,20,叙利亚,叙利亚,20.6286198894,209,叙利亚,55785,3,3150,0,20.628619889358337,18.555305741023673
21,21,匈牙利,匈牙利,17.8172786283,208,匈牙利,1888906,3041,46024,24,17.81727862828512,10.96767898880457
22,22,新西兰,新西兰,58.3041653664,207,新西兰,858576,10360,600,18,58.304165366366284,29.63120638720386
23,23,新喀里多尼亚,新喀里多尼亚,0.315384694174,206,新喀里多尼亚,60593,0,312,0,0.3153846941739794,0.0043535203997104345
24,24,新加坡,新加坡,1.95533073363,205,新加坡,1170970,3472,1319,2,1.9553307336349242,0.2523737098666097
25,25,希腊,希腊,58.4703424345,204,希腊,3259613,7365,28765,64,58.47034243451138,12.923495647177484
26,27,西班牙,西班牙,55.1188411759,203,西班牙,11736893,0,103721,0,55.118841175901764,54.280343511511816
27,28,乌兹别克斯坦,乌兹别克斯坦,60.5666233837,202,乌兹别克斯坦,238401,34,1637,0,60.5666233837278,45.83407503762229
28,29,乌拉圭,乌拉圭,16.9417479676,201,乌拉圭,895775,0,7197,0,16.941747967566673,17.708958502391088
29,30,乌克兰,乌克兰,63.0581799997,200,乌克兰,4996411,1021,108296,10,63.05817999968692,73.69212728191064
30,31,乌干达,乌干达,19.6610128947,199,乌干达,164024,0,3597,0,19.661012894744616,18.979199764248577
