OBJECTID,globe_OBJECTID,name_cn,globe_中文名,globe_Shape_Leng,gb_yq_20201112xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
1,1,中国,中国,260.042064225,219,中国,92372,36,4749,0,260.04206422474147,965.6285542020123
2,2,中非,中非,39.123866083,218,中非,4888,4,62,0,39.123866083048675,51.868558185838594
3,3,智利,智利,206.217212065,217,智利,524804,897,14633,22,206.21721206455453,76.94303951148807
4,4,直布罗陀,直布罗陀,0.0138837797373,216,直布罗陀,814,9,0,0,0.013883779737236826,6.97538115385218e-06
5,5,乍得,乍得,50.1882839726,215,乍得,1565,4,99,0,50.18828397262675,107.57261660981044
6,6,泽西岛,泽西岛,0.468045681608,214,泽西岛,690,18,32,0,0.46804568160716375,0.010293215375969375
7,7,赞比亚,赞比亚,44.992230033,213,赞比亚,17036,39,350,0,44.99223003303926,63.45705186734683
8,8,越南,越南,51.129595842,212,越南,1252,26,35,0,51.129595842029055,28.049825586585218
9,9,约旦,约旦,16.4457345707,211,约旦,126401,5419,1467,81,16.44573457072095,8.174769097572026
10,10,英国,英国,79.9903954046,210,英国,1256729,22950,50365,595,79.99039540456778,32.91943771179002
11,11,印度尼西亚,印度尼西亚,332.897939671,209,印度尼西亚,448118,3770,14836,75,332.89793967106874,150.2324304884168
12,12,印度,印度,131.090658474,208,印度,8683916,47905,128121,550,131.09065847419012,259.72588140084724
13,13,意大利,意大利,62.4436001036,207,意大利,1028424,32961,42953,623,62.44360010363238,33.478741916560494
14,14,以色列,以色列,8.29726235548,206,以色列,320815,0,2696,0,8.297262355484154,2.635821759653052
15,15,伊朗,伊朗,68.4016474288,205,伊朗,715068,11780,39664,462,68.40164742880594,155.27545671985794
16,16,伊拉克,伊拉克,30.6606649068,204,伊拉克,508508,3198,11482,50,30.660664906794203,41.78992464134522
17,17,也门,也门,33.5004417997,203,也门,2070,0,602,0,33.50044179970094,35.874965221221984
18,18,亚美尼亚,亚美尼亚,9.90400007386,202,亚美尼亚,112680,2132,1668,32,9.904000073855808,3.665524679494105
19,19,牙买加,牙买加,4.82798122279,201,牙买加,9581,8,225,1,4.827981222792307,0.8247678758169106
20,20,叙利亚,叙利亚,20.6286198894,200,叙利亚,6421,69,329,4,20.628619889358337,18.555305741023673
21,21,匈牙利,匈牙利,17.8172786283,199,匈牙利,126790,3927,2784,87,17.81727862828512,10.96767898880457
22,22,新西兰,新西兰,58.3041653664,198,新西兰,1635,3,25,0,58.304165366366284,29.63120638720386
23,23,新喀里多尼亚,新喀里多尼亚,0.315384694174,197,新喀里多尼亚,29,0,0,0,0.3153846941739794,0.0043535203997104345
24,24,新加坡,新加坡,1.95533073363,196,新加坡,58091,18,28,0,1.9553307336349242,0.2523737098666097
25,25,希腊,希腊,58.4703424345,195,希腊,63321,2751,909,43,58.47034243451138,12.923495647177484
26,27,西班牙,西班牙,55.1188411759,194,西班牙,1417709,19096,40105,349,55.118841175901764,54.280343511511816
27,28,乌兹别克斯坦,乌兹别克斯坦,60.5666233837,193,乌兹别克斯坦,69397,224,591,2,60.5666233837278,45.83407503762229
28,29,乌拉圭,乌拉圭,16.9417479676,192,乌拉圭,3620,60,62,0,16.941747967566673,17.708958502391088
29,30,乌克兰,乌克兰,63.0581799997,191,乌克兰,500865,11057,9145,198,63.05817999968692,73.69212728191064
30,31,乌干达,乌干达,19.6610128947,190,乌干达,14993,289,139,6,19.661012894744616,18.979199764248577
31,32,文莱,文莱,4.61752042414,189,文莱,148,0,3,0,4.61752042414165,0.4896262132202988
32,33,委内瑞拉,委内瑞拉,58.5555637342,188,委内瑞拉,95445,296,834,4,58.55556373422501,75.57584372702944
33,34,维尔京群岛,维尔京群岛,1.38853153158,187,维尔京群岛,72,0,1,0,1.3885315315819444,0.020042683177038677
34,35,危地马拉,危地马拉,15.3555100892,186,危地马拉,112811,682,3845,13,15.355510089228543,9.31605558714351
35,36,瓦努阿图,瓦努阿图,11.851157107,185,瓦努阿图,1,0,0,0,11.851157106954787,0.5959110387382458
36,230,瓦利斯群岛和富图纳群岛,瓦利斯群岛和富图纳群岛,0.545708928193,184,瓦利斯群岛和富图纳群岛,1,0,0,0,0.5457089281929385,0.008047407074154939
37,38,土耳其,土耳其,67.6334797887,183,土耳其,402053,2693,11145,86,67.63347978872251,82.29688605646851
38,40,突尼斯,突尼斯,22.4586960373,182,突尼斯,74522,1529,2100,94,22.458696037337344,15.988278012532524
39,41,特立尼达和多巴哥,特立尼达和多巴哥,3.68062958695,181,特立尼达和多巴哥,5904,55,111,0,3.680629586951003,0.4137188520633441
40,42,特克斯和凯科斯群岛,特克斯和凯科斯群岛,0.169079412401,180,特克斯和凯科斯群岛,711,4,6,0,0.16907941240058638,0.0007785022642414073
41,44,坦桑尼亚,坦桑尼亚,42.0778900303,179,坦桑尼亚,509,0,21,0,42.077890030347234,78.86090528003723
42,45,泰国,泰国,57.3460162138,178,泰国,3852,5,60,0,57.346016213812554,43.62243168362355
43,46,塔吉克斯坦,塔吉克斯坦,28.0465573748,177,塔吉克斯坦,11456,39,84,0,28.046557374771083,14.28718752053117
44,47,索马里,索马里,48.1340930743,176,索马里,4301,0,107,0,48.13409307429269,51.98141783234195
45,48,所罗门群岛,所罗门群岛,21.6451145093,175,所罗门群岛,16,0,0,0,21.645114509328284,1.6972362079395185
46,49,苏里南,苏里南,14.8467590956,174,苏里南,5245,4,113,0,14.84675909558034,11.428348254921412
47,50,苏丹,苏丹,63.3509706078,173,苏丹,14346,0,1116,0,63.35097060783581,158.0466263581876
48,51,斯威士兰,斯威士兰,4.59839442134,172,斯威士兰,6044,20,117,0,4.598394421340223,1.3598776196135145
49,52,斯洛文尼亚,斯洛文尼亚,8.24158410335,171,斯洛文尼亚,48939,2222,424,14,8.241584103350847,2.260139332641655
50,53,斯洛伐克,斯洛伐克,12.8173863889,170,斯洛伐克,79181,2058,414,24,12.817386388913786,6.015673484608724
51,54,斯里兰卡,斯里兰卡,10.8235668187,169,斯里兰卡,14715,0,41,0,10.823566818714909,5.654757879000185
52,55,圣文森特和格林纳丁斯,圣文森特和格林纳丁斯,0.529268597611,168,圣文森特和格林纳丁斯,76,0,0,0,0.5292685976113046,0.013676869382214626
53,56,圣皮埃尔和密克隆,圣皮埃尔和密克隆,0.675331602379,167,圣皮埃尔和密克隆,14,0,0,0,0.6753316023787348,0.011671034933062678
54,57,圣马力诺,圣马力诺,1.13151506019,166,圣马力诺,1190,35,42,0,1.1315150601924215,0.05342853514833507
