OBJECTID,name_cn,globe_中文名,gb_yq_20200428xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
1,中国,中国,212,中国,84369,22,4643,0,260.0420642247383,965.6285542020121
2,中非,中非,211,中非,42,23,0,0,39.123866083047595,51.868558185838914
3,智利,智利,210,智利,13813,482,198,9,206.21721206455481,76.94303951148804
4,直布罗陀,直布罗陀,209,直布罗陀,141,0,0,0,0.013883779737298728,6.9753811538143086e-06
5,乍得,乍得,208,乍得,46,0,0,0,50.18828397262692,107.57261660981025
6,泽西岛,泽西岛,207,泽西岛,281,1,19,0,0.4680456816075591,0.010293215375997679
7,赞比亚,赞比亚,206,赞比亚,89,1,3,0,44.99223003303979,63.45705186734672
8,越南,越南,205,越南,270,0,0,0,51.12959584202981,28.049825586585435
9,约旦,约旦,204,约旦,449,2,7,0,16.44573457072088,8.174769097572032
10,英国,英国,203,英国,157153,4309,21092,360,79.9903954045675,32.91943771178979
11,印度尼西亚,印度尼西亚,202,印度尼西亚,9096,214,765,22,332.8979396710687,150.2324304884161
12,印度,印度,201,印度,29435,1543,934,62,131.09065847419114,259.7258814008479
13,意大利,意大利,200,意大利,199414,1739,26977,333,62.443600103632996,33.47874191656079
14,以色列,以色列,199,以色列,15466,68,202,3,8.297262355484367,2.635821759653274
15,伊朗,伊朗,198,伊朗,91472,991,5806,96,68.40164742880606,155.2754567198577
16,伊拉克,伊拉克,197,伊拉克,1847,27,88,1,30.660664906794505,41.789924641345294
17,也门,也门,196,也门,1,0,0,0,33.50044179970079,35.87496522122228
18,亚美尼亚,亚美尼亚,195,亚美尼亚,1867,59,30,1,9.904000073855858,3.665524679494062
19,牙买加,牙买加,194,牙买加,305,0,7,0,4.827981222792327,0.8247678758169521
20,叙利亚,叙利亚,193,叙利亚,43,1,3,0,20.62861988935827,18.55530574102352
21,匈牙利,匈牙利,192,匈牙利,2649,66,291,11,17.817278628285067,10.967678988804597
22,新西兰,新西兰,191,新西兰,1124,2,19,0,58.304165366366014,29.631206387203225
23,新喀里多尼亚,新喀里多尼亚,190,新喀里多尼亚,18,0,0,0,0.31538469417421466,0.004353520399718735
24,新加坡,新加坡,189,新加坡,14423,799,14,2,1.9553307336349741,0.25237370986662855
25,希腊,希腊,188,希腊,2534,28,136,6,58.47034243451079,12.92349564717751
26,西班牙,西班牙,187,西班牙,209465,1831,23190,0,55.11884117590186,54.28034351151165
27,乌兹别克斯坦,乌兹别克斯坦,186,乌兹别克斯坦,1924,37,8,0,60.566623383728384,45.83407503762211
28,乌拉圭,乌拉圭,185,乌拉圭,606,10,15,1,16.94174796756671,17.708958502391425
29,乌克兰,乌克兰,184,乌克兰,9410,401,239,19,63.05817999968566,73.69212728191071
30,乌干达,乌干达,183,乌干达,79,4,0,0,19.66101289474454,18.979199764248666
31,文莱,文莱,182,文莱,138,0,1,0,4.61752042414142,0.4896262132202135
32,委内瑞拉,委内瑞拉,181,委内瑞拉,325,2,10,0,58.555563734225444,75.57584372702979
33,维尔京群岛,维尔京群岛,180,维尔京群岛,6,0,1,0,1.388531531582004,0.020042683177033064
34,危地马拉,危地马拉,179,危地马拉,500,27,15,0,15.355510089228881,9.316055587143682
35,土耳其,土耳其,178,土耳其,112261,2131,2900,95,67.6334797887219,82.29688605646889
36,突尼斯,突尼斯,177,突尼斯,967,18,39,1,22.45869603733724,15.988278012532687
37,特立尼达和多巴哥,特立尼达和多巴哥,176,特立尼达和多巴哥,116,1,8,0,3.6806295869510457,0.41371885206333986
38,特克斯和凯科斯群岛,特克斯和凯科斯群岛,175,特克斯和凯科斯群岛,12,1,1,0,0.16907941240067453,0.0007785022642430304
39,坦桑尼亚,坦桑尼亚,174,坦桑尼亚,300,0,10,0,42.0778900303477,78.86090528003739
40,泰国,泰国,173,泰国,2938,7,54,2,57.34601621381301,43.622431683623525
41,索马里,索马里,172,索马里,480,44,26,3,48.134093074293155,51.981417832342586
42,苏里南,苏里南,171,苏里南,10,0,1,0,14.846759095580548,11.428348254921477
43,苏丹,苏丹,170,苏丹,275,38,22,1,63.35097060783615,158.0466263581875
44,斯威士兰,斯威士兰,169,斯威士兰,65,6,1,0,4.598394421340182,1.359877619613463
45,斯洛文尼亚,斯洛文尼亚,168,斯洛文尼亚,1407,0,83,1,8.241584103351055,2.260139332641656
46,斯洛伐克,斯洛伐克,167,斯洛伐克,1381,2,18,0,12.817386388913626,6.015673484608492
47,斯里兰卡,斯里兰卡,166,斯里兰卡,523,0,7,0,10.823566818714717,5.6547578790002735
48,圣文森特和格林纳丁斯,圣文森特和格林纳丁斯,165,圣文森特和格林纳丁斯,15,1,0,0,0.5292685976111337,0.013676869382207524
49,圣皮埃尔和密克隆,圣皮埃尔和密克隆,164,圣皮埃尔和密克隆,1,0,0,0,0.6753316023788365,0.011671034933068479
50,圣马力诺,圣马力诺,163,圣马力诺,538,0,41,0,1.1315150601924537,0.053428535148338854
51,圣马丁,圣马丁,162,圣马丁,112,0,16,0,0.15159164744217332,0.0008890849820801385
52,圣卢西亚,圣卢西亚,161,圣卢西亚,15,0,0,0,0.7709442296969025,0.028303511668235432
53,圣基茨和尼维斯,圣基茨和尼维斯,160,圣基茨和尼维斯,15,0,0,0,0.7962820065435684,0.016710142022505477
54,圣多美和普林西比,圣多美和普林西比,159,圣多美和普林西比,8,0,0,0,0.6010461132765064,0.021451675002792155
55,圣巴托洛缪岛,圣巴托洛缪岛,158,圣巴托洛缪岛,6,0,0,0,0.026108062410553995,2.9894488641715255e-05
56,沙特阿拉伯,沙特阿拉伯,157,沙特阿拉伯,18811,1289,144,5,65.94437383515975,175.59795618430638
57,塞舌尔,塞舌尔,156,塞舌尔,11,0,0,0,0.474035543369871,0.008996655297809459
58,塞浦路斯,塞浦路斯,155,塞浦路斯,822,5,20,3,5.704546382021097,0.9150667581823533
59,塞内加尔,塞内加尔,154,塞内加尔,735,64,9,0,24.687196205215947,15.868518139954286
60,塞拉利昂,塞拉利昂,153,塞拉利昂,99,6,4,0,12.60435773370677,5.919323523956352
61,塞尔维亚,塞尔维亚,152,塞尔维亚,8275,233,162,6,16.158105261963865,9.776125219837244
62,萨尔瓦多,萨尔瓦多,151,萨尔瓦多,323,25,8,0,5.903552538931276,1.8024637233042697
63,瑞士,瑞士,150,瑞士,29081,103,1352,16,11.567842828022886,5.104879920475372
64,瑞典,瑞典,149,瑞典,18926,286,2274,80,64.62631871977871,77.22779649392695
65,日本,日本,148,日本,13576,191,376,25,104.78979920248611,38.6245604384768
66,其他,其他,147,其他,712,0,13,0,0.4374878335246604,0.011018707466873966
67,葡萄牙,葡萄牙,146,葡萄牙,24027,163,928,25,22.388757655282816,9.403946300113338
68,挪威,挪威,145,挪威,7533,28,193,0,267.8994298156009,81.5746854145941
69,尼日利亚,尼日利亚,144,尼日利亚,1337,64,40,0,41.78217691309813,76.66049680286514
70,尼日尔,尼日尔,143,尼日尔,701,5,29,0,48.70492264514408,99.73909344344415
71,尼加拉瓜,尼加拉瓜,141,尼加拉瓜,13,0,3,0,15.02529499901808,10.713922607552801
72,尼泊尔,尼泊尔,142,尼泊尔,52,1,0,0,20.23630907856142,13.060309627617007
73,南苏丹,南苏丹,140,南苏丹,6,0,0,0,40.022963518148636,51.96847326829974
74,南非,南非,139,南非,4793,247,90,3,67.18513901699886,116.54854257558902
75,纳米比亚,纳米比亚,138,纳米比亚,16,0,0,0,48.785478436018494,73.37887132917362
76,墨西哥,墨西哥,137,墨西哥,14677,835,1351,46,131.358609552713,173.73554611987944
77,莫桑比克,莫桑比克,136,莫桑比克,76,0,0,0,61.29778137555783,63.82014500330906
78,摩纳哥,摩纳哥,135,摩纳哥,68,0,1,0,0.8523161152170411,0.02746225000931171
79,摩洛哥,摩洛哥,134,摩洛哥,4120,55,162,1,35.6733960617318,39.09258313574913
80,摩尔多瓦,摩尔多瓦,133,摩尔多瓦,3481,73,103,7,9.976920803980313,3.8970990094260927
81,缅甸,缅甸,132,缅甸,146,0,5,0,68.15891166902856,58.76459847928221
82,秘鲁,秘鲁,34,秘鲁,27517,2186,728,28,63.82396572321608,107.39829219089371
83,孟加拉国,孟加拉国,131,孟加拉国,5913,497,152,7,28.41609417039054,11.66810330851551
84,蒙塞拉特岛,蒙塞拉特岛,130,蒙塞拉特岛,11,0,1,0,0.3013145727525658,0.004275569856415917
85,蒙古,蒙古,129,蒙古,38,0,0,0,79.9280784206789,185.73206105499946
86,美属维尔京群岛,美属维尔京群岛,128,美属维尔京群岛,59,4,4,1,0.6600723480560536,0.010213949793748518
87,美国,美国,127,美国,960916,29218,49170,1190,527.3581157276383,1112.9050036308156
88,毛里塔尼亚,毛里塔尼亚,126,毛里塔尼亚,7,0,1,0,51.12697975701862,92.621674883159
89,毛里求斯,毛里求斯,125,毛里求斯,334,2,9,0,1.3969938726654658,0.11273432997091014
90,马约特岛,马约特岛,124,马约特岛,433,32,4,0,0.5941586579074284,0.01314678003616037
91,马提尼克,马提尼克,123,马提尼克,175,0,14,0,1.122090061715181,0.06328798788871343
92,马里亚纳群岛,马里亚纳群岛,122,马里亚纳群岛,14,0,2,0,5.052993281206864,0.09621417961534802
93,马里,马里,121,马里,408,19,23,0,59.941406505727656,105.49231858205916
94,马来西亚,马来西亚,120,马来西亚,5820,40,99,1,49.83001741353516,26.72154423503361
95,马拉维,马拉维,119,马拉维,36,2,3,0,22.71761665511548,7.855054864778357
96,马耳他,马耳他,118,马耳他,450,2,4,0,0.6356257713717046,0.022850810803181534
97,马尔维纳斯群岛（福克兰）,马尔维纳斯群岛（福克兰）,117,马尔维纳斯群岛（福克兰）,13,0,0,0,13.841898776692645,1.4132403670486962
98,马尔代夫,马尔代夫,116,马尔代夫,214,26,0,0,4.263072774894659,0.9783650323967109
99,马恩岛,马恩岛,115,马恩岛,308,0,18,0,0.9719365971267176,0.04656292840224973
100,马达加斯加,马达加斯加,114,马达加斯加,128,0,0,0,40.4199381047602,49.633709719626076
101,罗马尼亚,罗马尼亚,113,罗马尼亚,11339,303,631,23,26.4547779549565,26.91752658473789
102,卢旺达,卢旺达,112,卢旺达,207,16,0,0,6.096449092656217,2.102544825122178
103,卢森堡,卢森堡,111,卢森堡,3729,6,88,0,2.225166435247727,0.3319972299621789
