OBJECTID,name_cn,globe_中文名,gb_yq_20201008xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
1,中国,中国,216,中国,91252,40,4746,0,260.0420642247383,965.6285542020121
2,中非,中非,215,中非,4853,0,62,0,39.123866083047595,51.868558185838914
3,智利,智利,214,智利,474440,1134,13090,20,206.21721206455481,76.94303951148804
4,直布罗陀,直布罗陀,213,直布罗陀,437,5,0,0,0.013883779737298728,6.9753811538143086e-06
5,乍得,乍得,212,乍得,1251,13,89,1,50.18828397262692,107.57261660981025
6,泽西岛,泽西岛,211,泽西岛,438,7,32,0,0.4680456816075591,0.010293215375997679
7,赞比亚,赞比亚,210,赞比亚,15224,54,335,0,44.99223003303979,63.45705186734672
8,越南,越南,209,越南,1099,1,35,0,51.12959584202981,28.049825586585435
9,约旦,约旦,208,约旦,20200,1199,131,9,16.44573457072088,8.174769097572032
10,英国,英国,207,英国,544279,14162,42515,70,79.9903954045675,32.91943771178979
11,印度尼西亚,印度尼西亚,206,印度尼西亚,315714,4538,11472,98,332.8979396710687,150.2324304884161
12,印度,印度,205,印度,6835655,78524,105526,971,131.09065847419114,259.7258814008479
13,意大利,意大利,204,意大利,333940,3677,36061,31,62.443600103632996,33.47874191656079
14,以色列,以色列,203,以色列,273460,0,1765,0,8.297262355484367,2.635821759653274
15,伊朗,伊朗,202,伊朗,483844,4019,27658,239,68.40164742880606,155.2754567198577
16,伊拉克,伊拉克,201,伊拉克,391044,3923,9604,73,30.660664906794505,41.789924641345294
17,也门,也门,200,也门,2053,2,594,0,33.50044179970079,35.87496522122228
18,亚美尼亚,亚美尼亚,199,亚美尼亚,54473,718,1004,9,9.904000073855858,3.665524679494062
19,牙买加,牙买加,198,牙买加,7191,82,126,3,4.827981222792327,0.8247678758169521
20,叙利亚,叙利亚,197,叙利亚,4504,47,212,3,20.62861988935827,18.55530574102352
21,匈牙利,匈牙利,196,匈牙利,33114,0,877,0,17.817278628285067,10.967678988804597
22,新西兰,新西兰,195,新西兰,1508,3,25,0,58.304165366366014,29.631206387203225
