OBJECTID,globe_OBJECTID,name_cn,globe_中文名,globe_Shape_Leng,gb_yq_20211224xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
1,1,中国,中国,260.042064225,225,中国,130376,165,5699,0,260.04206422474147,965.6285542020123
2,2,中非,中非,39.123866083,224,中非,12142,181,101,0,39.123866083048675,51.868558185838594
3,3,智利,智利,206.217212065,223,智利,1796232,1482,38954,54,206.21721206455453,76.94303951148807
4,4,直布罗陀,直布罗陀,0.0138837797373,222,直布罗陀,8014,60,100,0,0.013883779737236826,6.97538115385218e-06
5,5,乍得,乍得,50.1882839726,221,乍得,5703,0,181,0,50.18828397262675,107.57261660981044
6,6,泽西岛,泽西岛,0.468045681608,220,泽西岛,16957,155,89,0,0.46804568160716375,0.010293215375969375
7,7,赞比亚,赞比亚,44.992230033,219,赞比亚,225260,3380,3688,3,44.99223003303926,63.45705186734683
8,8,越南,越南,51.129595842,218,越南,1604712,16377,30531,280,51.129595842029055,28.049825586585218
9,9,约旦,约旦,16.4457345707,217,约旦,1047953,2239,12372,43,16.44573457072095,8.174769097572026
10,10,英国,英国,79.9903954046,216,英国,11769925,122448,147720,147,79.99039540456778,32.91943771179002
11,11,印度尼西亚,印度尼西亚,332.897939671,215,印度尼西亚,4261412,204,144047,5,332.89793967106874,150.2324304884168
12,12,印度,印度,131.090658474,214,印度,34772626,6650,479133,374,131.09065847419012,259.72588140084724
13,13,意大利,意大利,62.4436001036,213,意大利,5517054,44585,136245,168,62.44360010363238,33.478741916560494
14,14,以色列,以色列,8.29726235548,212,以色列,1361291,1515,8241,1,8.297262355484154,2.635821759653052
15,15,伊朗,伊朗,68.4016474288,211,伊朗,6179817,1932,131262,51,68.40164742880594,155.27545671985794
16,16,伊拉克,伊拉克,30.6606649068,210,伊拉克,2091834,312,24108,13,30.660664906794203,41.78992464134522
17,17,也门,也门,33.5004417997,209,也门,10105,2,1981,0,33.50044179970094,35.874965221221984
18,18,亚美尼亚,亚美尼亚,9.90400007386,208,亚美尼亚,344261,135,7939,3,9.904000073855808,3.665524679494105
19,19,牙买加,牙买加,4.82798122279,207,牙买加,92279,53,2461,11,4.827981222792307,0.8247678758169106
20,20,叙利亚,叙利亚,20.6286198894,206,叙利亚,49961,50,2863,4,20.628619889358337,18.555305741023673
21,21,匈牙利,匈牙利,17.8172786283,205,匈牙利,1237330,0,38307,0,17.81727862828512,10.96767898880457
22,22,新西兰,新西兰,58.3041653664,204,新西兰,13349,72,49,0,58.304165366366284,29.63120638720386
23,23,新喀里多尼亚,新喀里多尼亚,0.315384694174,203,新喀里多尼亚,12717,16,280,0,0.3153846941739794,0.0043535203997104345
24,24,新加坡,新加坡,1.95533073363,202,新加坡,277042,322,820,2,1.9553307336349242,0.2523737098666097
25,25,希腊,希腊,58.4703424345,201,希腊,1056583,6647,20198,72,58.47034243451138,12.923495647177484
26,27,西班牙,西班牙,55.1188411759,200,西班牙,5718008,23950,89019,20,55.118841175901764,54.280343511511816
27,28,乌兹别克斯坦,乌兹别克斯坦,60.5666233837,199,乌兹别克斯坦,197918,165,1475,4,60.5666233837278,45.83407503762229
28,29,乌拉圭,乌拉圭,16.9417479676,198,乌拉圭,405681,445,6159,2,16.941747967566673,17.708958502391088
29,30,乌克兰,乌克兰,63.0581799997,197,乌克兰,3637038,6647,94432,248,63.05817999968692,73.69212728191064
30,31,乌干达,乌干达,19.6610128947,196,乌干达,130178,0,3274,0,19.661012894744616,18.979199764248577
31,32,文莱,文莱,4.61752042414,195,文莱,15429,3,57,0,4.61752042414165,0.4896262132202988
32,33,委内瑞拉,委内瑞拉,58.5555637342,194,委内瑞拉,442431,253,5306,7,58.55556373422501,75.57584372702944
33,34,维尔京群岛,维尔京群岛,1.38853153158,193,维尔京群岛,3016,0,39,0,1.3885315315819444,0.020042683177038677
34,35,危地马拉,危地马拉,15.3555100892,192,危地马拉,624544,373,16085,4,15.355510089228543,9.31605558714351
35,36,瓦努阿图,瓦努阿图,11.851157107,191,瓦努阿图,7,0,0,0,11.851157106954787,0.5959110387382458
36,230,瓦利斯群岛和富图纳群岛,瓦利斯群岛和富图纳群岛,0.545708928193,190,瓦利斯群岛和富图纳群岛,454,0,7,0,0.5457089281929385,0.008047407074154939
37,38,土耳其,土耳其,67.6334797887,189,土耳其,9247606,18771,81125,168,67.63347978872251,82.29688605646851
38,40,突尼斯,突尼斯,22.4586960373,188,突尼斯,722123,326,25509,18,22.458696037337344,15.988278012532524
39,41,特立尼达和多巴哥,特立尼达和多巴哥,3.68062958695,187,特立尼达和多巴哥,87052,456,2662,23,3.680629586951003,0.4137188520633441
40,42,特克斯和凯科斯群岛,特克斯和凯科斯群岛,0.169079412401,186,特克斯和凯科斯群岛,3208,30,26,0,0.16907941240058638,0.0007785022642414073
41,43,汤加,汤加,0.104607117127,185,汤加,1,0,0,0,0.10460711712712757,0.0005001888838667302
42,44,坦桑尼亚,坦桑尼亚,42.0778900303,184,坦桑尼亚,26483,0,734,0,42.077890030347234,78.86090528003723
43,45,泰国,泰国,57.3460162138,183,泰国,2204672,2671,21528,27,57.346016213812554,43.62243168362355
44,46,塔吉克斯坦,塔吉克斯坦,28.0465573748,182,塔吉克斯坦,17493,0,125,0,28.046557374771083,14.28718752053117
45,47,索马里,索马里,48.1340930743,181,索马里,23532,363,1333,0,48.13409307429269,51.98141783234195
46,48,所罗门群岛,所罗门群岛,21.6451145093,180,所罗门群岛,20,0,0,0,21.645114509328284,1.6972362079395185
47,49,苏里南,苏里南,14.8467590956,179,苏里南,51518,20,1186,0,14.84675909558034,11.428348254921412
48,50,苏丹,苏丹,63.3509706078,178,苏丹,46100,0,3298,0,63.35097060783581,158.0466263581876
49,51,斯威士兰,斯威士兰,4.59839442134,177,斯威士兰,63440,550,1269,2,4.598394421340223,1.3598776196135145
50,52,斯洛文尼亚,斯洛文尼亚,8.24158410335,176,斯洛文尼亚,453096,1124,6008,1,8.241584103350847,2.260139332641655
51,53,斯洛伐克,斯洛伐克,12.8173863889,175,斯洛伐克,824172,4679,16290,51,12.817386388913786,6.015673484608724
52,54,斯里兰卡,斯里兰卡,10.8235668187,174,斯里兰卡,582722,573,14852,20,10.823566818714909,5.654757879000185
53,55,圣文森特和格林纳丁斯,圣文森特和格林纳丁斯,0.529268597611,173,圣文森特和格林纳丁斯,5810,0,79,0,0.5292685976113046,0.013676869382214626
54,56,圣皮埃尔和密克隆,圣皮埃尔和密克隆,0.675331602379,172,圣皮埃尔和密克隆,96,0,0,0,0.6753316023787348,0.011671034933062678
55,57,圣马力诺,圣马力诺,1.13151506019,171,圣马力诺,7527,77,98,1,1.1315150601924215,0.05342853514833507
56,58,圣马丁,圣马丁,0.151591647442,170,圣马丁,8810,30,113,0,0.15159164744197645,0.0008890849820772644
57,59,圣卢西亚,圣卢西亚,0.770944229697,169,圣卢西亚,13225,16,295,0,0.7709442296968367,0.028303511668229614
58,60,圣基茨和尼维斯,圣基茨和尼维斯,0.796282006544,168,圣基茨和尼维斯,2815,6,28,0,0.7962820065434348,0.016710142022501075
59,62,圣多美和普林西比,圣多美和普林西比,0.601046113277,167,圣多美和普林西比,3741,4,57,0,0.6010461132765041,0.021451675002790604
