OBJECTID,name_cn,globe_中文名,gb_yq_20200501xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
1,中国,中国,214,中国,84388,3,4643,0,260.0420642247383,965.6285542020121
2,中非,中非,213,中非,64,14,0,0,39.123866083047595,51.868558185838914
3,智利,智利,212,智利,16023,1138,227,11,206.21721206455481,76.94303951148804
4,直布罗陀,直布罗陀,211,直布罗陀,141,0,0,0,0.013883779737298728,6.9753811538143086e-06
5,乍得,乍得,210,乍得,73,21,3,1,50.18828397262692,107.57261660981025
6,泽西岛,泽西岛,209,泽西岛,290,6,20,0,0.4680456816075591,0.010293215375997679
7,赞比亚,赞比亚,208,赞比亚,106,9,3,0,44.99223003303979,63.45705186734672
8,越南,越南,207,越南,270,0,0,0,51.12959584202981,28.049825586585435
9,约旦,约旦,206,约旦,453,2,8,0,16.44573457072088,8.174769097572032
10,英国,英国,205,英国,171257,6032,26771,674,79.9903954045675,32.91943771178979
11,印度尼西亚,印度尼西亚,204,印度尼西亚,10118,347,792,8,332.8979396710687,150.2324304884161
12,印度,印度,203,印度,35043,1993,1147,73,131.09065847419114,259.7258814008479
13,意大利,意大利,202,意大利,205463,1872,27967,285,62.443600103632996,33.47874191656079
14,以色列,以色列,201,以色列,16004,222,223,11,8.297262355484367,2.635821759653274
15,伊朗,伊朗,200,伊朗,94640,983,6028,71,68.40164742880606,155.2754567198577
16,伊拉克,伊拉克,199,伊拉克,2085,82,93,1,30.660664906794505,41.789924641345294
17,也门,也门,198,也门,6,0,2,2,33.50044179970079,35.87496522122228
18,亚美尼亚,亚美尼亚,197,亚美尼亚,2148,82,33,1,9.904000073855858,3.665524679494062
19,牙买加,牙买加,196,牙买加,396,15,7,0,4.827981222792327,0.8247678758169521
20,叙利亚,叙利亚,195,叙利亚,43,0,3,0,20.62861988935827,18.55530574102352
21,匈牙利,匈牙利,194,匈牙利,2863,88,323,11,17.817278628285067,10.967678988804597
22,新西兰,新西兰,193,新西兰,1132,3,19,0,58.304165366366014,29.631206387203225
23,新喀里多尼亚,新喀里多尼亚,192,新喀里多尼亚,18,0,0,0,0.31538469417421466,0.004353520399718735
24,新加坡,新加坡,191,新加坡,16169,528,15,1,1.9553307336349741,0.25237370986662855
25,希腊,希腊,190,希腊,2591,15,140,1,58.47034243451079,12.92349564717751
26,西班牙,西班牙,189,西班牙,213435,518,24543,268,55.11884117590186,54.28034351151165
27,乌兹别克斯坦,乌兹别克斯坦,188,乌兹别克斯坦,2046,15,9,0,60.566623383728384,45.83407503762211
28,乌拉圭,乌拉圭,187,乌拉圭,630,5,15,0,16.94174796756671,17.708958502391425
29,乌克兰,乌克兰,186,乌克兰,10861,455,272,11,63.05817999968566,73.69212728191071
30,乌干达,乌干达,185,乌干达,81,2,0,0,19.66101289474454,18.979199764248666
31,文莱,文莱,184,文莱,138,0,1,0,4.61752042414142,0.4896262132202135
32,委内瑞拉,委内瑞拉,183,委内瑞拉,331,2,10,0,58.555563734225444,75.57584372702979
33,维尔京群岛,维尔京群岛,182,维尔京群岛,6,0,1,0,1.388531531582004,0.020042683177033064
34,危地马拉,危地马拉,181,危地马拉,585,28,16,0,15.355510089228881,9.316055587143682
35,土耳其,土耳其,180,土耳其,120204,2615,3174,93,67.6334797887219,82.29688605646889
36,突尼斯,突尼斯,179,突尼斯,994,14,41,1,22.45869603733724,15.988278012532687
37,特立尼达和多巴哥,特立尼达和多巴哥,178,特立尼达和多巴哥,116,0,8,0,3.6806295869510457,0.41371885206333986
38,特克斯和凯科斯群岛,特克斯和凯科斯群岛,177,特克斯和凯科斯群岛,12,0,1,0,0.16907941240067453,0.0007785022642430304
39,坦桑尼亚,坦桑尼亚,176,坦桑尼亚,480,0,17,1,42.0778900303477,78.86090528003739
40,泰国,泰国,175,泰国,2960,6,54,0,57.34601621381301,43.622431683623525
41,塔吉克斯坦,塔吉克斯坦,174,塔吉克斯坦,15,15,0,0,28.046557374770885,14.287187520531072
42,索马里,索马里,173,索马里,601,19,28,0,48.134093074293155,51.981417832342586
43,苏里南,苏里南,172,苏里南,10,0,1,0,14.846759095580548,11.428348254921477
44,苏丹,苏丹,171,苏丹,442,67,31,3,63.35097060783615,158.0466263581875
45,斯威士兰,斯威士兰,170,斯威士兰,100,9,1,0,4.598394421340182,1.359877619613463
46,斯洛文尼亚,斯洛文尼亚,169,斯洛文尼亚,1429,11,91,2,8.241584103351055,2.260139332641656
47,斯洛伐克,斯洛伐克,168,斯洛伐克,1396,5,23,1,12.817386388913626,6.015673484608492
48,斯里兰卡,斯里兰卡,167,斯里兰卡,665,16,7,0,10.823566818714717,5.6547578790002735
