OBJECTID,name_cn,globe_中文名,gb_yq_20200331xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
1,马里亚纳群岛,马里亚纳群岛,117,马里亚纳群岛,2,0,0,0,5.052993281206864,0.09621417961534802
2,维尔京群岛,维尔京群岛,171,维尔京群岛,2,0,0,0,1.388531531582004,0.020042683177033064
3,阿尔巴尼亚,阿尔巴尼亚,1,阿尔巴尼亚,223,0,11,1,7.9738397279708435,2.9615437393915207
4,阿尔及利亚,阿尔及利亚,2,阿尔及利亚,511,57,31,2,68.11289203523242,213.68248179012664
5,阿富汗,阿富汗,3,阿富汗,166,52,4,0,46.10315447724982,61.25874997452178
6,阿根廷,阿根廷,4,阿根廷,820,75,20,1,124.43384391102607,278.07097318538507
7,阿联酋,阿联酋,5,阿联酋,611,41,5,2,15.781914584221777,7.6239507706347815
8,阿曼,阿曼,7,阿曼,179,12,0,0,30.605365290886958,26.863630254244924
9,阿塞拜疆,阿塞拜疆,8,阿塞拜疆,273,83,4,0,20.694081153422847,8.87799175042217
10,埃及,埃及,9,埃及,656,47,41,1,46.51183683093945,88.79406872385928
11,埃塞俄比亚,埃塞俄比亚,10,埃塞俄比亚,23,2,0,0,43.97351072336226,93.69755942008163
12,爱尔兰,爱尔兰,11,爱尔兰,2910,295,54,8,25.606289859936528,9.679745150827545
13,爱沙尼亚,爱沙尼亚,12,爱沙尼亚,715,36,3,0,19.427155810421876,6.5710562202544525
14,安道尔,安道尔,13,安道尔,370,29,8,2,1.1483655816419986,0.04818601505948762
15,安哥拉,安哥拉,14,安哥拉,2,0,0,0,57.32636066901132,104.60375782398704
16,安圭拉,安圭拉,15,安圭拉,2,0,0,0,0.3092802450450131,0.004158549292078383
17,奥地利,奥地利,17,奥地利,9618,805,108,22,19.78545543354242,9.894883715319137
18,澳大利亚,澳大利亚,18,澳大利亚,4359,393,18,2,218.54706975542643,697.4668706949104
19,巴巴多斯,巴巴多斯,19,巴巴多斯,33,7,0,0,0.6844309242776034,0.0194996224914391
20,巴布亚新几内亚,巴布亚新几内亚,20,巴布亚新几内亚,1,0,0,0,77.82782546054341,37.670346614224755
21,巴哈马,巴哈马,21,巴哈马,14,4,0,0,23.878201820393326,1.1782859882294254
22,巴基斯坦,巴基斯坦,22,巴基斯坦,1865,240,25,7,71.22729220349365,74.32325893852594
23,巴拉圭,巴拉圭,23,巴拉圭,64,5,3,0,29.50734853486281,35.3635606368516
24,巴林,巴林,24,巴林,515,0,4,0,0.7772869774828717,0.01787832000827334
25,巴拿马,巴拿马,25,巴拿马,989,88,24,7,21.354909305120195,6.231212989740694
26,巴西,巴西,26,巴西,4256,352,136,22,203.68408592836423,713.67770021554
27,白俄罗斯,白俄罗斯,27,白俄罗斯,152,0,0,0,26.620256515886478,29.226190052126366
28,保加利亚,保加利亚,32,保加利亚,359,13,8,0,18.486250579840956,12.036351750300494
29,贝宁,贝宁,31,贝宁,6,0,0,0,17.00758618326484,10.20156507434241
30,比利时,比利时,33,比利时,11899,1063,513,82,9.590603160642507,3.8561271050730115
31,冰岛,冰岛,35,冰岛,1086,66,2,0,44.847522370830426,19.53086442103322
32,波多黎各,波多黎各,36,波多黎各,174,110,6,4,4.370298525952428,0.7359221104986404
33,波兰,波兰,38,波兰,2055,193,31,9,29.423172375593182,41.04475511016553
34,玻利维亚,玻利维亚,39,玻利维亚,97,23,5,5,49.64870151710163,90.2341013343591
35,伯利兹,伯利兹,40,伯利兹,3,1,0,0,7.306004157341348,2.064137182040487
36,不丹,不丹,41,不丹,4,0,0,0,8.209429426613127,3.2656044847750634
37,布基纳法索,布基纳法索,42,布基纳法索,246,24,12,9,24.998218258751542,22.927496730226487
38,赤道几内亚,赤道几内亚,43,赤道几内亚,14,1,0,0,8.11719784960081,2.4481406002445394
39,丹麦,丹麦,44,丹麦,2577,182,77,5,26.661887386371106,6.245518762663035
40,德国,德国,45,德国,61913,4615,583,128,43.89945938952396,46.49600069178088
41,东帝汶,东帝汶,46,东帝汶,1,0,0,0,6.727455188594297,1.2596039661907503
42,多哥,多哥,47,多哥,34,6,1,0,12.905585097384344,4.596587935937332
43,多米尼加,多米尼加,48,多米尼加,901,320,42,22,11.055731619200412,4.114215997556198
44,多米尼克,多米尼克,49,多米尼克,11,0,0,0,0.9165300698187111,0.03803228906603311
45,俄罗斯,俄罗斯,50,俄罗斯,1837,303,9,0,1086.6226050090922,2913.420135690986
46,厄瓜多尔,厄瓜多尔,51,厄瓜多尔,1962,127,60,12,31.184868452122515,20.28397958869074
