OBJECTID,globe_中文名,name_cn,gb_yq_20200324xls_OBJECTID,地区国家,累计确诊,新增确诊,累计死亡,新增死亡,Shape_Length,Shape_Area
1,阿尔巴尼亚,阿尔巴尼亚,1,阿尔巴尼亚,123,34,4,2,7.973839727970497,2.9615437393915847
2,阿尔及利亚,阿尔及利亚,2,阿尔及利亚,231,30,17,0,68.11289203523224,213.6824817901263
3,阿富汗,阿富汗,3,阿富汗,42,2,1,0,46.10315447724969,61.25874997452199
4,阿根廷,阿根廷,4,阿根廷,266,41,4,0,124.43384391102639,278.07097318538524
5,阿联酋,阿联酋,5,阿联酋,198,45,2,0,15.781914584221616,7.623950770634311
6,阿曼,阿曼,7,阿曼,84,29,0,0,30.60536529088686,26.863630254245184
7,阿塞拜疆,阿塞拜疆,8,阿塞拜疆,72,7,1,0,20.694081153422545,8.877991750422158
8,埃及,埃及,9,埃及,366,39,19,5,46.51183683093997,88.79406872386022
9,埃塞俄比亚,埃塞俄比亚,10,埃塞俄比亚,11,0,0,0,43.97351072336223,93.69755942008183
10,爱尔兰,爱尔兰,11,爱尔兰,1125,219,6,2,25.60628985993701,9.67974515082728
11,爱沙尼亚,爱沙尼亚,12,爱沙尼亚,352,26,0,0,19.427155810421777,6.571056220254507
12,安道尔,安道尔,13,安道尔,164,51,1,1,1.148365581641772,0.048186015059485804
13,安哥拉,安哥拉,14,安哥拉,2,0,0,0,57.32636066901143,104.60375782398734
14,奥地利,奥地利,16,奥地利,4486,855,25,9,19.785455433542936,9.894883715319143
15,澳大利亚,澳大利亚,17,澳大利亚,1709,313,7,0,218.54706975542805,697.4668706949112
16,巴巴多斯,巴巴多斯,18,巴巴多斯,17,12,0,0,0.6844309242774945,0.019499622491432354
17,巴布亚新几内亚,巴布亚新几内亚,19,巴布亚新几内亚,1,0,0,0,77.82782546054348,37.67034661422462
18,巴哈马,巴哈马,20,巴哈马,4,0,0,0,23.878201820394388,1.1782859882294523
19,巴基斯坦,巴基斯坦,21,巴基斯坦,887,103,6,1,71.22729220349414,74.32325893852614
20,巴拉圭,巴拉圭,22,巴拉圭,22,0,1,0,29.507348534862906,35.36356063685132
21,巴林,巴林,23,巴林,377,40,2,0,0.7772869774829815,0.017878320008286028
22,巴拿马,巴拿马,24,巴拿马,345,100,6,3,21.354909305120373,6.231212989740699
23,巴西,巴西,25,巴西,1546,642,25,14,203.68408592836326,713.6777002155402
24,白俄罗斯,白俄罗斯,26,白俄罗斯,81,5,0,0,26.620256515886354,29.22619005212672
25,保加利亚,保加利亚,31,保加利亚,201,16,3,0,18.486250579841048,12.036351750300607
26,贝宁,贝宁,30,贝宁,5,3,0,0,17.007586183265026,10.201565074342176
27,比利时,比利时,32,比利时,3743,342,88,13,9.590603160642818,3.8561271050731585
28,冰岛,冰岛,34,冰岛,588,20,2,1,44.847522370830106,19.530864421033492
29,波多黎各,波多黎各,35,波多黎各,31,8,2,1,4.370298525952583,0.7359221104986653
30,波兰,波兰,37,波兰,749,115,8,1,29.423172375593367,41.04475511016577
31,玻利维亚,玻利维亚,38,玻利维亚,27,3,0,0,49.648701517101635,90.23410133435924
32,伯利兹,伯利兹,39,伯利兹,1,1,0,0,7.306004157341449,2.064137182040594
33,不丹,不丹,40,不丹,2,0,0,0,8.209429426612896,3.265604484775075
34,布基纳法索,布基纳法索,41,布基纳法索,99,24,3,0,24.998218258751336,22.92749673022636
35,赤道几内亚,赤道几内亚,42,赤道几内亚,6,0,0,0,8.117197849601027,2.4481406002445376
36,丹麦,丹麦,43,丹麦,1460,65,24,11,26.661887386371166,6.24551876266293
37,德国,德国,44,德国,29212,4438,126,32,43.899459389523734,46.496000691781006
38,东帝汶,东帝汶,45,东帝汶,1,0,0,0,6.727455188594198,1.2596039661908156
39,多哥,多哥,46,多哥,18,2,0,0,12.905585097384508,4.596587935937527
40,多米尼加,多米尼加,47,多米尼加,245,173,3,1,11.055731619200202,4.114215997556154
41,多米尼克,多米尼克,48,多米尼克,1,1,0,0,0.9165300698184753,0.03803228906601025
42,俄罗斯,俄罗斯,49,俄罗斯,438,0,0,0,1086.6226050090904,2913.4201356909866
43,厄瓜多尔,厄瓜多尔,50,厄瓜多尔,790,258,15,8,31.184868452122494,20.283979588690894
44,厄立特里亚,厄立特里亚,51,厄立特里亚,1,0,0,0,22.071733292904415,10.373414452655537
45,法国,法国,52,法国,19615,3794,860,186,65.84948177344266,66.25266750373707
46,法属圭亚那,法属圭亚那,55,法属圭亚那,20,2,0,0,12.489485824908574,7.400661348997434
47,梵蒂冈,梵蒂冈,56,梵蒂冈,1,0,0,0,0.7842750336300661,0.014991910040506387
48,菲律宾,菲律宾,57,菲律宾,462,82,33,8,104.06761462124311,23.03913329305567
49,斐济,斐济,58,斐济,3,1,0,0,10.038326159203173,1.3592394278714621
50,芬兰,芬兰,59,芬兰,700,74,1,0,54.27434433195834,62.15277280808904
51,佛得角,佛得角,60,佛得角,3,0,0,0,5.28072962671278,0.10443916008448687
52,冈比亚,冈比亚,63,冈比亚,1,0,0,0,6.839600022087903,0.9524190650590083
53,刚果（布）,刚果（布）,61,刚果（布）,4,0,0,0,33.95356808269201,26.898727715137518
54,刚果（金）,刚果（金）,62,刚果（金）,36,6,2,0,76.61868841342908,190.0706197243542
55,哥伦比亚,哥伦比亚,64,哥伦比亚,277,81,3,1,61.59567021749172,92.59563807972012
56,哥斯达黎加,哥斯达黎加,65,哥斯达黎加,158,41,2,0,12.5587484329418,4.506711944937891
57,格林纳达,格林纳达,66,格林纳达,1,0,0,0,0.5389204410902086,0.011831310053282345
58,格陵兰,格陵兰,67,格陵兰,4,2,0,0,524.1608440928724,671.69119717424
59,格鲁吉亚,格鲁吉亚,68,格鲁吉亚,67,13,0,0,15.20674687353579,7.632983375562627
60,古巴,古巴,70,古巴,40,24,1,0,31.39364180663001,9.419455764334339
61,瓜德罗普,瓜德罗普,71,瓜德罗普,62,6,0,0,0.8915983816403168,0.04435794730802925
62,关岛,关岛,72,关岛,29,2,1,0,0.9921547949026102,0.057939969908538
63,圭亚那,圭亚那,73,圭亚那,5,0,1,0,23.471985101083078,16.922442814384237
64,哈萨克斯坦,哈萨克斯坦,74,哈萨克斯坦,63,3,0,0,134.03289397384557,323.84800501333945
65,海地,海地,75,海地,6,4,0,0,10.742145566003723,2.2668577654258373
66,韩国,韩国,76,韩国,9037,76,120,9,17.98289336983087,9.888493694113702
67,阿鲁巴,阿鲁巴,6,阿鲁巴,9,1,0,0,0.5011279974658756,0.005806866656265818
68,库拉索,库拉索,97,库拉索,4,1,1,0,1.0267602865036105,0.018749631827507413
69,黑山,黑山,78,黑山,22,1,0,0,5.5204601865777025,1.3685671163827444
70,洪都拉斯,洪都拉斯,79,洪都拉斯,30,4,0,0,15.959010772843044,9.467039963324687
71,吉布提,吉布提,80,吉布提,3,2,0,0,7.321132164427671,1.9696939954665187
72,吉尔吉斯斯坦,吉尔吉斯斯坦,81,吉尔吉斯斯坦,16,2,0,0,30.688005248496406,19.771808082609148
73,几内亚,几内亚,85,几内亚,4,2,0,0,26.23962135605981,21.418330695591816
74,加拿大,加拿大,82,加拿大,1432,48,20,1,1539.468150466872,1671.6081244929162
75,加纳,加纳,83,加纳,27,3,2,2,20.85129287889863,20.099997197909595
76,加蓬,加蓬,84,加蓬,6,0,1,0,27.0405892544518,20.540080925034847
77,柬埔寨,柬埔寨,86,柬埔寨,87,3,0,0,18.63402528346828,15.451451733370222
78,捷克,捷克,87,捷克,1236,71,1,0,15.818643910981182,9.585600844794435
79,津巴布韦,津巴布韦,88,津巴布韦,2,0,1,1,24.014565161190962,33.489217774594756
80,喀麦隆,喀麦隆,90,喀麦隆,72,32,0,0,38.62394925249105,38.73945937697286
81,卡塔尔,卡塔尔,89,卡塔尔,501,7,0,0,4.7873525990949535,1.1415420848891193
82,开曼群岛,开曼群岛,91,开曼群岛,5,2,1,0,0.7550701551738679,0.018478842263955558
83,科特迪瓦,科特迪瓦,92,科特迪瓦,25,0,0,0,27.200269676136642,26.51686093435276
84,科威特,科威特,93,科威特,191,2,0,0,7.773666661161529,1.8230353152445502
85,克罗地亚,克罗地亚,95,克罗地亚,306,71,0,0,27.832937848644814,6.697720489730894
86,肯尼亚,肯尼亚,96,肯尼亚,16,1,0,0,32.64453207718531,46.05800391098552
87,拉脱维亚,拉脱维亚,98,拉脱维亚,180,41,0,0,17.674475146876787,8.498445404999151
88,黎巴嫩,黎巴嫩,99,黎巴嫩,267,19,4,0,4.3968577364534935,0.9857291017588082
89,立陶宛,立陶宛,101,立陶宛,179,36,1,0,13.70673626173672,9.209607774088758
90,利比里亚,利比里亚,100,利比里亚,3,0,0,0,13.951479545146258,7.8579063602181005
91,列支敦士登,列支敦士登,102,列支敦士登,46,0,0,0,0.5537338509349466,0.014136864978603553
92,留尼汪,留尼汪,103,留尼汪,71,7,0,0,1.7500307292354234,0.173901524911532
93,卢森堡,卢森堡,104,卢森堡,875,77,8,0,2.225166435247802,0.33199722996221875
94,卢旺达,卢旺达,105,卢旺达,36,19,0,0,6.096449092656216,2.1025448251222034
95,罗马尼亚,罗马尼亚,106,罗马尼亚,576,143,7,5,26.454777954956725,26.917526584737633
96,马达加斯加,马达加斯加,107,马达加斯加,13,1,0,0,40.419938104760654,49.63370971962616
97,马来西亚,马来西亚,111,马来西亚,1518,212,14,4,49.83001741353569,26.721544235033527
98,北马其顿,北马其顿,28,北马其顿,136,22,2,1,7.2354519205800685,3.017952795752632
99,毛里求斯,毛里求斯,114,毛里求斯,36,24,0,0,1.3969938726654902,0.11273432997090928
100,毛里塔尼亚,毛里塔尼亚,115,毛里塔尼亚,2,0,0,0,51.12697975701829,92.62167488315926
