OBJECTID,NAME,CAPITAL,name_cn,OBJECTID1,地区国家,累计确诊,新增确诊,Shape_Length,Shape_Area
1,AFGHANISTAN,KABUL,阿富汗,2,阿富汗,1,0,44.39791672042403,61.77838504385045
2,ALGERIA,ALGIERS,阿尔及利亚,1,阿尔及利亚,1,0,64.78983603064924,211.07810982477505
3,ARMENIA,YEREVAN,亚美尼亚,57,亚美尼亚,1,1,10.442466146316768,3.398328368450035
4,AUSTRALIA,CANBERRA,澳大利亚,10,澳大利亚,27,2,206.4865949311044,697.1114800574247
5,AUSTRIA,VIENNA,奥地利,9,奥地利,10,0,18.905693502473344,9.735114934724765
6,AZERBAIJAN,BAKU,阿塞拜疆,5,阿塞拜疆,3,0,22.010723597501475,9.046037090559755
7,BELARUS,MINSK,白俄罗斯,14,白俄罗斯,1,0,27.870191347539777,28.061685716400376
8,BELGIUM,BRUSSELS,比利时,16,比利时,1,0,9.726358516656175,3.4906112792500434
9,BRAZIL,BRASILIA,巴西,13,巴西,2,0,164.12452251137518,707.1395292690265
10,CAMBODIA,PHNOM PENH,柬埔寨,30,柬埔寨,1,0,17.283266000242786,15.09745870404986
11,CANADA,OTTAWA,加拿大,29,加拿大,19,0,1555.8759270941462,1647.7500982682654
12,CHINA,BEIJING,中国,66,中国,80302,128,248.8216693624411,958.1973887475898
13,CROATIA,ZAGREB,克罗地亚,34,克罗地亚,7,0,22.812406876081635,6.473345062440212
14,DENMARK,COPENHAGEN,丹麦,18,丹麦,4,1,20.984591407458968,4.780220801379913
15,ECUADOR,QUITO,厄瓜多尔,22,厄瓜多尔,1,0,22.180158856629767,20.291705791999796
16,EGYPT,CAIRO,埃及,6,埃及,2,1,49.65185598660022,91.19834555634189
17,ESTONIA,TALLINN,爱沙尼亚,8,爱沙尼亚,1,0,12.458160889657083,6.39265751952232
18,FINLAND,HELSINKI,芬兰,25,芬兰,6,4,49.60063770424547,62.02673094352433
19,FRANCE,PARIS,法国,23,法国,100,0,52.88291275416734,65.77613102716322
20,GEORGIA,TBILISI,格鲁吉亚,26,格鲁吉亚,3,0,16.746239844669926,7.329909273643759
21,GERMANY,BERLIN,德国,19,德国,129,72,40.21621537581479,46.02332184825026
22,GREECE,ATHENS,希腊,54,希腊,7,4,39.99982541227063,12.204790855850106
23,ICELAND,REYKJAVIK,冰岛,17,冰岛,2,2,42.7072494901843,18.415028888024484
24,INDIA,NEW DELHI,印度,62,印度,3,0,139.9762158568565,279.551567762552
25,IRAN,TEHRAN,伊朗,59,伊朗,978,385,64.97647898598436,156.9243202616742
26,IRAQ,BAGHDAD,伊拉克,58,伊拉克,19,6,30.75412137504154,43.00595817705017
27,IRELAND,DUBLIN,爱尔兰,7,爱尔兰,1,0,24.58022161307143,9.033930339350047
28,ISRAEL,JERUSALEM,以色列,60,以色列,7,0,9.788229380472943,2.315831294035185
29,ITALY,ROME,意大利,61,意大利,1689,561,58.821775343843065,33.8576392138523
30,JAPAN,TOKYO,日本,47,日本,254,15,81.93419085400431,38.97019479375141
31,"KOREA, REPUBLIC OF",SEOUL,韩国,27,韩国,4212,476,16.01194866250559,8.870230280248608
32,KUWAIT,KUWAIT,科威特,33,科威特,56,11,6.643082132156529,1.5868963288747104
33,LEBANON,BEYROUTH,黎巴嫩,35,黎巴嫩,10,1,4.281005656459998,0.757334093875028
34,LITHUANIA,VILNIUS,立陶宛,36,立陶宛,1,0,15.167299420447042,10.254560950649939
35,MALAYSIA,KUALA LUMPUR,马来西亚,39,马来西亚,24,0,49.79989904781451,27.106260339720556
36,MEXICO,MEXICO CITY,墨西哥,42,墨西哥,5,3,127.60170030066884,173.32039758787514
37,NEPAL,KATHMANDU,尼泊尔,43,尼泊尔,1,0,20.02563636391712,13.656719692751231
38,NETHERLANDS,AMSTERDAM,荷兰,28,荷兰,13,6,13.323796425212892,3.8136207710999575
39,NEW ZEALAND,AVARUA,新西兰,56,新西兰,1,0,56.3000914584292,28.263342103650487
40,NIGERIA,ABUDJA,尼日利亚,44,尼日利亚,1,0,40.65620397444855,74.7900656862754
41,NORWAY,OSLO,挪威,45,挪威,19,4,237.4227786521175,77.90049586680038
42,OMAN,MUSCAT,阿曼,4,阿曼,6,0,26.02143315594352,28.39426364676298
43,PAKISTAN,ISLAMABAD,巴基斯坦,11,巴基斯坦,4,0,57.33372751374997,75.43359703027468
44,PHILIPPINES,MANILA,菲律宾,24,菲律宾,3,0,78.00998268593636,22.26058326517528
45,QATAR,DOHA,卡塔尔,32,卡塔尔,3,2,3.826127342498594,0.9125836497464307
46,ROMANIA,BUCURESTI,罗马尼亚,38,罗马尼亚,3,0,24.401269642290146,27.38647333444998
47,RUSSIAN FEDERATION,MOSCOW,俄罗斯,21,俄罗斯,2,0,1018.4494722665427,2909.6137863925564
48,SPAIN,MADRID,西班牙,53,西班牙,45,0,39.510725651688084,52.655416386525594
49,SRI LANKA,COLOMBO,斯里兰卡,51,斯里兰卡,1,0,12.089329830229625,4.790627305949876
50,SWEDEN,STOCKHOLM,瑞典,48,瑞典,14,1,60.65674147183005,77.7613184096759
51,SWITZERLAND,BERN,瑞士,49,瑞士,24,6,12.401538231238309,4.980928708144593
52,THAILAND,BANGKOK,泰国,52,泰国,42,0,54.581789578607015,42.558096872050044
53,UNITED ARAB EMIRATES,ABU DHABI,阿联酋,3,阿联酋,21,2,17.674853161960147,8.42085123990175
54,UNITED KINGDOM,LONDON,英国,64,英国,36,13,66.53107646064396,30.733379083350727
55,UNITED STATES,WASHINGTON,美国,40,美国,62,0,480.499004202442,1109.0039059704707
56,VIETNAM,HA NOI,越南,65,越南,16,0,49.97056195189593,27.025888705025615
57,Singapore,,新加坡,55,新加坡,106,4,1.2689056078172032,0.10466184494510426
58,,,其他,46,其他,706,1,0.47041055884463034,0.013365553414913307
